second,avg_latency_ms_etcdv3_nocompression,throughput_etcdv3_nocompression,cumulative_throughput_etcdv3_nocompression,avg_cpu_etcdv3_nocompression,avg_memory_mb_etcdv3_nocompression,avg_latency_ms_etcdv3_snappy,throughput_etcdv3_snappy,cumulative_throughput_etcdv3_snappy,avg_cpu_etcdv3_snappy,avg_memory_mb_etcdv3_snappy
958,777.803371,1224,1214978,292.28,1817.72,844.720622,1132,1091259,464.62,1577.86
959,806.959500,1268,1216246,292.28,1817.72,863.116725,1154,1092413,464.63,1577.86
960,801.450022,1229,1217475,292.27,1817.72,831.590369,1127,1093540,464.63,1577.86
961,815.522135,1258,1218733,292.28,1817.88,858.350467,1138,1094678,464.63,1577.86
962,748.135415,1302,1220035,292.29,1817.88,860.093747,1150,1095828,464.62,1577.86
963,781.631018,1310,1221345,292.29,1817.88,865.387033,1136,1096964,464.63,1577.86
964,741.215560,1318,1222663,292.30,1817.88,855.217047,1119,1098083,464.62,1577.86
965,767.492608,1337,1224000,292.31,1817.88,870.984500,1124,1099207,464.63,1577.86
966,754.075060,1307,1225307,292.33,1817.88,852.896771,1147,1100354,464.63,1577.86
967,748.568820,1310,1226617,292.33,1817.88,845.137199,1156,1101510,464.64,1577.86
968,762.335778,1312,1227929,292.35,1817.88,854.342402,1148,1102658,464.63,1577.86
969,767.425233,1288,1229217,292.35,1817.88,859.379984,1130,1103788,464.63,1577.86
970,786.082962,1289,1230506,292.36,1817.88,830.613064,1141,1104929,464.63,1577.86
971,755.651343,1300,1231806,292.36,1817.88,840.200510,1158,1106087,464.64,1577.86
972,778.541698,1292,1233098,292.37,1817.88,852.216496,1123,1107210,464.65,1577.86
973,769.449780,1314,1234412,292.38,1817.88,867.107720,1156,1108366,464.65,1577.86
974,771.571900,1263,1235675,292.38,1817.88,848.087286,1165,1109531,464.65,1577.86
975,769.336983,1322,1236997,292.39,1817.88,834.341073,1144,1110675,464.65,1577.86
976,790.006357,1244,1238241,292.38,1817.88,846.351603,1110,1111785,464.62,1577.86
977,783.932781,1318,1239559,292.38,1817.88,864.019986,1148,1112933,464.65,1577.86
978,772.213826,1231,1240790,292.38,1817.88,840.532424,1143,1114076,464.65,1577.86
979,775.876328,1333,1242123,292.38,1817.88,856.021858,1109,1115185,464.64,1577.86
980,755.861331,1260,1243383,292.39,1817.88,876.137420,1098,1116283,464.64,1577.86
981,775.869068,1303,1244686,292.39,1817.88,869.548848,1139,1117422,464.62,1577.86
982,788.896059,1281,1245967,292.40,1817.88,856.569719,1154,1118576,464.62,1577.86
983,758.727380,1309,1247276,292.40,1817.88,840.732788,1144,1119720,464.65,1577.86
984,760.370559,1312,1248588,292.42,1817.88,833.194836,1108,1120828,464.62,1577.86
985,766.247214,1303,1249891,292.43,1817.88,884.582082,1143,1121971,464.63,1577.86
986,752.167663,1310,1251201,292.44,1817.88,860.573623,1128,1123099,464.60,1577.86
987,752.600155,1319,1252520,292.47,1817.88,857.177789,1160,1124259,464.62,1577.86
988,761.113117,1319,1253839,292.47,1817.88,843.342573,1138,1125397,464.60,1577.86
989,761.136977,1319,1255158,292.49,1817.88,841.989987,1120,1126517,464.59,1577.86
990,781.084898,1305,1256463,292.49,1817.88,809.659225,1143,1127660,464.60,1577.86
991,762.347210,1295,1257758,292.51,1817.88,872.590254,1198,1128858,464.60,1577.86
992,776.395149,1282,1259040,292.52,1817.88,826.105034,1135,1129993,464.60,1577.86
993,760.742915,1317,1260357,292.52,1817.88,814.696303,1095,1131088,464.61,1577.86
994,746.542760,1293,1261650,292.53,1817.88,890.827181,1185,1132273,464.60,1577.86
995,780.522041,1280,1262930,292.54,1817.88,841.072068,1159,1133432,464.60,1577.86
996,765.264975,1307,1264237,292.56,1817.88,840.030947,1139,1134571,464.61,1577.86
997,744.381442,1355,1265592,292.58,1817.88,858.152510,1131,1135702,464.61,1577.86
998,761.505251,1350,1266942,292.61,1817.88,806.767314,1143,1136845,464.58,1577.86
999,736.587177,1288,1268230,292.63,1817.88,869.749500,1133,1137978,464.62,1577.86
1000,757.232728,1331,1269561,292.66,1817.88,854.772716,1164,1139142,464.64,1577.86
1001,765.016029,1314,1270875,292.66,1817.88,766.033576,1159,1140301,464.63,1577.86
1002,734.415154,1356,1272231,292.69,1817.88,905.617662,1161,1141462,464.64,1577.86
1003,781.961416,1257,1273488,292.70,1817.88,845.433044,1090,1142552,464.61,1577.86
1004,754.389874,1293,1274781,292.70,1817.88,828.563113,1133,1143685,464.62,1577.86
1005,774.991064,1332,1276113,292.72,1817.88,829.980203,1149,1144834,464.65,1577.86
1006,761.371365,1309,1277422,292.74,1817.88,863.985955,1175,1146009,464.67,1577.86
1007,763.804532,1326,1278748,292.74,1817.88,817.175523,1109,1147118,464.67,1577.86
1008,741.025911,1270,1280018,292.74,1817.88,884.893167,1150,1148268,464.65,1577.86
1009,762.923608,1317,1281335,292.75,1817.88,822.218497,1119,1149387,464.64,1577.86
1010,771.786605,1303,1282638,292.75,1817.88,846.798774,1169,1150556,464.66,1577.86
1011,770.276795,1292,1283930,292.75,1817.88,875.361130,1131,1151687,464.64,1577.86
1012,762.376672,1316,1285246,292.78,1817.88,843.981212,1167,1152854,464.64,1577.86
1013,736.437680,1321,1286567,292.79,1817.88,849.667004,1134,1153988,464.65,1577.86
1014,766.761114,1335,1287902,292.82,1817.88,823.616214,1154,1155142,464.66,1577.86
1015,750.040293,1298,1289200,292.84,1817.88,851.098268,1151,1156293,464.66,1577.86
1016,759.175262,1320,1290520,292.87,1817.88,847.924582,1151,1157444,464.67,1577.86
1017,774.433091,1299,1291819,292.88,1817.88,852.634113,1150,1158594,464.67,1577.86
1018,761.667564,1268,1293087,292.89,1817.88,836.243559,1158,1159752,464.67,1577.86
1019,768.577560,1296,1294383,292.91,1817.88,834.112461,1106,1160858,464.67,1577.86
1020,762.444438,1301,1295684,292.94,1817.88,833.420474,1147,1162005,464.66,1577.86
1021,754.212125,1373,1297057,292.96,1817.88,861.155389,1161,1163166,464.67,1577.86
1022,777.863638,1305,1298362,292.99,1817.89,844.932705,1111,1164277,464.66,1577.86
1023,732.317713,1305,1299667,293.01,1817.89,845.361722,1180,1165457,464.65,1577.86
1024,772.569054,1311,1300978,293.03,1817.89,819.093435,1120,1166577,464.70,1577.86
1025,762.619637,1316,1302294,293.03,1817.89,857.605149,1137,1167714,464.69,1577.86
1026,774.396114,1296,1303590,293.03,1817.89,858.743854,1156,1168870,464.67,1577.86
1027,760.581119,1299,1304889,293.04,1817.89,843.258914,1138,1170008,464.66,1577.86
1028,731.631553,1356,1306245,293.05,1817.89,831.162937,1167,1171175,464.68,1577.86
1029,774.617345,1309,1307554,293.06,1817.89,856.203308,1146,1172321,464.69,1577.86
1030,754.483841,1270,1308824,293.07,1817.89,836.455648,1149,1173470,464.68,1577.86
1031,746.665694,1340,1310164,293.08,1817.89,840.053941,1084,1174554,464.68,1577.86
1032,773.943873,1273,1311437,293.09,1817.89,857.775411,1149,1175703,464.69,1577.86
1033,770.484446,1319,1312756,293.11,1817.89,875.820912,1153,1176856,464.66,1577.86
1034,768.943104,1313,1314069,293.11,1817.89,850.441761,1124,1177980,464.68,1577.86
1035,758.475081,1291,1315360,293.12,1817.89,870.059663,1139,1179119,464.67,1577.86
1036,739.863318,1318,1316678,293.13,1817.89,861.852054,1110,1180229,464.67,1577.86
1037,766.594280,1341,1318019,293.13,1817.89,851.198924,1183,1181412,464.67,1577.86
1038,779.264855,1255,1319274,293.15,1817.89,832.106570,1082,1182494,464.67,1577.86
1039,745.838429,1341,1320615,293.17,1817.89,857.931222,1174,1183668,464.67,1577.86
1040,768.804769,1307,1321922,293.17,1817.89,837.753354,1172,1184840,464.68,1577.86
1041,762.876558,1304,1323226,293.18,1817.89,859.541242,1152,1185992,464.70,1577.86
1042,779.988495,1311,1324537,293.18,1817.89,847.047212,1122,1187114,464.67,1577.84
1043,768.722575,1284,1325821,293.19,1817.89,810.068903,1209,1188323,464.69,1577.84
1044,759.900606,1302,1327123,293.19,1817.89,880.988434,1078,1189401,464.68,1577.81
1045,782.160170,1262,1328385,293.19,1817.89,859.582048,1112,1190513,464.68,1577.81
1046,735.348806,1335,1329720,293.20,1817.89,871.578631,1098,1191611,464.68,1577.81
1047,751.011749,1300,1331020,293.22,1817.89,883.063389,1134,1192745,464.66,1577.81
1048,790.427284,1303,1332323,293.21,1817.89,888.985704,1075,1193820,464.65,1577.81
1049,787.880045,1281,1333604,293.20,1817.89,873.168869,1124,1194944,464.65,1577.81
1050,744.114443,1296,1334900,293.20,1817.89,878.531055,1067,1196011,464.64,1577.81
1051,787.640987,1314,1336214,293.20,1817.89,903.101324,1104,1197115,464.61,1577.81
1052,735.507304,1286,1337500,293.21,1817.89,827.155907,1093,1198208,464.61,1577.81
1053,748.934987,1357,1338857,293.22,1817.89,933.326605,1121,1199329,464.57,1577.81
1054,747.524785,1339,1340196,293.23,1817.89,884.460769,1092,1200421,464.58,1577.81
1055,781.259081,1282,1341478,293.24,1817.89,878.247311,1081,1201502,464.55,1577.81
1056,768.634390,1301,1342779,293.24,1817.89,863.286352,1150,1202652,464.56,1577.81
1057,749.370301,1289,1344068,293.25,1817.89,847.212207,1138,1203790,464.56,1577.81
1058,759.187786,1318,1345386,293.24,1817.89,827.348939,1098,1204888,464.55,1577.81
1059,767.323207,1315,1346701,293.24,1817.89,894.955292,1131,1206019,464.57,1577.81
1060,763.927845,1309,1348010,293.25,1817.89,856.101148,1166,1207185,464.55,1577.81
1061,756.907331,1286,1349296,293.27,1817.89,844.830681,1153,1208338,464.56,1577.81
1062,772.109890,1341,1350637,293.27,1817.89,840.122277,1107,1209445,464.58,1577.81
1063,749.893978,1263,1351900,293.28,1818.26,851.833937,1167,1210612,464.57,1577.81
1064,787.495148,1322,1353222,293.29,1818.26,831.270862,1132,1211744,464.60,1577.81
1065,744.636840,1295,1354517,293.29,1818.26,872.943012,1147,1212891,464.60,1577.81
1066,761.922341,1344,1355861,293.29,1818.26,863.744212,1105,1213996,464.58,1577.81
1067,752.531152,1281,1357142,293.31,1818.26,831.058008,1155,1215151,464.57,1577.81
1068,767.077876,1318,1358460,293.31,1818.26,864.700985,1139,1216290,464.59,1577.81
1069,754.974046,1327,1359787,293.33,1818.26,854.434212,1147,1217437,464.58,1577.81
1070,768.330705,1320,1361107,293.33,1818.26,844.854835,1162,1218599,464.58,1577.89
1071,755.683903,1276,1362383,293.33,1818.26,834.597894,1128,1219727,464.58,1577.89
1072,782.550119,1261,1363644,293.35,1818.26,857.808157,1099,1220826,464.58,1577.89
1073,755.078082,1367,1365011,293.36,1818.26,865.750530,1128,1221954,464.57,1577.89
1074,761.309069,1311,1366322,293.36,1818.26,830.375394,1159,1223113,464.57,1577.89
1075,746.408797,1279,1367601,293.38,1818.26,855.554944,1113,1224226,464.57,1577.89
1076,767.002795,1320,1368921,293.39,1818.26,852.884233,1143,1225369,464.57,1577.89
1077,730.761375,1332,1370253,293.39,1818.26,845.783873,1101,1226470,464.57,1577.89
1078,771.692480,1309,1371562,293.40,1818.26,884.347740,1128,1227598,464.56,1577.89
1079,772.067941,1326,1372888,293.41,1818.26,859.200329,1113,1228711,464.57,1577.89
1080,754.632605,1309,1374197,293.43,1818.26,853.389807,1145,1229856,464.55,1577.89
1081,760.396399,1302,1375499,293.43,1818.26,817.696627,1126,1230982,464.56,1577.89
1082,765.417011,1301,1376800,293.44,1818.26,862.446364,1144,1232126,464.56,1577.89
1083,748.530116,1316,1378116,293.44,1818.26,850.625069,1170,1233296,464.55,1577.89
1084,744.363240,1325,1379441,293.45,1818.26,845.940445,1140,1234436,464.55,1577.89
1085,764.070525,1310,1380751,293.46,1818.26,851.922915,1137,1235573,464.54,1577.89
1086,781.042030,1302,1382053,293.47,1818.26,825.025466,1104,1236677,464.56,1577.89
1087,760.463243,1326,1383379,293.48,1818.26,817.677849,1154,1237831,464.55,1577.89
1088,725.492322,1357,1384736,293.48,1818.26,843.284021,1158,1238989,464.55,1577.89
1089,754.900586,1321,1386057,293.49,1818.26,893.256924,1144,1240133,464.53,1577.89
1090,748.260276,1342,1387399,293.49,1818.26,838.650562,1120,1241253,464.55,1577.89
1091,752.645078,1269,1388668,293.51,1818.26,863.403767,1151,1242404,464.56,1577.89
1092,761.977994,1327,1389995,293.51,1818.26,858.044015,1149,1243553,464.55,1578.57
1093,749.909261,1306,1391301,293.53,1818.26,826.643522,1121,1244674,464.56,1578.57
1094,775.884208,1345,1392646,293.53,1818.26,886.651680,1111,1245785,464.56,1578.57
1095,748.584541,1273,1393919,293.55,1818.26,862.467330,1186,1246971,464.56,1578.57
1096,742.198265,1342,1395261,293.56,1818.26,799.011540,1132,1248103,464.56,1578.57
1097,771.056624,1351,1396612,293.56,1818.26,894.732476,1125,1249228,464.56,1578.57
1098,759.780210,1317,1397929,293.57,1818.26,858.488971,1136,1250364,464.56,1578.57
1099,746.730653,1284,1399213,293.57,1818.26,869.041393,1128,1251492,464.58,1578.57
1100,777.650200,1292,1400505,293.57,1818.26,860.028657,1134,1252626,464.57,1578.57
1101,755.162816,1284,1401789,293.57,1818.26,831.527044,1135,1253761,464.59,1578.57
1102,782.144520,1337,1403126,293.59,1818.26,855.984604,1129,1254890,464.59,1578.57
1103,746.178468,1309,1404435,293.61,1818.26,836.034638,1107,1255997,464.58,1578.57
1104,766.643322,1302,1405737,293.61,1818.26,814.946693,1184,1257181,464.59,1578.57
1105,736.126505,1326,1407063,293.62,1818.26,879.771164,1156,1258337,464.59,1578.57
1106,768.896652,1343,1408406,293.64,1818.26,833.169733,1133,1259470,464.60,1578.57
1107,759.798420,1277,1409683,293.65,1818.26,857.690307,1094,1260564,464.61,1578.57
1108,743.033403,1304,1410987,293.66,1818.26,846.112580,1197,1261761,464.61,1578.57
1109,770.180431,1354,1412341,293.66,1818.26,849.459120,1156,1262917,464.61,1578.57
1110,760.953419,1291,1413632,293.68,1818.26,863.983894,1094,1264011,464.59,1578.57
1111,785.965113,1303,1414935,293.68,1818.26,865.134630,1157,1265168,464.60,1578.57
1112,730.822454,1288,1416223,293.68,1818.26,843.707707,1145,1266313,464.59,1578.57
1113,773.125105,1310,1417533,293.69,1818.26,842.347369,1115,1267428,464.59,1578.57
1114,784.157775,1240,1418773,293.69,1818.26,861.736913,1143,1268571,464.61,1578.57
1115,772.061297,1320,1420093,293.71,1818.26,864.966304,1139,1269710,464.60,1578.57
1116,742.554270,1288,1421381,293.72,1818.26,832.788893,1122,1270832,464.61,1578.57
1117,776.120982,1329,1422710,293.74,1818.26,875.999660,1158,1271990,464.60,1578.57
1118,778.821506,1253,1423963,293.75,1818.26,846.129279,1115,1273105,464.60,1578.57
1119,779.331870,1313,1425276,293.76,1818.26,857.255182,1157,1274262,464.60,1578.57
1120,764.332393,1274,1426550,293.76,1818.26,850.991644,1143,1275405,464.60,1578.57
1121,769.427595,1321,1427871,293.78,1818.26,817.934340,1134,1276539,464.60,1578.57
1122,742.598751,1282,1429153,293.80,1818.26,838.615137,1144,1277683,464.60,1578.57
1123,757.699976,1372,1430525,293.82,1818.26,868.375102,1165,1278848,464.60,1578.57
1124,769.164587,1291,1431816,293.85,1818.26,841.464970,1141,1279989,464.60,1578.57
1125,768.932034,1301,1433117,293.87,1818.26,855.960396,1110,1281099,464.60,1578.57
1126,748.643369,1295,1434412,293.87,1818.26,847.099932,1133,1282232,464.61,1578.57
1127,760.397294,1287,1435699,293.87,1818.26,850.320469,1146,1283378,464.61,1578.57
1128,796.494878,1332,1437031,293.88,1818.26,831.273000,1122,1284500,464.62,1578.57
1129,739.404835,1276,1438307,293.89,1818.26,834.182857,1156,1285656,464.62,1578.57
1130,777.900551,1321,1439628,293.90,1818.26,838.602471,1154,1286810,464.63,1578.57
1131,735.595754,1316,1440944,293.90,1818.26,858.232866,1153,1287963,464.63,1578.57
1132,749.757599,1349,1442293,293.91,1818.26,849.470643,1111,1289074,464.63,1578.57
1133,761.987455,1308,1443601,293.92,1818.26,840.455041,1173,1290247,464.63,1578.57
1134,765.492935,1327,1444928,293.94,1818.26,810.929731,1166,1291413,464.64,1578.57
1135,741.489247,1334,1446262,293.95,1818.26,827.194456,1092,1292505,464.65,1578.57
1136,740.146880,1334,1447596,293.96,1818.26,863.253630,1172,1293677,464.64,1578.57
1137,755.411614,1267,1448863,293.97,1818.26,848.463171,1169,1294846,464.61,1578.57
1138,756.422601,1317,1450180,293.97,1818.26,823.026892,1124,1295970,464.64,1578.57
1139,779.492904,1318,1451498,293.97,1818.26,845.194676,1128,1297098,464.63,1578.57
1140,754.551912,1335,1452833,293.99,1818.26,821.894618,1150,1298248,464.64,1578.57
1141,752.937339,1303,1454136,293.98,1818.26,886.433165,1158,1299406,464.62,1578.57
1142,776.399583,1293,1455429,293.98,1818.26,878.351894,1131,1300537,464.62,1578.57
1143,757.767567,1329,1456758,293.98,1818.26,837.672487,1116,1301653,464.62,1578.57
1144,738.909242,1301,1458059,293.98,1818.26,843.154834,1131,1302784,464.60,1578.57
1145,752.459626,1332,1459391,294.01,1818.26,862.498289,1165,1303949,464.60,1578.57
1146,775.008318,1290,1460681,294.02,1818.26,843.941496,1132,1305081,464.61,1578.57
1147,749.324873,1326,1462007,294.01,1818.26,835.150833,1112,1306193,464.61,1578.57
1148,770.164298,1305,1463312,294.03,1818.26,855.350798,1146,1307339,464.62,1578.57
1149,759.238729,1318,1464630,294.04,1818.26,853.068101,1146,1308485,464.62,1578.57
1150,747.429842,1344,1465974,294.05,1818.26,870.931535,1085,1309570,464.61,1578.57
1151,752.431118,1318,1467292,294.08,1818.26,824.792179,1166,1310736,464.60,1578.57
1152,753.494333,1317,1468609,294.10,1818.26,862.876041,1120,1311856,464.59,1578.57
1153,742.880707,1329,1469938,294.13,1818.26,868.938280,1135,1312991,464.59,1578.57
1154,741.473255,1322,1471260,294.16,1818.26,847.344901,1108,1314099,464.59,1578.57
1155,786.477389,1290,1472550,294.18,1818.26,890.883805,1109,1315208,464.57,1578.57
1156,778.929533,1303,1473853,294.20,1818.26,859.866859,1162,1316370,464.56,1578.57
1157,741.937765,1303,1475156,294.21,1818.26,843.607121,1146,1317516,464.55,1578.57
1158,785.049309,1261,1476417,294.23,1818.26,840.889099,1094,1318610,464.53,1578.57
1159,775.883456,1319,1477736,294.24,1818.26,859.710182,1152,1319762,464.56,1578.57
1160,754.672660,1303,1479039,294.25,1818.26,839.790059,1138,1320900,464.55,1578.57
1161,760.033069,1311,1480350,294.26,1818.26,870.901826,1122,1322022,464.53,1578.57
1162,783.790862,1306,1481656,294.27,1818.26,850.550133,1120,1323142,464.52,1578.57
1163,759.346414,1303,1482959,294.26,1818.26,842.033923,1100,1324242,464.51,1578.57
1164,756.943333,1299,1484258,294.27,1818.26,867.318520,1177,1325419,464.53,1578.57
1165,756.844173,1299,1485557,294.27,1818.26,857.217798,1110,1326529,464.53,1578.57
1166,759.350541,1309,1486866,294.27,1818.26,819.034329,1177,1327706,464.52,1578.57
1167,773.350098,1316,1488182,294.28,1818.26,834.415455,1155,1328861,464.54,1578.57
1168,742.921445,1306,1489488,294.29,1818.79,845.835631,1180,1330041,464.53,1578.57
1169,776.821439,1299,1490787,294.30,1818.79,862.957121,1159,1331200,464.55,1578.57
1170,758.396194,1333,1492120,294.31,1818.79,859.951352,1151,1332351,464.54,1578.57
1171,773.706864,1274,1493394,294.31,1818.79,825.017391,1143,1333494,464.54,1578.57
1172,736.369527,1339,1494733,294.32,1818.79,834.773506,1109,1334603,464.55,1578.57
1173,759.262103,1336,1496069,294.32,1818.79,874.809076,1144,1335747,464.54,1578.57
1174,750.870939,1342,1497411,294.33,1818.79,854.844518,1125,1336872,464.53,1578.57
1175,750.968508,1300,1498711,294.33,1818.79,823.331481,1181,1338053,464.54,1578.57
1176,765.983097,1312,1500023,294.34,1818.79,880.414001,1139,1339192,464.54,1578.57
1177,758.711552,1291,1501314,294.35,1818.79,839.655707,1113,1340305,464.54,1578.57
1178,746.117866,1363,1502677,294.37,1818.79,853.297791,1150,1341455,464.54,1578.57
1179,743.670808,1315,1503992,294.38,1818.79,836.617464,1132,1342587,464.54,1578.57
1180,786.060791,1292,1505284,294.39,1818.79,849.427497,1127,1343714,464.54,1578.57
1181,784.366037,1258,1506542,294.39,1818.79,867.277890,1136,1344850,464.54,1578.57
1182,769.255272,1308,1507850,294.38,1818.79,862.445904,1137,1345987,464.53,1578.57
1183,759.423543,1266,1509116,294.37,1818.79,846.022680,1139,1347126,464.52,1578.57
1184,780.735613,1309,1510425,294.36,1818.79,751.695081,1122,1348248,464.51,1578.57
1185,765.024665,1284,1511709,294.36,1818.79,923.746218,1151,1349399,464.53,1578.57
1186,791.967646,1254,1512963,294.34,1818.79,839.431271,1128,1350527,464.52,1578.57
1187,795.862245,1313,1514276,294.34,1818.79,852.388999,1132,1351659,464.52,1578.57
1188,751.683560,1300,1515576,294.34,1818.79,861.485968,1139,1352798,464.52,1578.57
1189,756.293589,1266,1516842,294.33,1818.79,811.034713,1161,1353959,464.52,1578.57
1190,772.335235,1342,1518184,294.35,1818.79,900.636617,1156,1355115,464.51,1578.57
1191,754.778227,1314,1519498,294.34,1818.79,837.514445,1123,1356238,464.51,1578.57
1192,766.829766,1232,1520730,294.34,1818.81,864.849213,1115,1357353,464.51,1578.57
1193,759.446836,1298,1522028,294.34,1818.81,852.705579,1127,1358480,464.51,1578.57
1194,802.524729,1248,1523276,294.34,1818.81,841.556880,1128,1359608,464.50,1578.57
1195,796.715075,1275,1524551,294.34,1820.10,810.727106,1142,1360750,464.51,1578.57
1196,776.364963,1251,1525802,294.34,1820.10,858.755174,1185,1361935,464.52,1578.57
1197,810.876054,1234,1527036,294.33,1820.10,871.798892,1147,1363082,464.53,1578.57
1198,785.589294,1260,1528296,294.32,1820.10,837.259932,1142,1364224,464.53,1578.57
1199,821.498551,1224,1529520,294.31,1820.10,858.575550,1137,1365361,464.52,1578.57
1200,780.280590,1275,1530795,294.32,1820.10,826.703466,1146,1366507,464.54,1578.57
1201,784.917935,1265,1532060,294.32,1820.10,868.212779,1103,1367610,464.51,1578.57
1202,812.171768,1227,1533287,294.31,1820.10,861.814256,1134,1368744,464.51,1578.57
1203,801.386181,1298,1534585,294.31,1820.10,869.553758,1122,1369866,464.53,1578.57
1204,742.658543,1318,1535903,294.32,1820.10,853.601196,1109,1370975,464.51,1578.57
1205,759.774524,1348,1537251,294.33,1820.10,828.266443,1138,1372113,464.51,1578.57
1206,734.021011,1289,1538540,294.34,1824.36,845.242554,1163,1373276,464.52,1578.57
1207,795.915938,1297,1539837,294.33,1824.36,844.539158,1132,1374408,464.52,1578.57
1208,741.247937,1311,1541148,294.34,1824.36,830.682272,1172,1375580,464.52,1578.57
1209,757.902572,1322,1542470,294.35,1824.36,862.105404,1109,1376689,464.52,1578.57
1210,764.962240,1301,1543771,294.35,1824.36,836.770127,1165,1377854,464.50,1578.57
1211,772.403291,1323,1545094,294.36,1824.36,858.872212,1188,1379042,464.50,1578.57
1212,741.196938,1294,1546388,294.36,1824.36,832.331499,1100,1380142,464.52,1578.57
1213,757.601871,1331,1547719,294.36,1824.36,837.270629,1136,1381278,464.51,1578.57
1214,770.172738,1306,1549025,294.36,1824.36,851.152840,1121,1382399,464.51,1578.57
1215,743.953856,1359,1550384,294.38,1824.36,844.729882,1163,1383562,464.50,1578.57
1216,763.235774,1259,1551643,294.38,1824.36,864.837401,1149,1384711,464.48,1578.57
1217,762.877335,1317,1552960,294.38,1824.36,842.057219,1099,1385810,464.49,1578.57
1218,759.475446,1335,1554295,294.38,1824.36,848.258917,1150,1386960,464.49,1578.57
1219,778.077328,1283,1555578,294.38,1824.36,846.918615,1162,1388122,464.49,1578.57
1220,756.170192,1322,1556900,294.38,1824.36,852.673680,1128,1389250,464.50,1578.57
1221,770.993942,1300,1558200,294.38,1824.36,850.442516,1146,1390396,464.49,1578.57
1222,755.442966,1305,1559505,294.38,1824.36,828.557326,1116,1391512,464.50,1578.57
1223,784.022731,1285,1560790,294.37,1824.36,850.902760,1125,1392637,464.48,1578.57
1224,745.897019,1297,1562087,294.37,1824.36,860.001004,1106,1393743,464.49,1578.57
1225,761.641631,1335,1563422,294.37,1824.36,864.981423,1148,1394891,464.47,1578.57
1226,760.203225,1327,1564749,294.37,1824.36,826.553968,1179,1396070,464.46,1578.57
1227,747.238139,1297,1566046,294.38,1824.36,841.718664,1147,1397217,464.47,1578.57
1228,765.779243,1315,1567361,294.37,1824.36,844.827064,1137,1398354,464.48,1578.57
1229,741.763131,1318,1568679,294.38,1824.36,853.276438,1120,1399474,464.48,1578.57
1230,767.236666,1344,1570023,294.38,1824.36,860.420095,1154,1400628,464.48,1578.57
1231,734.518796,1303,1571326,294.39,1824.36,851.062301,1127,1401755,464.48,1578.57
1232,767.694874,1319,1572645,294.40,1824.36,843.724918,1135,1402890,464.47,1578.57
1233,756.047697,1300,1573945,294.41,1824.36,835.222785,1170,1404060,464.46,1578.57
1234,762.562183,1358,1575303,294.41,1824.36,825.282128,1149,1405209,464.44,1578.57
1235,727.615471,1302,1576605,294.42,1824.36,851.680907,1127,1406336,464.46,1578.57
1236,784.455623,1289,1577894,294.43,1824.36,832.856301,1135,1407471,464.46,1578.57
1237,774.161509,1312,1579206,294.43,1824.36,856.727128,1132,1408603,464.44,1578.57
1238,759.202178,1311,1580517,294.44,1824.44,864.420838,1124,1409727,464.45,1578.57
1239,753.444273,1280,1581797,294.43,1824.44,856.431835,1044,1410771,464.45,1578.57
1240,757.991289,1317,1583114,294.44,1824.44,840.107984,1195,1411966,464.45,1578.57
1241,765.611994,1331,1584445,294.44,1824.44,882.500550,1124,1413090,464.43,1578.57
1242,740.247533,1341,1585786,294.46,1824.44,881.963120,1123,1414213,464.42,1578.57
1243,744.315002,1294,1587080,294.47,1824.44,854.630317,1092,1415305,464.41,1578.57
1244,781.101406,1293,1588373,294.48,1824.44,909.356039,1123,1416428,464.39,1578.57
1245,777.931411,1324,1589697,294.49,1824.44,872.587241,1107,1417535,464.39,1578.57
1246,753.241461,1306,1591003,294.50,1824.44,855.662677,1037,1418572,464.38,1578.57
1247,769.002310,1321,1592324,294.51,1824.44,883.431792,1145,1419717,464.38,1578.57
1248,756.436496,1278,1593602,294.50,1824.44,881.732692,1102,1420819,464.35,1578.57
1249,766.016068,1310,1594912,294.50,1824.44,904.450873,1059,1421878,464.32,1578.57
1250,772.505301,1296,1596208,294.50,1824.44,891.748801,1106,1422984,464.32,1578.57
1251,777.079373,1289,1597497,294.51,1824.44,885.837447,1128,1424112,464.30,1578.57
1252,800.540440,1207,1598704,294.51,1824.44,843.429839,1143,1425255,464.30,1578.57
1253,791.211575,1230,1599934,294.49,1824.44,849.542017,1138,1426393,464.28,1578.57
1254,809.544457,1275,1601209,294.50,1824.44,874.134476,1129,1427522,464.29,1578.57
1255,768.880045,1232,1602441,294.49,1824.44,845.560734,1135,1428657,464.26,1578.57
1256,804.589034,1288,1603729,294.49,1824.44,852.081062,1134,1429791,464.27,1578.57
1257,789.920983,1238,1604967,294.48,1824.44,835.577025,1178,1430969,464.26,1578.57
1258,818.141139,1211,1606178,294.47,1824.44,846.467090,1116,1432085,464.27,1578.57
1259,797.650002,1266,1607444,294.46,1824.44,841.712337,1140,1433225,464.26,1578.57
1260,790.789553,1260,1608704,294.44,1824.44,855.928106,1138,1434363,464.24,1578.57
1261,802.179837,1239,1609943,294.44,1824.44,865.674763,1078,1435441,464.26,1578.57
1262,766.438622,1286,1611229,294.44,1824.44,836.948799,1171,1436612,464.24,1578.57
1263,773.362666,1310,1612539,294.44,1824.44,877.095118,1121,1437733,464.23,1578.57
1264,765.065374,1325,1613864,294.44,1824.44,860.188740,1144,1438877,464.21,1578.57
