second,avg_latency_ms_etcd3,throughput_etcd3,cumulative_throughput_etcd3,avg_cpu_etcd3,avg_memory_mb_etcd3,avg_latency_ms_zk,throughput_zk,cumulative_throughput_zk,avg_cpu_zk,avg_memory_mb_zk
362,4.835004,207,73489,20.07,121.29,4.188735,238,83068,10.88,248.67
363,4.818865,207,73696,20.07,121.29,4.284603,234,83302,10.88,248.67
364,4.737449,211,73907,20.07,121.44,4.249084,235,83537,10.88,249.35
365,4.693011,212,74119,20.07,121.44,4.323624,231,83768,10.88,249.35
366,4.683671,213,74332,20.07,121.44,4.367103,229,83997,10.88,249.35
367,4.643364,215,74547,20.06,121.74,4.345373,230,84227,10.88,249.35
368,4.787333,209,74756,20.07,122.19,4.302222,232,84459,10.88,249.35
369,4.886697,204,74960,20.08,122.19,4.231708,236,84695,10.88,249.35
370,4.764526,209,75169,20.08,122.34,4.329842,231,84926,10.87,249.35
371,5.017536,199,75368,20.08,122.50,4.371525,229,85155,10.88,249.35
372,4.778930,209,75577,20.07,122.50,4.132929,242,85397,10.87,249.35
373,5.143347,194,75771,20.07,122.65,4.167591,240,85637,10.87,249.35
374,4.730949,208,75979,20.07,122.65,4.190371,238,85875,10.87,249.35
375,5.232645,193,76172,20.08,123.22,4.260200,235,86110,10.87,249.35
376,4.825957,207,76379,20.08,123.67,4.168566,238,86348,10.87,249.57
377,4.997441,200,76579,20.09,125.10,4.322419,232,86580,10.87,249.57
378,4.769194,209,76788,20.08,125.22,4.132881,243,86823,10.87,250.25
379,4.807412,206,76994,20.09,125.22,4.167158,240,87063,10.87,250.84
380,4.920514,203,77197,20.09,125.22,4.189511,238,87301,10.87,250.84
381,4.746890,211,77408,20.09,125.30,4.189876,238,87539,10.86,250.84
382,4.859716,206,77614,20.09,125.30,4.076851,246,87785,10.86,250.84
383,4.800107,208,77822,20.09,125.30,4.170737,240,88025,10.86,250.84
384,4.845884,205,78027,20.09,125.43,4.154985,240,88265,10.84,250.84
385,4.735956,211,78238,20.10,126.25,4.036606,248,88513,10.84,250.84
386,4.779128,209,78447,20.11,126.25,4.141797,241,88754,10.84,250.84
387,4.702549,212,78659,20.11,126.55,4.151200,241,88995,10.88,250.85
388,4.857695,206,78865,20.12,126.91,4.117718,242,89237,10.87,250.61
389,4.905247,203,79068,20.12,127.51,4.154170,241,89478,10.87,250.78
390,4.821204,207,79275,20.12,127.51,4.130669,242,89720,10.86,252.36
391,4.988881,200,79475,20.12,127.74,4.158511,240,89960,10.86,252.36
392,4.928730,203,79678,20.12,127.74,4.214626,237,90197,10.86,252.36
393,5.199076,192,79870,20.13,128.74,4.215711,238,90435,10.85,252.36
394,5.261362,189,80059,20.14,129.27,4.250168,235,90670,10.85,252.36
395,5.238046,191,80250,20.14,129.68,4.220554,237,90907,10.84,252.36
396,5.092222,196,80446,20.14,129.70,4.125930,242,91149,10.84,252.36
397,4.870043,205,80651,20.14,129.70,4.238198,236,91385,10.84,252.36
398,4.909485,203,80854,20.14,129.70,4.186856,239,91624,10.86,252.97
399,4.839684,206,81060,20.14,129.81,4.353905,229,91853,10.88,252.88
400,4.870779,205,81265,20.14,129.81,4.313428,232,92085,10.88,252.88
401,4.781183,209,81474,20.15,129.81,4.276406,234,92319,10.88,253.05
402,4.775202,209,81683,20.15,129.81,4.166307,240,92559,10.87,253.05
403,4.929505,202,81885,20.16,129.93,4.127638,242,92801,10.87,253.06
404,4.761525,210,82095,20.16,129.93,4.088701,244,93045,10.86,253.06
405,4.814394,207,82302,20.15,129.93,4.403155,227,93272,10.86,253.06
406,4.798811,208,82510,20.15,130.05,4.342696,230,93502,10.86,253.06
407,4.729024,211,82721,20.16,130.06,4.367362,229,93731,10.86,253.06
408,4.978389,201,82922,20.16,130.20,4.296102,233,93964,10.86,253.43
409,4.958550,200,83122,20.16,130.20,4.383212,228,94192,10.86,254.52
410,4.894781,205,83327,20.18,130.20,4.429532,226,94418,10.86,254.52
411,4.993701,200,83527,20.18,130.31,4.449771,224,94642,10.86,254.52
412,4.938914,202,83729,20.18,130.31,4.344158,230,94872,10.86,254.52
413,4.868644,205,83934,20.19,130.31,4.386304,228,95100,10.86,254.08
414,4.761248,209,84143,20.18,130.31,4.450446,225,95325,10.85,254.08
415,4.760155,210,84353,20.19,130.31,4.489259,223,95548,10.85,254.08
416,4.888402,204,84557,20.18,130.31,4.395225,227,95775,10.85,255.10
417,4.906496,203,84760,20.18,130.31,4.227625,236,96011,10.85,255.27
418,5.083029,197,84957,20.19,130.76,4.370038,229,96240,10.85,255.27
419,4.805728,207,85164,20.20,130.93,4.264036,235,96475,10.85,255.27
420,4.892262,204,85368,20.20,130.93,4.350411,229,96704,10.85,255.27
421,4.975139,201,85569,20.20,130.93,4.280948,234,96938,10.85,255.27
422,4.737618,210,85779,20.20,131.08,4.359369,229,97167,10.85,255.10
423,5.105213,196,85975,20.20,131.34,4.420030,226,97393,10.84,255.10
424,5.007534,199,86174,20.20,131.66,4.126481,242,97635,10.84,255.10
425,4.988731,200,86374,20.20,133.29,4.327551,231,97866,10.84,255.10
426,4.909854,203,86577,20.21,133.29,4.294854,232,98098,10.84,255.10
427,4.789683,209,86786,20.21,133.62,4.412828,228,98326,10.84,255.10
428,4.997993,199,86985,20.21,133.62,4.274078,233,98559,10.84,255.10
429,4.788515,209,87194,20.20,133.62,4.434151,226,98785,10.84,255.10
430,5.013845,199,87393,20.20,133.77,4.245782,235,99020,10.83,255.10
431,4.914244,203,87596,20.20,133.93,4.303974,232,99252,10.83,255.10
432,4.922166,203,87799,20.19,134.17,4.605652,217,99469,10.87,255.95
433,4.874941,204,88003,20.19,134.17,4.292688,233,99702,10.86,255.95
434,4.978239,201,88204,20.19,134.17,4.432531,226,99928,10.87,256.46
435,4.840492,206,88410,20.18,134.59,4.281640,233,100161,10.87,256.46
436,4.957554,201,88611,20.19,135.40,4.399547,227,100388,10.87,256.46
437,4.851589,206,88817,20.19,135.40,4.506861,222,100610,10.87,256.46
438,4.858565,204,89021,20.18,136.07,4.076108,246,100856,10.87,256.46
439,4.952969,202,89223,20.17,136.46,4.327204,231,101087,10.86,256.46
440,4.803519,207,89430,20.17,136.60,4.393373,227,101314,10.87,256.80
441,5.060006,199,89629,20.17,136.70,4.411580,227,101541,10.87,256.80
442,5.011645,198,89827,20.17,136.70,4.133134,242,101783,10.87,256.80
443,4.735140,211,90038,20.17,136.80,4.199463,238,102021,10.87,256.80
444,4.851096,205,90243,20.16,137.61,4.250854,234,102255,10.87,256.80
445,4.726637,212,90455,20.18,138.12,4.247320,236,102491,10.87,256.80
446,4.714595,212,90667,20.18,138.12,4.247424,235,102726,10.86,256.80
447,4.681666,213,90880,20.18,138.36,4.190353,239,102965,10.89,260.13
448,4.977226,201,91081,20.19,138.36,4.446436,225,103190,10.89,260.32
449,4.736649,210,91291,20.19,138.36,4.254535,234,103424,10.89,260.32
450,5.015135,199,91490,20.18,138.36,4.397736,228,103652,10.89,260.32
451,5.000849,200,91690,20.18,138.36,4.399307,227,103879,10.89,260.32
452,4.983994,200,91890,20.18,138.36,4.341550,230,104109,10.88,260.32
453,5.175673,193,92083,20.20,138.36,4.226484,236,104345,10.88,260.32
454,5.238309,191,92274,20.20,138.54,4.203741,238,104583,10.88,260.32
455,5.090385,196,92470,20.20,138.66,4.269621,235,104818,10.88,260.32
456,4.976530,200,92670,20.20,138.66,4.375392,228,105046,10.88,260.32
457,5.146843,194,92864,20.20,138.80,4.313640,232,105278,10.88,260.32
458,5.099009,196,93060,20.20,138.94,4.293534,233,105511,10.87,260.32
459,5.071814,196,93256,20.20,139.10,4.358894,229,105740,10.88,260.32
460,4.917123,202,93458,20.21,139.40,4.503759,222,105962,10.88,260.49
461,5.011577,201,93659,20.21,139.40,4.381279,228,106190,10.88,260.49
462,5.189357,192,93851,20.21,139.86,4.239958,236,106426,10.89,260.66
463,4.957433,202,94053,20.22,139.95,4.409605,226,106652,10.89,260.66
464,5.026124,198,94251,20.22,140.06,4.282274,234,106886,10.89,260.70
465,4.726286,211,94462,20.22,140.07,4.141354,241,107127,10.89,262.75
466,4.815147,208,94670,20.22,140.38,4.317324,232,107359,10.89,262.75
467,4.931180,202,94872,20.23,140.38,4.255434,235,107594,10.89,262.75
468,4.829926,206,95078,20.23,140.38,4.168700,239,107833,10.89,262.75
469,4.826881,208,95286,20.23,140.84,4.216652,237,108070,10.89,263.56
470,4.745618,210,95496,20.24,140.84,4.197536,239,108309,10.89,263.56
471,4.807106,208,95704,20.25,140.84,4.262046,234,108543,10.89,263.56
472,4.863181,205,95909,20.26,140.84,4.102128,244,108787,10.89,263.73
473,4.842276,206,96115,20.26,140.98,4.192062,238,109025,10.89,263.09
474,4.694174,213,96328,20.26,142.57,4.293929,233,109258,10.88,263.09
475,5.193021,192,96520,20.26,142.67,4.227381,237,109495,10.88,263.09
476,4.953369,202,96722,20.27,142.78,4.248558,235,109730,10.89,263.32
477,4.937441,200,96922,20.27,142.89,4.277461,233,109963,10.88,263.32
478,4.905650,205,97127,20.27,142.89,4.339736,231,110194,10.88,263.32
479,4.898740,204,97331,20.27,143.03,4.399302,227,110421,10.88,263.32
480,4.934111,202,97533,20.28,143.31,4.239002,236,110657,10.88,263.32
481,4.871135,205,97738,20.28,143.43,4.273591,233,110890,10.88,263.32
482,5.081883,197,97935,20.29,143.74,4.255034,236,111126,10.88,263.32
483,4.791020,208,98143,20.30,143.74,4.346250,230,111356,10.87,263.32
484,4.951738,201,98344,20.29,143.85,4.416146,226,111582,10.88,263.49
485,4.747583,211,98555,20.29,143.85,4.249567,235,111817,10.87,263.49
486,4.816949,207,98762,20.29,143.96,4.224687,237,112054,10.87,263.49
487,4.708601,211,98973,20.28,144.45,4.204919,238,112292,10.87,263.49
488,4.937173,203,99176,20.28,144.45,4.239190,235,112527,10.87,263.49
489,4.947796,202,99378,20.29,144.97,4.378119,228,112755,10.88,264.17
490,4.568670,218,99596,20.29,145.36,4.331588,231,112986,10.87,264.17
491,4.741347,211,99807,20.30,146.21,4.202749,238,113224,10.88,265.02
492,4.799484,208,100015,20.30,146.88,4.311453,232,113456,10.87,265.02
493,4.939878,202,100217,20.29,146.99,4.277981,234,113690,10.87,265.02
494,4.771865,209,100426,20.29,146.99,4.090219,244,113934,10.86,265.02
495,4.739758,210,100636,20.29,146.99,4.148022,241,114175,10.86,265.02
496,5.044490,198,100834,20.29,146.99,4.245918,236,114411,10.86,265.02
497,4.691959,213,101047,20.29,147.10,4.342188,230,114641,10.86,265.87
498,4.733613,211,101258,20.30,147.23,4.281547,233,114874,10.86,265.87
499,4.800057,208,101466,20.30,147.23,4.341301,230,115104,10.86,265.87
500,5.155456,193,101659,20.31,147.52,4.324949,232,115336,10.86,265.87
501,5.223040,191,101850,20.31,147.52,4.430812,225,115561,10.85,265.87
502,5.110973,196,102046,20.30,147.64,4.407951,227,115788,10.85,265.79
503,4.852913,205,102251,20.31,147.64,4.441356,225,116013,10.85,265.79
504,4.753127,210,102461,20.31,147.64,4.511895,222,116235,10.84,265.74
505,4.761504,210,102671,20.31,147.91,4.442224,225,116460,10.85,265.57
506,4.860165,205,102876,20.31,148.04,4.496495,221,116681,10.84,265.57
507,5.125047,195,103071,20.31,148.04,4.428620,227,116908,10.84,265.57
508,4.769834,209,103280,20.32,148.04,4.405918,226,117134,10.83,265.57
509,4.941380,202,103482,20.32,148.37,4.482363,223,117357,10.83,265.74
510,4.753359,210,103692,20.33,148.48,4.476771,224,117581,10.83,265.74
511,4.774689,209,103901,20.32,148.48,4.383512,228,117809,10.83,265.74
512,5.044943,198,104099,20.33,148.60,4.402770,227,118036,10.83,265.74
513,5.059879,197,104296,20.32,148.75,4.379771,228,118264,10.82,265.74
514,5.001606,200,104496,20.32,148.75,4.555724,219,118483,10.83,266.43
515,4.985789,200,104696,20.32,148.75,4.385293,228,118711,10.82,266.43
516,5.131024,194,104890,20.33,148.75,4.486267,223,118934,10.82,266.43
517,4.794399,209,105099,20.33,148.87,4.378925,229,119163,10.82,266.43
518,5.090155,195,105294,20.34,148.87,4.381079,228,119391,10.82,266.43
519,4.860964,206,105500,20.34,149.00,4.561104,219,119610,10.82,266.43
520,4.884603,205,105705,20.34,149.24,4.529490,221,119831,10.82,266.59
521,4.891610,204,105909,20.34,149.24,4.538130,220,120051,10.82,267.14
522,4.936562,202,106111,20.34,150.28,4.745157,210,120261,10.82,267.14
523,4.868960,205,106316,20.34,150.42,4.581395,219,120480,10.82,267.14
524,5.015000,199,106515,20.34,150.73,4.636594,215,120695,10.82,267.14
525,4.746814,210,106725,20.35,151.08,4.732835,211,120906,10.82,267.14
526,5.129373,195,106920,20.35,151.08,4.594344,218,121124,10.82,267.14
527,4.762048,208,107128,20.36,151.08,4.517155,221,121345,10.82,267.14
528,5.001435,201,107329,20.37,151.08,4.477512,224,121569,10.82,267.14
529,4.757605,210,107539,20.37,151.08,4.615788,216,121785,10.82,267.14
530,5.108444,195,107734,20.36,151.08,4.608600,217,122002,10.82,267.14
531,4.748174,211,107945,20.36,151.45,4.641902,215,122217,10.82,267.14
532,4.945356,201,108146,20.37,152.26,4.792926,209,122426,10.82,267.14
533,4.821715,208,108354,20.36,152.35,4.722445,212,122638,10.82,267.14
534,5.140837,194,108548,20.37,152.35,4.630337,216,122854,10.82,267.31
535,5.310873,188,108736,20.37,152.72,4.606810,216,123070,10.82,268.16
536,4.975004,201,108937,20.37,152.72,4.643233,216,123286,10.82,268.16
537,4.957472,201,109138,20.37,153.76,4.652487,215,123501,10.82,268.16
538,5.145730,194,109332,20.38,154.31,4.676851,213,123714,10.82,269.01
539,4.936815,202,109534,20.38,154.63,4.502981,222,123936,10.82,269.01
540,5.120626,195,109729,20.40,154.84,4.409165,227,124163,10.82,269.01
541,4.769533,209,109938,20.40,155.19,4.386095,228,124391,10.82,269.01
542,5.015961,199,110137,20.40,155.19,4.448135,225,124616,10.82,269.01
543,4.780964,209,110346,20.40,155.19,4.406975,226,124842,10.82,269.01
544,4.879583,204,110550,20.40,155.19,4.476282,224,125066,10.82,269.01
545,4.879533,203,110753,20.40,155.19,4.513662,221,125287,10.81,269.01
546,5.107259,197,110950,20.40,155.29,4.430339,226,125513,10.81,269.18
547,4.828279,207,111157,20.41,155.71,4.423948,226,125739,10.81,269.18
548,4.806932,208,111365,20.42,155.83,4.559275,219,125958,10.81,269.18
549,5.164738,193,111558,20.42,155.83,4.451456,225,126183,10.81,269.18
550,4.946674,202,111760,20.42,155.95,4.472036,223,126406,10.81,269.70
551,4.865969,205,111965,20.42,156.09,4.318404,231,126637,10.81,269.70
552,4.765869,209,112174,20.42,156.23,4.391687,228,126865,10.81,269.70
553,4.904007,204,112378,20.42,156.35,4.468949,224,127089,10.81,269.71
554,4.890011,204,112582,20.42,156.62,4.626908,216,127305,10.81,269.71
555,4.938936,202,112784,20.43,156.62,4.540766,220,127525,10.80,269.71
556,5.019064,199,112983,20.43,156.71,4.571239,219,127744,10.80,269.71
557,4.693706,212,113195,20.43,156.86,4.614901,216,127960,10.80,269.71
558,4.902158,204,113399,20.44,157.14,4.381500,229,128189,10.80,269.88
559,4.859832,205,113604,20.44,157.42,4.482436,222,128411,10.81,269.88
560,4.815386,208,113812,20.44,157.42,4.325237,232,128643,10.80,269.88
561,4.968285,201,114013,20.44,157.71,4.384652,228,128871,10.80,269.88
562,4.805246,207,114220,20.44,157.71,4.440886,225,129096,10.81,270.42
563,4.883523,205,114425,20.45,157.71,4.590115,218,129314,10.81,271.34
564,4.789121,208,114633,20.45,157.71,4.600141,217,129531,10.81,271.51
565,4.921872,203,114836,20.45,157.71,4.626868,216,129747,10.81,271.51
566,4.932591,202,115038,20.46,157.71,4.600662,217,129964,10.81,271.51
567,4.759807,210,115248,20.46,157.97,4.597800,216,130180,10.81,271.51
568,4.943568,202,115450,20.46,158.08,4.692094,214,130394,10.81,271.51
569,4.878524,205,115655,20.46,158.08,4.710468,213,130607,10.80,271.51
570,4.780375,208,115863,20.46,158.22,4.508988,222,130829,10.81,272.02
571,4.956749,202,116065,20.47,159.39,4.536960,220,131049,10.81,272.02
572,5.096457,196,116261,20.47,159.39,4.711096,212,131261,10.81,272.02
573,5.033868,196,116457,20.46,159.39,4.748995,211,131472,10.81,272.02
574,4.829701,209,116666,20.46,159.53,4.641975,215,131687,10.81,272.02
575,4.923693,203,116869,20.46,159.53,4.658027,214,131901,10.81,272.02
576,5.025993,198,117067,20.46,160.05,4.589689,218,132119,10.81,272.02
577,4.972567,201,117268,20.47,160.05,4.520045,221,132340,10.81,272.02
578,5.113308,195,117463,20.48,160.69,4.542341,221,132561,10.82,272.19
579,4.899755,204,117667,20.48,160.83,4.641590,215,132776,10.81,272.19
580,5.022903,199,117866,20.48,160.83,4.614925,216,132992,10.81,272.19
581,4.789061,208,118074,20.49,160.83,4.587839,218,133210,10.82,272.19
582,4.932065,203,118277,20.49,160.83,4.560444,219,133429,10.82,272.40
583,4.951387,201,118478,20.48,160.83,4.440352,226,133655,10.82,272.40
584,4.833382,207,118685,20.49,161.21,4.600239,217,133872,10.82,272.40
585,5.074176,197,118882,20.49,161.42,4.702351,213,134085,10.82,272.40
586,4.874863,204,119086,20.49,161.42,4.505446,221,134306,10.82,272.40
587,4.725111,209,119295,20.50,162.55,4.662161,215,134521,10.82,273.28
588,4.979898,202,119497,20.50,163.25,4.852346,206,134727,10.82,273.28
589,4.889101,205,119702,20.51,163.25,4.754732,210,134937,10.82,273.28
590,4.879169,205,119907,20.51,163.47,4.700851,213,135150,10.82,273.28
591,4.840927,206,120113,20.51,163.47,4.644270,215,135365,10.82,273.28
592,5.088887,196,120309,20.51,163.47,4.634319,216,135581,10.81,273.28
593,5.073537,197,120506,20.51,163.61,4.562613,217,135798,10.82,274.14
594,4.866524,205,120711,20.52,163.61,4.610920,219,136017,10.82,274.65
595,4.912312,203,120914,20.52,163.61,4.627414,216,136233,10.82,274.65
596,4.947498,201,121115,20.52,163.81,4.523826,220,136453,10.82,274.65
597,4.928542,203,121318,20.53,164.06,4.663560,215,136668,10.82,274.65
598,4.845629,206,121524,20.53,164.36,4.812096,208,136876,10.82,274.65
599,4.991507,200,121724,20.53,164.49,4.663393,214,137090,10.82,274.65
600,4.956386,201,121925,20.54,164.64,4.614759,217,137307,10.82,274.65
601,5.067201,197,122122,20.54,164.78,4.584939,218,137525,10.82,274.65
602,4.918740,204,122326,20.54,164.78,4.510196,221,137746,10.82,274.65
603,5.125478,194,122520,20.54,164.78,4.486389,222,137968,10.82,274.65
604,5.073498,197,122717,20.54,164.90,4.582670,219,138187,10.82,274.65
605,4.973078,198,122915,20.54,165.13,4.548161,220,138407,10.82,274.65
606,4.994938,203,123118,20.54,165.29,4.606586,217,138624,10.83,274.82
607,4.925929,202,123320,20.54,165.73,4.532179,220,138844,10.83,274.98
608,4.929377,203,123523,20.54,166.05,4.555706,220,139064,10.83,274.98
609,4.891312,204,123727,20.54,166.05,4.445001,225,139289,10.83,274.98
610,4.782527,208,123935,20.55,166.20,4.514524,221,139510,10.82,274.98
611,4.867690,205,124140,20.55,166.20,4.357302,230,139740,10.83,275.49
612,4.975668,201,124341,20.54,166.20,4.520588,221,139961,10.83,275.49
613,4.959144,201,124542,20.54,166.20,4.470283,223,140184,10.83,275.49
614,4.735470,211,124753,20.54,166.20,4.283294,234,140418,10.83,275.49
615,4.773083,209,124962,20.55,166.20,4.428713,225,140643,10.83,275.49
616,4.580050,218,125180,20.54,166.36,4.291355,233,140876,10.83,275.49
617,4.881424,205,125385,20.54,166.36,4.307666,232,141108,10.83,276.01
618,4.920874,203,125588,20.55,166.68,4.569064,219,141327,10.83,276.01
619,4.535519,220,125808,20.56,166.84,4.504351,222,141549,10.82,276.01
620,4.981209,200,126008,20.56,168.01,4.595196,218,141767,10.84,276.19
621,4.826257,204,126212,20.56,168.12,4.587259,218,141985,10.85,276.71
622,5.024445,202,126414,20.55,168.22,4.228767,236,142221,10.85,276.71
623,4.843748,204,126618,20.55,168.22,4.169104,240,142461,10.85,276.71
624,4.899294,205,126823,20.55,168.37,4.232015,236,142697,10.85,276.71
625,4.972351,200,127023,20.55,168.53,4.164202,240,142937,10.85,276.71
626,4.972043,201,127224,20.55,168.80,4.180869,239,143176,10.84,276.71
627,4.916983,204,127428,20.56,169.21,4.198423,238,143414,10.84,276.88
628,5.064974,197,127625,20.56,169.86,4.230845,236,143650,10.84,276.88
629,4.792652,208,127833,20.56,169.98,4.224479,237,143887,10.87,277.78
630,4.810611,208,128041,20.57,170.40,4.393173,228,144115,10.87,277.78
631,4.727300,211,128252,20.57,170.40,4.361576,229,144344,10.87,277.78
632,4.891980,204,128456,20.57,170.61,4.459871,224,144568,10.87,277.78
633,4.842084,205,128661,20.57,170.61,4.406299,227,144795,10.86,277.27
634,4.944912,202,128863,20.57,170.61,4.423603,226,145021,10.86,277.27
635,5.178737,194,129057,20.57,171.25,4.418529,226,145247,10.86,277.27
636,4.963221,201,129258,20.57,171.25,4.532636,220,145467,10.86,278.12
637,4.965247,201,129459,20.57,171.25,4.516668,222,145689,10.86,278.12
638,4.887569,204,129663,20.57,171.79,4.442192,225,145914,10.86,278.64
639,4.882437,202,129865,20.57,172.22,4.445464,225,146139,10.85,278.64
640,4.887974,207,130072,20.58,172.54,4.423093,225,146364,10.85,278.64
641,4.980325,200,130272,20.58,173.17,4.367950,229,146593,10.85,278.64
642,4.762015,210,130482,20.58,173.28,4.249073,236,146829,10.85,278.64
643,4.804516,208,130690,20.59,173.28,4.260074,234,147063,10.84,278.64
644,5.064795,197,130887,20.59,173.51,4.302706,233,147296,10.84,278.64
645,5.147670,194,131081,20.59,173.74,4.309355,232,147528,10.84,279.15
646,4.895913,204,131285,20.59,173.74,4.496759,222,147750,10.84,279.15
647,4.897019,204,131489,20.59,173.74,4.520601,221,147971,10.84,279.15
648,4.719485,211,131700,20.59,173.86,4.336283,230,148201,10.84,279.32
649,4.596051,217,131917,20.59,173.99,4.363928,230,148431,10.84,279.32
650,4.665964,214,132131,20.59,174.23,4.366507,229,148660,10.83,279.32
651,4.883340,205,132336,20.59,174.23,4.362529,229,148889,10.83,279.32
652,4.972544,200,132536,20.60,174.34,4.347129,229,149118,10.83,279.32
653,4.974522,201,132737,20.60,174.34,4.494755,223,149341,10.83,279.32
654,4.791521,208,132945,20.59,174.52,4.596987,218,149559,10.83,279.32
655,4.888164,204,133149,20.59,174.62,4.644156,215,149774,10.83,279.32
656,4.839091,207,133356,20.60,174.92,4.690173,213,149987,10.83,279.32
657,4.876939,204,133560,20.59,174.92,4.508070,221,150208,10.83,279.32
658,4.971432,201,133761,20.60,174.92,4.610515,217,150425,10.83,280.17
659,4.787894,209,133970,20.60,174.92,4.604906,218,150643,10.84,280.17
660,4.774412,209,134179,20.60,174.92,4.565068,218,150861,10.84,280.17
661,5.010171,199,134378,20.61,175.08,4.378216,229,151090,10.84,280.17
662,4.805216,208,134586,20.61,175.08,4.462805,224,151314,10.84,280.17
663,4.743177,210,134796,20.62,175.41,4.484344,223,151537,10.84,280.17
664,4.895749,204,135000,20.62,175.41,4.425011,226,151763,10.84,280.17
665,4.809317,208,135208,20.62,175.41,4.491855,222,151985,10.83,280.17
666,4.829759,206,135414,20.62,175.55,4.586874,218,152203,10.84,280.17
667,4.858959,206,135620,20.62,175.55,4.493130,223,152426,10.84,280.17
668,4.895018,203,135823,20.62,176.37,4.683960,213,152639,10.84,280.17
669,4.972572,201,136024,20.62,176.67,4.716629,212,152851,10.84,279.65
670,4.979844,201,136225,20.62,176.93,4.664772,214,153065,10.84,279.65
671,4.884457,202,136427,20.62,177.04,4.617186,217,153282,10.84,279.82
672,4.758432,212,136639,20.63,177.22,4.530101,220,153502,10.84,279.82
673,4.839358,206,136845,20.63,177.22,4.386607,228,153730,10.84,279.82
674,4.976458,200,137045,20.63,177.35,4.463898,224,153954,10.84,279.82
675,4.729299,212,137257,20.63,177.50,4.552288,219,154173,10.84,279.82
676,4.790286,208,137465,20.63,177.64,4.603072,218,154391,10.84,279.82
677,4.799566,208,137673,20.64,178.29,4.539642,220,154611,10.84,279.82
678,4.879496,205,137878,20.64,178.48,4.650360,215,154826,10.84,279.82
679,5.092552,196,138074,20.64,178.65,4.651361,214,155040,10.84,279.82
680,5.109633,195,138269,20.64,178.76,4.541663,221,155261,10.84,280.34
681,4.933181,202,138471,20.63,179.54,4.737902,211,155472,10.84,280.34
682,5.003854,199,138670,20.63,179.54,4.696690,213,155685,10.84,280.87
683,5.050912,198,138868,20.63,179.96,4.615093,217,155902,10.84,280.87
684,4.836174,207,139075,20.63,180.29,4.658566,214,156116,10.84,281.38
685,4.896641,204,139279,20.63,180.84,4.672718,214,156330,10.84,281.38
686,4.693302,212,139491,20.64,181.18,4.579584,218,156548,10.84,281.38
687,4.949122,202,139693,20.64,181.43,4.687250,214,156762,10.85,281.38
688,4.954741,201,139894,20.64,181.43,4.678836,213,156975,10.85,281.38
689,5.023688,199,140093,20.64,181.43,4.558199,220,157195,10.85,281.38
690,4.872149,205,140298,20.64,181.60,4.615998,216,157411,10.85,281.90
691,5.055114,197,140495,20.64,181.79,4.600829,217,157628,10.85,281.90
692,5.196554,193,140688,20.64,181.95,4.905130,204,157832,10.85,281.90
693,5.039648,198,140886,20.64,182.06,4.718354,212,158044,10.85,281.90
694,5.208663,191,141077,20.64,182.06,4.862216,205,158249,10.85,281.90
695,4.870985,205,141282,20.65,182.35,4.715137,213,158462,10.85,281.90
696,4.996498,200,141482,20.64,182.59,4.796131,208,158670,10.85,281.90
697,5.281244,189,141671,20.65,182.72,4.802136,208,158878,10.86,282.07
698,5.021123,199,141870,20.64,182.82,4.821062,207,159085,10.86,282.07
699,4.989752,200,142070,20.64,182.82,4.687963,214,159299,10.86,282.07
700,5.064795,197,142267,20.64,183.00,4.481559,223,159522,10.86,282.07
701,4.970588,201,142468,20.64,183.00,4.605181,217,159739,10.86,282.23
702,4.795122,208,142676,20.64,183.00,4.588680,218,159957,10.86,282.23
703,4.841279,206,142882,20.64,183.14,4.377950,228,160185,10.86,282.23
704,4.784677,208,143090,20.64,183.14,4.512151,221,160406,10.86,282.23
705,4.936849,203,143293,20.64,183.27,4.384695,228,160634,10.86,283.08
706,4.648833,215,143508,20.64,183.55,4.390349,227,160861,10.86,283.08
707,4.910052,203,143711,20.64,183.55,4.515161,223,161084,10.86,283.08
708,4.805912,208,143919,20.65,183.55,4.482926,222,161306,10.86,283.08
709,4.892097,204,144123,20.65,183.68,4.578646,219,161525,10.86,283.28
710,4.697019,212,144335,20.65,183.83,4.691746,213,161738,10.85,283.96
711,4.804456,208,144543,20.65,183.93,4.686856,213,161951,10.89,285.17
712,5.073893,196,144739,20.66,183.93,4.566000,218,162169,10.89,285.17
713,4.838326,207,144946,20.65,183.93,4.454596,226,162395,10.89,285.17
714,4.977230,200,145146,20.66,183.93,4.437649,225,162620,10.89,284.67
715,4.778071,209,145355,20.65,183.93,4.450318,224,162844,10.89,284.67
716,4.850917,206,145561,20.66,183.93,4.400499,228,163072,10.89,284.67
717,5.021100,197,145758,20.66,184.53,4.480068,223,163295,10.88,284.67
718,4.816738,209,145967,20.66,184.69,4.501349,222,163517,10.88,284.67
719,4.817304,207,146174,20.66,184.69,4.376588,228,163745,10.88,284.67
720,4.818908,207,146381,20.67,184.98,4.491078,223,163968,10.88,284.67
721,5.226012,191,146572,20.67,185.47,4.368677,228,164196,10.88,285.23
722,4.840200,206,146778,20.67,185.62,4.478248,224,164420,10.88,285.23
723,5.032716,199,146977,20.67,185.75,4.308126,231,164651,10.87,285.23
724,4.939877,202,147179,20.67,185.75,4.352805,230,164881,10.87,285.23
725,4.688844,213,147392,20.67,185.89,4.351984,230,165111,10.87,285.23
726,4.915769,202,147594,20.67,185.89,4.371945,229,165340,10.87,285.91
