second,avg_latency_ms_etcd_v3_nocompression,throughput_etcd_v3_nocompression,cumulative_throughput_etcd_v3_nocompression,avg_cpu_etcd_v3_nocompression,avg_memory_mb_etcd_v3_nocompression,avg_latency_ms_etcd_v3_snappy,throughput_etcd_v3_snappy,cumulative_throughput_etcd_v3_snappy,avg_cpu_etcd_v3_snappy,avg_memory_mb_etcd_v3_snappy
358,2.365350,421,160542,47.98,315.70,2.498540,399,168826,48.29,321.75
359,2.256381,442,160984,47.97,316.20,2.482131,401,169227,48.29,325.48
360,2.266476,440,161424,47.98,321.31,2.495802,400,169627,48.28,326.44
361,2.166224,460,161884,47.99,321.89,2.497216,399,170026,48.28,326.99
362,2.281239,437,162321,47.98,322.46,2.411200,414,170440,48.28,328.70
363,2.179258,458,162779,47.97,322.56,2.123065,469,170909,48.28,331.10
364,2.319869,429,163208,47.96,322.67,2.110065,472,171381,48.28,331.54
365,2.181112,458,163666,47.96,322.90,2.100422,474,171855,48.27,331.73
366,2.087855,477,164143,47.98,323.40,2.097883,475,172330,48.29,331.73
367,2.158878,462,164605,47.98,325.73,2.044251,487,172817,48.29,332.18
368,2.183731,455,165060,47.97,326.08,2.064111,483,173300,48.29,332.18
369,2.116625,472,165532,47.99,326.92,2.116934,471,173771,48.29,332.67
370,2.099562,475,166007,47.98,326.92,2.049890,487,174258,48.29,332.91
371,2.014475,495,166502,48.01,326.92,2.143515,465,174723,48.29,333.69
372,2.093683,476,166978,48.00,327.27,2.060234,485,175208,48.29,333.69
373,2.040816,488,167466,48.01,327.80,2.091257,477,175685,48.30,334.32
374,2.060542,484,167950,48.02,327.80,2.002256,498,176183,48.30,334.58
375,2.064303,483,168433,48.02,328.20,2.116959,471,176654,48.29,334.58
376,2.051945,485,168918,48.02,328.99,2.127833,469,177123,48.29,335.10
377,2.116133,471,169389,48.05,331.76,2.105620,473,177596,48.29,335.10
378,2.004698,497,169886,48.06,331.76,2.100579,474,178070,48.29,335.56
379,1.988378,501,170387,48.05,332.86,2.073531,480,178550,48.30,335.56
380,1.988413,500,170887,48.06,333.63,2.070884,481,179031,48.30,336.05
381,2.054263,486,171373,48.07,336.01,1.981388,502,179533,48.30,336.60
382,2.005323,496,171869,48.07,338.30,1.994858,499,180032,48.29,336.60
383,2.016917,494,172363,48.09,341.15,1.986327,501,180533,48.30,338.08
384,2.049611,485,172848,48.08,341.36,2.012232,495,181028,48.30,341.57
385,1.982799,503,173351,48.09,341.49,1.979645,503,181531,48.31,346.32
386,2.007194,496,173847,48.09,341.49,2.098079,475,182006,48.31,346.62
387,2.238578,445,174292,48.09,342.75,1.996061,498,182504,48.31,346.79
388,2.273448,438,174730,48.11,342.75,2.012217,495,182999,48.31,347.49
389,2.161693,461,175191,48.12,343.36,1.990201,499,183498,48.32,347.68
390,2.190494,455,175646,48.13,343.90,1.992621,498,183996,48.32,347.84
391,2.250472,442,176088,48.13,343.90,1.988971,501,184497,48.33,349.75
392,2.301516,434,176522,48.13,343.90,1.977153,503,185000,48.32,349.75
393,2.209643,451,176973,48.13,344.16,2.014848,494,185494,48.33,349.75
394,2.314557,431,177404,48.15,345.09,1.960792,507,186001,48.34,349.75
395,2.289961,435,177839,48.16,345.52,2.007750,496,186497,48.34,350.34
396,2.265541,441,178280,48.16,345.91,2.040188,488,186985,48.35,351.12
397,2.158368,461,178741,48.16,346.13,2.013238,494,187479,48.36,351.84
398,2.118961,462,179203,48.15,346.33,2.150075,464,187943,48.36,352.17
399,2.161185,469,179672,48.16,346.33,2.058731,483,188426,48.36,353.02
400,2.065668,482,180154,48.17,347.06,2.169737,459,188885,48.37,353.02
401,2.131262,467,180621,48.19,347.48,2.158400,461,189346,48.38,353.36
402,2.158229,461,181082,48.19,347.85,2.104877,473,189819,48.38,354.77
403,2.147249,465,181547,48.20,347.85,2.087075,476,190295,48.39,355.00
404,2.132078,467,182014,48.20,348.43,2.192939,454,190749,48.39,356.78
405,2.166265,460,182474,48.20,349.53,2.141997,464,191213,48.40,358.59
406,2.213190,451,182925,48.21,349.53,2.145299,464,191677,48.40,361.76
407,2.386356,418,183343,48.23,349.53,2.385259,417,192094,48.41,363.11
408,2.740690,364,183707,48.23,349.53,2.220844,448,192542,48.43,363.73
409,2.763275,362,184069,48.22,349.93,2.155038,462,193004,48.43,363.73
410,2.595586,385,184454,48.22,349.93,2.151370,462,193466,48.44,364.24
411,2.581400,387,184841,48.20,349.93,2.174834,458,193924,48.44,364.24
412,2.657711,376,185217,48.20,350.42,2.232676,445,194369,48.45,364.48
413,2.528794,395,185612,48.21,351.07,2.589981,385,194754,48.46,364.92
414,2.619745,381,185993,48.21,352.34,2.548388,392,195146,48.46,364.92
415,2.660220,375,186368,48.19,352.34,2.595807,384,195530,48.46,364.92
416,2.647209,377,186745,48.19,353.01,2.582781,386,195916,48.47,365.85
417,2.534169,395,187140,48.18,353.01,2.421210,411,196327,48.47,366.17
418,2.092125,476,187616,48.19,354.46,2.382468,418,196745,48.47,366.66
419,2.004045,497,188113,48.20,356.62,2.391388,417,197162,48.46,366.66
420,2.121919,470,188583,48.20,356.62,2.447476,406,197568,48.45,368.23
421,2.122833,470,189053,48.21,356.62,2.348680,425,197993,48.46,368.54
422,2.257203,442,189495,48.21,359.84,2.295456,434,198427,48.46,369.17
423,2.192029,455,189950,48.21,359.96,1.947843,512,198939,48.46,369.17
424,2.139097,466,190416,48.20,360.32,2.107363,472,199411,48.46,369.17
425,2.170453,460,190876,48.20,360.82,1.953994,510,199921,48.46,369.65
426,2.185024,455,191331,48.19,363.87,1.968535,505,200426,48.47,370.12
427,2.064914,484,191815,48.21,369.00,1.944397,512,200938,48.47,371.30
428,2.003968,498,192313,48.22,369.41,2.084868,478,201416,48.48,373.86
429,1.995578,499,192812,48.22,369.55,1.975484,504,201920,48.49,375.09
430,1.997897,499,193311,48.22,369.74,1.990591,501,202421,48.48,375.76
431,2.062779,484,193795,48.22,370.28,2.039012,489,202910,48.49,376.01
432,2.103361,474,194269,48.24,371.38,1.970992,506,203416,48.50,376.55
433,2.064178,483,194752,48.24,371.83,2.036963,489,203905,48.50,376.55
434,2.035413,490,195242,48.24,371.83,1.995745,500,204405,48.49,377.22
435,2.092014,477,195719,48.25,371.83,2.088273,477,204882,48.51,377.43
436,2.076095,479,196198,48.25,372.36,1.970209,506,205388,48.51,378.55
437,2.002185,498,196696,48.25,373.26,2.056291,485,205873,48.51,378.55
438,2.071655,481,197177,48.26,373.53,2.062731,482,206355,48.51,379.10
439,2.165130,460,197637,48.26,374.42,2.059787,483,206838,48.53,379.86
440,2.046219,486,198123,48.27,375.20,2.043745,487,207325,48.52,380.13
441,2.059376,484,198607,48.27,375.20,2.030813,489,207814,48.53,381.69
442,1.999338,498,199105,48.26,375.20,2.044390,487,208301,48.53,381.69
443,1.996955,499,199604,48.26,376.04,1.972898,504,208805,48.53,381.69
444,2.056959,484,200088,48.26,378.88,2.035603,489,209294,48.53,381.69
445,1.991976,499,200587,48.28,380.63,2.017505,493,209787,48.53,382.79
446,2.106333,474,201061,48.29,382.55,2.121287,469,210256,48.54,387.23
447,2.221717,448,201509,48.29,382.55,2.003672,497,210753,48.55,388.81
448,2.203396,452,201961,48.29,382.55,1.971143,505,211258,48.55,388.92
449,2.324960,429,202390,48.30,384.08,1.968159,506,211764,48.54,389.55
450,2.292654,434,202824,48.29,384.08,2.065126,482,212246,48.55,389.55
451,2.267067,440,203264,48.30,384.08,2.009071,496,212742,48.56,389.55
452,2.363642,422,203686,48.31,384.53,2.054869,484,213226,48.55,390.03
453,2.513883,396,204082,48.30,384.91,2.076359,480,213706,48.56,390.03
454,2.449998,407,204489,48.31,385.58,2.057530,484,214190,48.56,390.40
455,2.308118,432,204921,48.30,385.78,2.039398,488,214678,48.55,390.67
456,2.361615,421,205342,48.30,385.78,2.005257,497,215175,48.54,390.67
457,2.301567,434,205776,48.29,387.22,2.087046,477,215652,48.56,390.67
458,2.187271,455,206231,48.29,387.22,2.120898,469,216121,48.56,390.67
459,2.151090,463,206694,48.30,387.84,2.101087,474,216595,48.55,392.46
460,2.232449,446,207140,48.30,387.84,2.120185,470,217065,48.57,392.96
461,2.278896,436,207576,48.30,387.84,2.158215,461,217526,48.58,393.06
462,2.139862,467,208043,48.30,388.46,2.094664,476,218002,48.58,393.20
463,2.344716,425,208468,48.30,388.74,2.090355,476,218478,48.58,393.86
464,2.347977,423,208891,48.30,389.93,2.089594,477,218955,48.59,395.67
465,2.236318,447,209338,48.31,391.04,2.191061,454,219409,48.60,398.86
466,2.284492,436,209774,48.32,392.83,2.119048,469,219878,48.60,399.91
467,2.301100,433,210207,48.31,393.52,2.268092,440,220318,48.61,400.67
468,2.850848,350,210557,48.30,394.10,2.277295,437,220755,48.61,401.19
469,2.820096,355,210912,48.30,394.10,2.286979,435,221190,48.61,401.82
470,2.664090,374,211286,48.30,397.26,2.252592,442,221632,48.62,401.98
471,2.591545,386,211672,48.29,397.36,2.245308,443,222075,48.61,405.91
472,2.795971,357,212029,48.28,398.06,2.347869,424,222499,48.62,407.66
473,2.725879,366,212395,48.27,398.06,2.733679,365,222864,48.62,408.02
474,2.711602,369,212764,48.26,398.21,2.615583,381,223245,48.63,408.17
475,2.632529,379,213143,48.26,398.41,2.661187,375,223620,48.62,408.99
476,2.673870,374,213517,48.26,398.41,2.687786,370,223990,48.62,409.52
477,2.608088,383,213900,48.25,399.14,2.614353,381,224371,48.61,409.52
478,2.142664,465,214365,48.24,399.78,2.541187,393,224764,48.62,410.06
479,2.138046,466,214831,48.24,400.12,2.436099,409,225173,48.61,410.06
480,2.180771,458,215289,48.24,400.43,2.439552,407,225580,48.61,411.02
481,2.326379,428,215717,48.24,401.54,2.467188,404,225984,48.61,411.36
482,2.203034,453,216170,48.24,401.54,2.387625,417,226401,48.60,411.36
483,2.089511,477,216647,48.23,401.54,2.024826,492,226893,48.61,411.76
484,2.165535,460,217107,48.23,401.95,1.989968,501,227394,48.60,412.11
485,2.169077,459,217566,48.22,402.28,1.958283,508,227902,48.59,412.11
486,2.257354,442,218008,48.23,402.74,1.959998,507,228409,48.59,412.32
487,2.269409,438,218446,48.23,402.74,2.042019,488,228897,48.61,415.13
488,2.284178,437,218883,48.22,404.35,1.963831,506,229403,48.62,415.40
489,2.346160,425,219308,48.22,406.87,1.992650,501,229904,48.61,415.40
490,2.320153,429,219737,48.21,408.00,2.056670,485,230389,48.61,415.59
491,2.298770,434,220171,48.21,408.58,2.139415,466,230855,48.61,418.13
492,2.422793,412,220583,48.21,409.62,2.012017,496,231351,48.61,418.13
493,2.399309,416,220999,48.20,410.36,2.027813,492,231843,48.61,419.25
494,2.291270,435,221434,48.19,410.36,1.974999,505,232348,48.61,420.88
495,2.281402,437,221871,48.19,414.16,2.004613,496,232844,48.62,421.25
496,2.317355,431,222302,48.20,416.76,2.024602,494,233338,48.62,421.71
497,2.276304,438,222740,48.20,417.03,1.985562,502,233840,48.62,421.71
498,2.175400,459,223199,48.21,417.49,1.983840,502,234342,48.61,421.71
499,2.243247,444,223643,48.20,417.49,1.979277,503,234845,48.62,422.47
500,2.284677,437,224080,48.19,417.49,1.986659,501,235346,48.63,423.13
501,2.207089,452,224532,48.18,417.49,1.914353,520,235866,48.64,424.21
502,2.177387,458,224990,48.18,418.49,1.947899,511,236377,48.64,424.32
503,2.284110,436,225426,48.20,419.28,2.014528,493,236870,48.65,424.73
504,2.215505,450,225876,48.19,419.53,1.957426,508,237378,48.65,425.36
505,2.245536,444,226320,48.19,419.53,1.954730,509,237887,48.64,425.36
506,2.168334,459,226779,48.18,419.53,1.978215,502,238389,48.64,426.17
507,2.347607,425,227204,48.18,419.53,2.031768,490,238879,48.66,426.17
508,2.228252,448,227652,48.19,419.53,1.975834,503,239382,48.67,429.39
509,2.147160,464,228116,48.21,420.29,1.925942,517,239899,48.66,429.64
510,2.047299,487,228603,48.21,420.97,1.941858,513,240412,48.66,430.57
511,2.163766,460,229063,48.22,420.97,2.010623,495,240907,48.67,433.34
512,2.181542,457,229520,48.23,422.12,1.970086,505,241412,48.67,433.63
513,2.323804,429,229949,48.23,422.62,1.946407,511,241923,48.66,434.74
514,2.154016,463,230412,48.24,424.63,2.008896,494,242417,48.68,437.10
515,2.183353,456,230868,48.24,424.82,2.097658,475,242892,48.69,437.10
516,2.209743,452,231320,48.25,425.35,1.961551,507,243399,48.68,437.10
517,1.926458,517,231837,48.26,426.71,1.937924,514,243913,48.68,437.25
518,2.073010,481,232318,48.28,430.16,2.013566,495,244408,48.68,437.25
519,1.902809,523,232841,48.29,431.47,2.129510,467,244875,48.69,437.25
520,2.153964,462,233303,48.29,431.61,2.068352,481,245356,48.69,437.66
521,2.355952,423,233726,48.29,431.77,2.142518,464,245820,48.70,438.27
522,2.345253,426,234152,48.29,431.99,2.052924,484,246304,48.70,438.27
523,2.341375,426,234578,48.29,434.13,2.088187,476,246780,48.71,440.06
524,2.355256,424,235002,48.31,434.13,2.031171,490,247270,48.71,440.83
525,2.167103,460,235462,48.32,434.80,2.089655,476,247746,48.71,441.38
526,2.170074,460,235922,48.31,435.47,2.031075,491,248237,48.71,441.38
527,2.146868,465,236387,48.31,435.47,2.307179,432,248669,48.71,441.80
528,2.609119,383,236770,48.31,435.47,2.172186,459,249128,48.71,442.03
529,2.668474,374,237144,48.32,435.47,2.121466,470,249598,48.74,445.97
530,2.642697,378,237522,48.32,436.41,2.043329,487,250085,48.74,445.97
531,2.590875,384,237906,48.31,437.55,2.013612,495,250580,48.74,446.07
532,2.612933,383,238289,48.32,437.55,2.190302,453,251033,48.74,447.90
533,2.554594,391,238680,48.32,438.12,2.397848,417,251450,48.76,450.13
534,2.637187,378,239058,48.31,438.12,2.357839,423,251873,48.77,450.34
535,2.754921,363,239421,48.31,438.46,2.402050,414,252287,48.77,450.34
536,2.662894,374,239795,48.31,440.53,2.412639,413,252700,48.78,450.78
537,2.567498,390,240185,48.31,440.53,2.401963,415,253115,48.79,454.36
538,2.244123,445,240630,48.30,441.07,2.320996,430,253545,48.80,454.44
539,2.167771,460,241090,48.30,441.33,2.377366,419,253964,48.80,454.62
540,2.088519,477,241567,48.31,445.05,2.368497,420,254384,48.79,454.84
541,1.987798,500,242067,48.32,445.05,2.401385,415,254799,48.79,455.25
542,1.981453,504,242571,48.33,447.33,2.331746,428,255227,48.78,456.24
543,1.997950,499,243070,48.33,447.55,1.941692,513,255740,48.78,456.54
544,2.009829,495,243565,48.33,448.24,1.972808,504,256244,48.79,456.54
545,2.061275,484,244049,48.33,448.71,1.962736,507,256751,48.79,456.54
546,2.049112,485,244534,48.35,450.31,1.992689,499,257250,48.79,458.39
547,2.015148,495,245029,48.35,450.31,1.973059,504,257754,48.80,458.39
548,1.986614,501,245530,48.35,450.41,1.981943,502,258256,48.80,458.39
549,2.049488,485,246015,48.36,450.41,2.002682,498,258754,48.80,458.54
550,2.039648,489,246504,48.36,450.41,1.966041,507,259261,48.79,458.54
551,1.999783,498,247002,48.37,450.70,2.095322,476,259737,48.80,462.40
552,1.994174,499,247501,48.37,450.70,2.048181,486,260223,48.81,464.03
553,2.021389,493,247994,48.37,450.91,2.034557,490,260713,48.81,464.24
554,2.040854,488,248482,48.38,452.18,2.009423,495,261208,48.81,464.24
555,2.146912,464,248946,48.38,452.66,2.107766,473,261681,48.81,464.24
556,2.431228,410,249356,48.39,455.08,2.127422,468,262149,48.81,464.24
557,2.233411,445,249801,48.40,455.59,2.118211,471,262620,48.81,464.24
558,2.234713,446,250247,48.40,456.29,2.124424,469,263089,48.82,464.93
559,2.211288,451,250698,48.39,456.29,2.112778,472,263561,48.82,465.52
560,2.381423,418,251116,48.39,456.29,2.010535,495,264056,48.83,465.52
561,2.360675,422,251538,48.39,456.29,2.111015,472,264528,48.83,466.21
562,2.273068,439,251977,48.40,458.69,2.001867,497,265025,48.83,466.21
563,2.255179,442,252419,48.39,459.78,1.959425,508,265533,48.83,466.21
564,2.154940,462,252881,48.40,462.90,2.057323,484,266017,48.82,466.21
565,2.190952,455,253336,48.39,463.12,2.007753,496,266513,48.83,467.27
566,2.316258,431,253767,48.38,463.12,2.048280,486,266999,48.83,468.09
567,2.342937,426,254193,48.39,464.28,2.126818,467,267466,48.84,468.09
568,2.385395,418,254611,48.39,464.58,2.213914,450,267916,48.83,468.09
569,2.402491,414,255025,48.38,465.06,2.098355,475,268391,48.84,468.09
570,2.507110,398,255423,48.39,465.06,2.069323,480,268871,48.84,468.09
571,2.395132,417,255840,48.38,465.47,2.084649,478,269349,48.84,468.09
572,2.101011,474,256314,48.39,465.55,2.020106,493,269842,48.83,468.48
573,2.187189,456,256770,48.40,466.06,2.095651,476,270318,48.84,471.81
574,2.182267,456,257226,48.41,466.06,2.073701,480,270798,48.84,478.25
575,2.227072,448,257674,48.41,466.42,1.987860,501,271299,48.85,478.25
576,2.167446,460,258134,48.41,466.81,2.161109,460,271759,48.85,479.36
577,1.991640,500,258634,48.40,466.81,2.189762,455,272214,48.84,479.36
578,1.956965,509,259143,48.42,466.81,2.106518,473,272687,48.84,480.04
579,1.925192,518,259661,48.43,470.17,2.120130,469,273156,48.84,480.77
580,2.019248,493,260154,48.44,470.58,2.087996,477,273633,48.84,481.75
581,2.005497,497,260651,48.44,471.66,2.085831,477,274110,48.85,482.42
582,2.012616,495,261146,48.45,471.99,2.160889,461,274571,48.86,483.75
583,2.061167,483,261629,48.45,471.99,2.144591,465,275036,48.87,483.75
584,2.026027,492,262121,48.46,471.99,2.054253,484,275520,48.87,483.75
585,2.004028,497,262618,48.47,475.02,2.097776,475,275995,48.87,484.93
586,2.063306,483,263101,48.49,475.76,2.166004,460,276455,48.87,485.72
587,1.967769,508,263609,48.49,476.33,2.350942,423,276878,48.87,486.26
588,2.436430,409,264018,48.49,476.33,2.226292,448,277326,48.89,486.66
589,2.631934,380,264398,48.50,477.87,2.221863,448,277774,48.88,487.91
590,2.469503,404,264802,48.50,477.87,2.218783,448,278222,48.89,487.91
591,2.377146,420,265222,48.50,478.38,2.208473,451,278673,48.89,487.91
592,2.468530,405,265627,48.49,479.19,2.334273,427,279100,48.89,487.91
593,2.399910,416,266043,48.49,480.29,2.591862,384,279484,48.90,488.90
594,2.386969,419,266462,48.49,480.29,2.610053,382,279866,48.90,488.90
595,2.474145,404,266866,48.50,480.94,2.650322,376,280242,48.90,488.90
596,2.464937,405,267271,48.50,481.07,2.537961,393,280635,48.90,489.33
597,2.507172,398,267669,48.49,481.07,2.509670,396,281031,48.90,492.13
598,1.985995,502,268171,48.49,481.73,2.406426,415,281446,48.91,496.04
599,1.943246,513,268684,48.49,482.01,2.358371,422,281868,48.92,499.31
600,1.935786,515,269199,48.49,482.64,2.359789,422,282290,48.91,499.49
601,1.927170,517,269716,48.50,483.56,2.407843,414,282704,48.90,499.61
602,1.934528,514,270230,48.52,485.55,2.298760,434,283138,48.90,499.72
603,1.892123,527,270757,48.53,488.30,2.076985,479,283617,48.89,499.72
604,1.954584,509,271266,48.54,488.71,2.003968,497,284114,48.90,500.64
605,1.923025,518,271784,48.54,489.20,1.997629,499,284613,48.90,500.85
606,2.015864,494,272278,48.54,489.20,1.973802,503,285116,48.91,500.85
607,1.931493,516,272794,48.55,489.20,2.006193,496,285612,48.91,501.45
608,2.014254,495,273289,48.56,489.68,1.991995,501,286113,48.92,501.72
609,1.961768,507,273796,48.56,489.68,2.005270,496,286609,48.92,502.30
610,1.957953,509,274305,48.57,493.22,2.024083,493,287102,48.92,502.52
611,2.077723,479,274784,48.57,493.22,2.104553,473,287575,48.91,502.52
612,1.969154,506,275290,48.59,493.22,2.090112,477,288052,48.91,502.87
613,1.891410,526,275816,48.59,493.22,2.040944,489,288541,48.92,503.05
614,1.895154,525,276341,48.59,493.22,1.996046,499,289040,48.93,503.91
615,1.988242,502,276843,48.59,496.44,1.951653,511,289551,48.93,504.92
616,2.067037,481,277324,48.59,496.61,1.998319,498,290049,48.93,504.92
617,1.868201,533,277857,48.61,496.75,2.099833,475,290524,48.93,506.34
618,1.884722,529,278386,48.62,497.03,2.077300,479,291003,48.94,506.95
619,1.933776,514,278900,48.62,497.46,2.000994,498,291501,48.94,506.95
620,1.867585,534,279434,48.62,498.21,2.019688,493,291994,48.94,507.12
621,1.935530,514,279948,48.62,498.21,2.022477,492,292486,48.93,511.02
622,1.963955,507,280455,48.62,500.08,2.043827,487,292973,48.96,512.05
623,1.923370,518,280973,48.64,501.54,2.016080,494,293467,48.96,512.05
624,1.888391,527,281500,48.66,503.90,2.048628,486,293953,48.95,512.30
625,1.868274,533,282033,48.65,504.87,1.997084,498,294451,48.95,512.77
626,1.990571,501,282534,48.65,506.12,2.130894,467,294918,48.95,513.68
627,2.270998,438,282972,48.66,506.12,2.043063,487,295405,48.95,514.24
628,2.177545,457,283429,48.67,506.27,2.013478,494,295899,48.96,514.48
629,2.303818,434,283863,48.67,506.27,2.048195,486,296385,48.95,514.71
630,2.253660,442,284305,48.68,507.10,2.027809,490,296875,48.97,515.68
631,2.340894,425,284730,48.68,507.40,2.066570,481,297356,48.96,515.68
632,2.304298,433,285163,48.68,507.91,2.021313,492,297848,48.97,515.68
633,2.425878,410,285573,48.68,507.91,2.015776,494,298342,48.96,515.90
634,2.316806,432,286005,48.68,507.91,2.073808,480,298822,48.95,516.97
635,2.498875,399,286404,48.68,508.27,2.054251,485,299307,48.95,518.19
636,2.384512,418,286822,48.67,508.68,2.345763,424,299731,48.95,520.17
637,2.256372,442,287264,48.67,508.68,2.005444,497,300228,48.95,520.79
638,2.274761,438,287702,48.66,509.57,2.147314,463,300691,48.96,524.86
639,2.083813,479,288181,48.66,509.57,2.164534,461,301152,48.97,525.33
640,2.200048,453,288634,48.66,509.57,2.239583,444,301596,48.97,525.33
641,2.084703,478,289112,48.68,510.40,2.243983,444,302040,48.98,525.61
642,2.184077,457,289569,48.68,511.43,2.153851,463,302503,48.98,525.61
643,2.234609,446,290015,48.68,512.35,2.100253,473,302976,48.98,526.13
644,2.314896,431,290446,48.68,512.59,2.095266,476,303452,48.98,526.52
645,2.191672,455,290901,48.68,512.59,2.139171,465,303917,48.98,526.76
646,2.306601,432,291333,48.68,512.59,2.126977,468,304385,49.00,527.65
647,2.337562,427,291760,48.69,516.75,2.296247,434,304819,49.00,527.77
648,2.816503,355,292115,48.69,521.28,2.082311,478,305297,49.00,527.77
649,2.837610,351,292466,48.69,521.84,2.043226,488,305785,49.00,528.38
650,2.775903,360,292826,48.69,525.01,2.096856,475,306260,49.00,529.10
651,2.753397,363,293189,48.68,525.53,2.107087,472,306732,49.02,529.45
652,2.721208,367,293556,48.67,525.92,2.084203,478,307210,49.02,529.80
653,2.993314,333,293889,48.66,526.21,2.366420,421,307631,49.02,529.80
654,3.033415,330,294219,48.64,526.40,2.385847,418,308049,49.02,529.80
655,2.969094,336,294555,48.65,526.84,2.405175,414,308463,49.03,529.80
656,2.800464,357,294912,48.64,526.84,2.465276,404,308867,49.05,530.22
657,2.718019,367,295279,48.63,527.55,2.319671,430,309297,49.06,531.45
658,2.230268,447,295726,48.62,527.55,2.317235,430,309727,49.06,531.94
659,2.124324,470,296196,48.63,527.55,2.386666,417,310144,49.05,531.94
660,2.134566,467,296663,48.64,529.83,2.318352,430,310574,49.04,532.35
661,2.166046,460,297123,48.63,530.15,2.344178,424,310998,49.04,532.56
662,2.143076,465,297588,48.64,530.49,2.338955,427,311425,49.04,532.56
663,2.077288,480,298068,48.63,530.79,1.993063,499,311924,49.05,533.84
664,2.103631,473,298541,48.63,530.79,1.968881,506,312430,49.04,537.87
665,2.064579,483,299024,48.63,532.30,1.964363,507,312937,49.07,543.68
666,2.050250,486,299510,48.62,532.30,2.029433,490,313427,49.06,543.68
667,2.095159,476,299986,48.63,533.27,2.099449,474,313901,49.07,544.27
668,2.027643,491,300477,48.64,534.67,2.038457,488,314389,49.06,544.27
669,1.965871,507,300984,48.65,535.07,2.056875,485,314874,49.07,544.51
670,2.015023,494,301478,48.65,535.07,2.019967,494,315368,49.06,545.53
671,1.940623,514,301992,48.65,535.07,2.174138,458,315826,49.06,545.74
672,2.005181,496,302488,48.65,535.07,2.135753,466,316292,49.07,546.82
673,2.058441,483,302971,48.65,535.07,2.081623,478,316770,49.07,549.45
674,1.957799,511,303482,48.65,535.43,2.012557,495,317265,49.08,550.01
675,1.955384,509,303991,48.66,537.06,2.036535,490,317755,49.07,550.01
676,1.967195,507,304498,48.67,537.06,2.051685,486,318241,49.07,550.01
677,1.960336,507,305005,48.67,537.72,2.229193,447,318688,49.07,552.69
678,1.953913,511,305516,48.67,537.72,2.054002,486,319174,49.07,553.04
679,1.975104,504,306020,48.68,537.72,2.085239,477,319651,49.07,553.04
680,1.919022,519,306539,48.68,538.37,2.032538,490,320141,49.07,553.73
681,1.979061,503,307042,48.68,538.37,2.020236,493,320634,49.06,555.97
682,1.903553,524,307566,48.69,539.02,2.162785,460,321094,49.08,557.25
683,1.952819,511,308077,48.69,539.02,2.058046,483,321577,49.09,560.48
684,2.023213,492,308569,48.71,539.02,2.059795,484,322061,49.08,560.90
685,2.024406,493,309062,48.71,539.49,2.113668,471,322532,49.08,560.90
686,2.069801,481,309543,48.71,539.49,2.110087,472,323004,49.07,561.04
687,2.174116,459,310002,48.72,539.78,2.129523,468,323472,49.07,561.04
688,2.163581,460,310462,48.72,540.01,2.069335,481,323953,49.08,561.04
689,2.121727,470,310932,48.71,540.01,2.014394,494,324447,49.07,561.20
690,2.113791,472,311404,48.71,541.25,2.083203,477,324924,49.08,561.20
691,2.217810,449,311853,48.73,548.26,2.068007,482,325406,49.09,561.53
692,2.146159,464,312317,48.74,548.82,2.013347,492,325898,49.08,562.43
693,2.203854,453,312770,48.74,552.71,2.076578,483,326381,49.09,563.35
694,2.238577,446,313216,48.75,554.02,1.999986,497,326878,49.08,563.96
695,2.236354,445,313661,48.75,555.02,2.081340,479,327357,49.08,564.26
696,2.196839,454,314115,48.75,556.29,2.092760,476,327833,49.08,564.26
697,2.027171,482,314597,48.74,556.29,2.081994,478,328311,49.07,565.51
698,2.068624,492,315089,48.75,556.66,2.278372,437,328748,49.08,565.89
699,1.971476,506,315595,48.75,557.14,2.054189,485,329233,49.10,566.70
700,1.997389,499,316094,48.76,557.14,2.115052,471,329704,49.09,566.70
701,2.084678,478,316572,48.76,557.94,2.141316,465,330169,49.09,566.84
702,2.113651,472,317044,48.77,558.77,2.090946,476,330645,49.09,567.89
703,2.065569,483,317527,48.77,559.06,2.139571,465,331110,49.09,567.89
704,2.194956,454,317981,48.78,559.37,2.167900,460,331570,49.10,570.37
705,2.139824,466,318447,48.79,559.37,2.128967,468,332038,49.10,570.37
706,2.063273,483,318930,48.78,559.64,2.147282,464,332502,49.10,570.92
707,2.056320,485,319415,48.79,560.27,2.461052,405,332907,49.10,571.88
708,2.368118,422,319837,48.79,561.36,2.173678,458,333365,49.12,575.62
709,2.321931,430,320267,48.80,561.82,2.147524,464,333829,49.13,577.12
710,2.341773,427,320694,48.80,562.27,2.127538,468,334297,49.14,577.61
711,2.424660,412,321106,48.82,564.44,2.163857,460,334757,49.14,577.61
712,2.337513,427,321533,48.81,565.27,2.208610,451,335208,49.14,577.79
713,2.414107,414,321947,48.81,566.72,2.524164,394,335602,49.14,577.79
714,2.350675,425,322372,48.80,566.72,2.433020,410,336012,49.13,578.00
715,2.399414,416,322788,48.80,567.30,2.588888,384,336396,49.15,579.08
716,2.496208,400,323188,48.80,567.85,2.506865,398,336794,49.15,579.26
717,2.364508,422,323610,48.79,568.23,2.475326,403,337197,49.15,579.87
718,1.993176,500,324110,48.80,568.47,2.450904,406,337603,49.16,579.87
719,1.921424,519,324629,48.81,569.00,2.456517,405,338008,49.15,580.63
720,1.980772,503,325132,48.81,569.00,2.374441,420,338428,49.15,581.39
