second,avg_latency_ms_etcdv3_nocompression,throughput_etcdv3_nocompression,cumulative_throughput_etcdv3_nocompression,avg_cpu_etcdv3_nocompression,avg_memory_mb_etcdv3_nocompression,avg_latency_ms_etcdv3_snappy,throughput_etcdv3_snappy,cumulative_throughput_etcdv3_snappy,avg_cpu_etcdv3_snappy,avg_memory_mb_etcdv3_snappy
335,192.068325,5024,1691018,299.02,491.68,216.218202,4140,1393638,410.61,394.42
336,191.025703,5001,1696019,299.03,491.68,228.661441,4199,1397837,410.63,394.42
337,184.810595,4978,1700997,299.02,491.68,222.086787,4019,1401856,410.68,394.42
338,183.138112,5162,1706159,299.03,492.12,228.509468,4177,1406033,410.65,394.42
339,196.896941,4803,1710962,299.03,492.12,221.859232,4329,1410362,410.71,394.42
340,189.982307,4911,1715873,299.02,492.12,227.663045,4267,1414629,410.77,394.42
341,196.407787,4919,1720792,298.99,492.12,227.897382,4277,1418906,410.82,394.42
342,187.260023,5096,1725888,298.98,492.12,213.402021,4256,1423162,410.86,394.42
343,193.887999,4998,1730886,298.98,492.12,215.491127,4092,1427254,410.91,394.42
344,182.074560,5000,1735886,298.98,492.12,226.443190,4295,1431549,410.91,394.42
345,190.292012,5018,1740904,298.99,492.12,215.594209,4319,1435868,410.99,394.42
346,194.569313,4923,1745827,298.99,492.12,222.331207,4176,1440044,411.02,394.42
347,187.312617,5092,1750919,298.98,492.12,216.745906,4194,1444238,411.04,394.42
348,189.494334,4986,1755905,299.00,492.12,216.067654,4172,1448410,411.08,394.42
349,195.804557,4901,1760806,298.97,492.12,199.525062,4230,1452640,411.09,394.42
350,197.259588,4868,1765674,298.96,492.12,246.404046,4183,1456823,411.15,394.42
351,192.429875,4828,1770502,298.96,492.12,196.236655,4199,1461022,411.18,394.42
352,187.128541,5178,1775680,299.00,492.12,241.514405,4300,1465322,411.24,394.42
353,192.738663,4893,1780573,299.00,492.12,223.214156,4185,1469507,411.29,394.42
354,195.678429,4936,1785509,299.00,492.12,219.494417,4178,1473685,411.27,394.42
355,192.709639,5019,1790528,299.00,492.12,217.450593,4239,1477924,411.28,394.42
356,191.441768,5000,1795528,299.03,492.12,227.187953,4299,1482223,411.31,394.42
357,188.601008,5055,1800583,299.04,492.12,217.275365,4217,1486440,411.30,394.42
358,194.292000,4703,1805286,299.08,492.12,231.802852,4215,1490655,411.36,394.42
359,192.564720,5030,1810316,299.13,492.12,225.268295,4205,1494860,411.36,394.42
360,192.135745,5108,1815424,299.17,492.12,223.284547,4223,1499083,411.38,394.42
361,196.534769,4856,1820280,299.18,492.12,226.934526,4252,1503335,411.40,394.42
362,186.526307,5171,1825451,299.19,492.12,229.429899,4297,1507632,411.40,394.42
363,197.125733,4766,1830217,299.19,492.12,216.551071,4202,1511834,411.45,394.42
364,191.802763,4962,1835179,299.20,492.12,218.451836,4187,1516021,411.48,394.42
365,193.192080,5024,1840203,299.22,492.12,214.044227,4239,1520260,411.55,394.42
366,189.616657,5029,1845232,299.23,492.12,219.845890,4104,1524364,411.56,394.42
367,186.114654,4944,1850176,299.25,492.12,216.849173,4329,1528693,411.63,394.42
368,187.387560,5115,1855291,299.25,492.12,213.248497,4181,1532874,411.67,394.42
369,187.749311,4882,1860173,299.24,492.12,218.086902,4162,1537036,411.70,394.42
370,189.878122,5017,1865190,299.24,492.12,222.192832,4328,1541364,411.76,394.42
371,188.168583,5024,1870214,299.25,492.12,227.163323,4181,1545545,411.77,394.42
372,190.479780,5043,1875257,299.25,492.12,229.411552,4197,1549742,411.84,394.42
373,189.875232,4976,1880233,299.26,492.12,219.602777,4226,1553968,411.87,394.42
374,190.152367,5017,1885250,299.29,492.12,227.899629,4138,1558106,411.83,394.42
375,192.365916,4996,1890246,299.29,492.12,214.365622,4132,1562238,411.82,394.42
376,187.265150,5099,1895345,299.33,492.12,224.942378,4240,1566478,411.82,394.42
377,192.416272,5029,1900374,299.34,492.12,218.599200,4211,1570689,411.83,394.42
378,188.771571,5031,1905405,299.34,492.12,204.535575,4205,1574894,411.87,394.42
379,190.832672,5023,1910428,299.34,492.12,233.377035,4101,1578995,411.90,394.42
380,190.500417,5143,1915571,299.37,492.12,209.625929,4153,1583148,411.88,394.42
381,190.300960,5008,1920579,299.40,492.12,220.951451,4225,1587373,411.90,394.42
382,194.953033,4947,1925526,299.39,492.12,236.404584,4025,1591398,411.91,394.42
383,188.887799,5103,1930629,299.42,492.12,213.173113,4097,1595495,411.91,394.42
384,186.193205,5111,1935740,299.44,492.12,218.225852,4238,1599733,411.89,394.50
385,186.786634,5108,1940848,299.46,492.12,237.382339,4128,1603861,411.92,394.50
386,189.699630,4998,1945846,299.49,492.12,215.533392,4200,1608061,411.92,394.50
387,194.051633,4884,1950730,299.48,492.12,243.788690,4156,1612217,411.92,394.50
388,190.654300,5091,1955821,299.49,492.12,217.279372,4306,1616523,411.92,394.50
389,192.397606,4988,1960809,299.49,492.12,221.218016,4186,1620709,411.98,394.50
390,192.199712,5064,1965873,299.48,492.12,216.129272,4143,1624852,411.96,394.50
391,185.989235,4990,1970863,299.49,492.12,210.466462,4179,1629031,411.99,394.50
392,187.953290,4943,1975806,299.50,492.12,237.162054,4231,1633262,412.01,394.50
393,194.223324,5152,1980958,299.53,492.12,221.498008,4190,1637452,412.01,394.50
394,189.200919,4878,1985836,299.53,492.12,214.653027,4284,1641736,412.02,394.50
395,186.396883,5079,1990915,299.54,492.12,228.567419,4237,1645973,412.05,394.50
396,191.709360,4941,1995856,299.54,492.12,209.491196,4073,1650046,411.98,394.50
397,184.980374,4144,,,,240.528855,4074,1654120,412.03,394.50
398,,,,,,232.532301,4214,1658334,412.04,394.50
399,,,,,,229.195017,4186,1662520,412.06,394.50
400,,,,,,222.434609,4178,1666698,412.07,394.50
401,,,,,,232.513788,4301,1670999,412.08,394.50
402,,,,,,219.650566,4056,1675055,412.08,394.50
403,,,,,,220.013503,4156,1679211,412.10,394.50
404,,,,,,222.886608,4268,1683479,412.11,394.50
405,,,,,,216.306967,4202,1687681,412.10,394.50
406,,,,,,214.331217,4089,1691770,412.14,394.50
407,,,,,,226.621055,4079,1695849,412.14,394.50
408,,,,,,223.318834,4193,1700042,412.17,394.50
409,,,,,,217.768924,4146,1704188,412.18,394.50
410,,,,,,228.048854,4189,1708377,412.20,394.50
411,,,,,,216.927813,4028,1712405,412.23,394.50
412,,,,,,224.116774,4139,1716544,412.21,394.50
413,,,,,,215.365966,4169,1720713,412.25,394.50
414,,,,,,222.993890,4205,1724918,412.28,394.50
415,,,,,,225.473548,4066,1728984,412.26,394.50
416,,,,,,222.703193,4258,1733242,412.30,394.50
417,,,,,,221.521506,4040,1737282,412.29,394.50
418,,,,,,228.481804,4194,1741476,412.28,394.50
419,,,,,,227.834573,4086,1745562,412.29,395.71
420,,,,,,224.221690,4106,1749668,412.24,395.71
421,,,,,,223.912750,4211,1753879,412.28,395.71
422,,,,,,238.265657,4120,1757999,412.24,395.71
423,,,,,,229.863346,4164,1762163,412.24,395.71
424,,,,,,220.678696,4191,1766354,412.27,395.71
425,,,,,,222.293408,4112,1770466,412.27,395.71
426,,,,,,220.052905,4162,1774628,412.27,395.71
427,,,,,,219.679869,4263,1778891,412.32,395.71
428,,,,,,226.682853,4229,1783120,412.30,395.71
429,,,,,,223.837332,4139,1787259,412.31,395.71
430,,,,,,217.718964,4332,1791591,412.34,395.71
431,,,,,,228.343030,4166,1795757,412.33,395.71
432,,,,,,204.341469,4221,1799978,412.34,395.71
433,,,,,,234.157316,4148,1804126,412.35,395.71
434,,,,,,225.834167,4052,1808178,412.35,395.71
435,,,,,,222.194636,4175,1812353,412.33,395.71
436,,,,,,222.782993,4214,1816567,412.35,395.71
437,,,,,,228.148308,4221,1820788,412.34,395.71
438,,,,,,218.634451,4198,1824986,412.34,395.71
439,,,,,,214.457441,4166,1829152,412.37,395.71
440,,,,,,218.181097,4257,1833409,412.37,395.71
441,,,,,,229.844621,4105,1837514,412.41,395.71
442,,,,,,222.054526,4196,1841710,412.42,395.66
443,,,,,,217.691190,4153,1845863,412.45,395.59
444,,,,,,210.648444,4262,1850125,412.48,395.56
445,,,,,,231.180155,4075,1854200,412.49,395.56
446,,,,,,219.754395,4166,1858366,412.51,395.56
447,,,,,,224.279616,4254,1862620,412.53,395.56
448,,,,,,219.221227,4209,1866829,412.54,395.56
449,,,,,,220.125636,4257,1871086,412.57,395.56
450,,,,,,234.960601,4215,1875301,412.58,395.56
451,,,,,,220.480004,4219,1879520,412.58,395.56
452,,,,,,230.152748,4278,1883798,412.59,395.56
453,,,,,,216.021117,4193,1887991,412.57,395.56
454,,,,,,223.427854,4230,1892221,412.62,395.56
455,,,,,,209.435815,4051,1896272,412.66,395.56
456,,,,,,225.515107,4246,1900518,412.72,395.56
457,,,,,,232.542824,4112,1904630,412.71,395.56
458,,,,,,213.888705,4101,1908731,412.72,395.56
459,,,,,,222.179985,4317,1913048,412.75,395.56
460,,,,,,221.626102,4135,1917183,412.77,395.56
461,,,,,,231.889685,4145,1921328,412.78,395.56
462,,,,,,218.425378,4278,1925606,412.82,395.56
463,,,,,,220.418487,4214,1929820,412.83,395.56
464,,,,,,220.670506,4211,1934031,412.86,395.56
465,,,,,,213.440027,4190,1938221,412.88,395.56
466,,,,,,228.018257,4232,1942453,412.88,395.56
467,,,,,,217.037056,4137,1946590,412.89,395.56
468,,,,,,212.454745,4206,1950796,412.89,395.56
469,,,,,,233.303990,4253,1955049,412.92,395.56
470,,,,,,232.530359,4458,1959507,412.91,395.56
471,,,,,,210.038453,4128,1963635,412.98,395.56
472,,,,,,221.849845,4115,1967750,413.00,395.56
473,,,,,,228.186236,4199,1971949,413.01,395.56
474,,,,,,214.613487,4140,1976089,413.03,395.56
475,,,,,,219.457643,4071,1980160,413.04,395.56
476,,,,,,221.045417,4226,1984386,413.05,395.56
477,,,,,,220.647567,4278,1988664,413.08,395.56
478,,,,,,223.481544,4121,1992785,413.10,395.56
479,,,,,,215.769850,4161,1996946,413.13,395.56
480,,,,,,224.072039,3054,,,
