second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
3121,1.958872,509,1563159,56.41,1448.55,2.194421,455,1637025,30.95,1816.59
3122,1.968659,506,1563665,56.41,1449.89,2.014820,463,1637488,30.95,1816.59
3123,2.320562,429,1564094,56.42,1451.95,2.153286,495,1637983,30.95,1819.39
3124,1.974292,504,1564598,56.42,1452.09,1.778532,562,1638545,30.95,1819.39
3125,1.980992,502,1565100,56.42,1452.09,1.817898,550,1639095,30.94,1819.39
3126,1.919415,519,1565619,56.42,1452.30,1.758714,568,1639663,30.94,1819.39
3127,1.984732,501,1566120,56.42,1452.44,1.996425,500,1640163,30.95,1822.36
3128,1.954332,510,1566630,56.42,1452.44,1.832995,545,1640708,30.94,1822.36
3129,1.996476,498,1567128,56.42,1452.44,1.857481,538,1641246,30.94,1822.36
3130,1.966222,506,1567634,56.42,1452.77,1.808476,553,1641799,30.94,1822.36
3131,1.970709,505,1568139,56.42,1452.89,1.820443,548,1642347,30.94,1822.36
3132,1.928162,516,1568655,56.42,1453.24,1.792177,558,1642905,30.94,1822.36
3133,1.955220,510,1569165,56.42,1453.24,1.737856,575,1643480,30.93,1822.36
3134,1.896380,525,1569690,56.42,1453.99,1.864903,535,1644015,30.93,1822.36
3135,1.917696,519,1570209,56.42,1454.42,2.008100,498,1644513,30.93,1822.36
3136,1.910458,521,1570730,56.42,1454.93,2.057129,486,1644999,30.92,1822.36
3137,1.950650,511,1571241,56.43,1457.82,2.083084,479,1645478,30.92,1822.36
3138,1.917156,519,1571760,56.43,1457.89,2.013815,497,1645975,30.92,1822.36
3139,1.949214,512,1572272,56.43,1457.89,2.069089,483,1646458,30.92,1822.36
3140,1.937003,514,1572786,56.43,1457.89,2.142776,466,1646924,30.92,1822.36
3141,1.929430,517,1573303,56.42,1458.24,2.129329,468,1647392,30.92,1822.36
3142,1.935485,515,1573818,56.42,1458.91,2.059259,486,1647878,30.92,1822.36
3143,1.956886,509,1574327,56.42,1459.42,2.054118,487,1648365,30.92,1822.36
3144,2.036583,489,1574816,56.42,1459.85,2.002564,499,1648864,30.92,1822.36
3145,1.953316,511,1575327,56.42,1460.15,1.921706,520,1649384,30.91,1822.36
3146,1.974809,504,1575831,56.41,1460.15,1.861460,537,1649921,30.91,1822.36
3147,1.925752,518,1576349,56.41,1460.15,1.804372,553,1650474,30.91,1822.36
3148,1.929084,517,1576866,56.41,1460.35,1.839218,544,1651018,30.90,1822.36
3149,1.933046,514,1577380,56.41,1460.70,1.772902,563,1651581,30.90,1822.36
3150,1.940890,512,1577892,56.41,1461.25,2.369675,422,1652003,30.91,1841.54
3151,1.899141,524,1578416,56.41,1462.21,1.805388,553,1652556,30.91,1841.54
3152,2.251444,442,1578858,56.42,1464.55,2.054933,486,1653042,30.92,1843.59
3153,1.902136,523,1579381,56.42,1464.63,1.811817,552,1653594,30.94,1849.79
3154,1.900220,524,1579905,56.42,1464.63,1.750036,571,1654165,30.94,1849.79
3155,1.850536,538,1580443,56.42,1464.63,1.851709,71,1654236,31.00,1865.16
3156,1.930248,515,1580958,56.42,1465.90,0.000000,0,1654236,31.08,1866.53
3157,1.926545,516,1581474,56.42,1466.30,11.654361,246,1654482,31.11,1866.60
3158,1.977751,504,1581978,56.41,1467.63,2.068809,483,1654965,31.11,1866.60
3159,1.947646,510,1582488,56.43,1469.13,2.069492,483,1655448,31.10,1866.60
3160,1.940193,513,1583001,56.42,1469.13,2.044627,489,1655937,31.09,1866.60
3161,1.907547,522,1583523,56.42,1469.44,2.053636,486,1656423,31.09,1866.60
3162,2.031598,490,1584013,56.42,1469.90,2.165966,462,1656885,31.09,1866.60
3163,2.217638,449,1584462,56.42,1470.41,2.084552,479,1657364,31.09,1866.60
3164,2.139091,465,1584927,56.42,1471.15,2.136875,467,1657831,31.08,1866.60
3165,2.103002,473,1585400,56.42,1471.33,2.076823,482,1658313,31.09,1866.60
3166,2.264897,440,1585840,56.42,1471.33,1.978537,505,1658818,31.10,1874.80
3167,2.472770,403,1586243,56.42,1471.44,1.989739,502,1659320,31.10,1874.80
3168,2.346605,424,1586667,56.42,1471.44,1.883273,531,1659851,31.12,1874.82
3169,2.528668,394,1587061,56.42,1471.57,1.877393,532,1660383,31.12,1874.82
3170,2.432976,409,1587470,56.42,1471.99,1.849458,540,1660923,31.13,1880.29
3171,2.309615,431,1587901,56.42,1472.33,1.823495,548,1661471,31.14,1880.29
3172,2.269934,439,1588340,56.41,1472.60,1.812510,551,1662022,31.14,1880.29
3173,2.272981,438,1588778,56.42,1472.93,1.893666,528,1662550,31.13,1880.29
3174,2.470778,403,1589181,56.41,1473.16,1.866302,535,1663085,31.13,1880.30
3175,2.277445,438,1589619,56.41,1473.87,1.886658,530,1663615,31.13,1880.30
3176,2.005965,496,1590115,56.41,1474.30,1.826211,547,1664162,31.13,1880.30
3177,1.901532,522,1590637,56.41,1475.49,2.009424,497,1664659,31.13,1883.10
3178,1.844386,541,1591178,56.42,1476.41,1.883878,531,1665190,31.13,1883.10
3179,1.883056,528,1591706,56.42,1477.01,1.818699,549,1665739,31.13,1883.10
3180,1.903603,523,1592229,56.42,1477.01,1.816923,550,1666289,31.13,1883.10
3181,2.003805,496,1592725,56.42,1477.29,1.841138,542,1666831,31.12,1883.10
3182,1.999528,498,1593223,56.42,1478.46,1.911635,523,1667354,31.12,1883.10
3183,2.305353,432,1593655,56.43,1478.87,1.987372,503,1667857,31.12,1883.10
3184,2.014561,494,1594149,56.43,1478.87,2.009607,497,1668354,31.11,1883.10
3185,1.981500,502,1594651,56.43,1479.16,1.835596,544,1668898,31.11,1891.31
3186,1.966576,506,1595157,56.43,1479.16,1.755271,570,1669468,31.11,1891.31
3187,2.096616,475,1595632,56.43,1479.16,1.775372,562,1670030,31.11,1891.31
3188,2.043214,487,1596119,56.43,1479.30,1.834292,545,1670575,31.10,1891.31
3189,1.988938,500,1596619,56.43,1479.58,1.836178,544,1671119,31.10,1891.31
3190,2.191759,454,1597073,56.44,1480.15,1.785447,560,1671679,31.10,1891.31
3191,1.977092,503,1597576,56.43,1480.45,1.848719,540,1672219,31.10,1891.31
3192,1.960035,508,1598084,56.43,1480.45,1.800678,555,1672774,31.09,1891.31
3193,1.924133,517,1598601,56.43,1480.56,1.898644,526,1673300,31.09,1891.31
3194,1.891275,526,1599127,56.43,1480.58,1.985202,503,1673803,31.09,1891.31
3195,1.912037,520,1599647,56.43,1480.94,2.104733,475,1674278,31.09,1891.31
3196,1.900851,524,1600171,56.43,1481.18,2.017247,496,1674774,31.09,1891.31
3197,1.863082,534,1600705,56.43,1481.81,2.311452,432,1675206,31.08,1891.31
3198,1.982384,502,1601207,56.43,1482.04,2.718760,367,1675573,31.08,1891.31
3199,1.933977,515,1601722,56.43,1483.04,2.694195,370,1675943,31.07,1891.31
3200,1.997663,499,1602221,56.43,1484.76,2.171402,462,1676405,31.07,1891.31
3201,1.951133,510,1602731,56.43,1485.56,2.216020,451,1676856,31.07,1891.31
3202,2.003163,498,1603229,56.43,1485.66,2.092449,478,1677334,31.07,1898.15
3203,1.994952,499,1603728,56.43,1485.66,2.106372,474,1677808,31.07,1898.15
3204,1.991912,501,1604229,56.43,1486.19,2.185975,457,1678265,31.07,1898.14
3205,2.023284,492,1604721,56.43,1486.45,1.861053,537,1678802,31.07,1898.14
3206,1.892273,527,1605248,56.43,1486.45,1.866621,535,1679337,31.07,1898.14
3207,1.927529,517,1605765,56.43,1486.89,1.822573,549,1679886,31.07,1898.14
3208,1.945541,512,1606277,56.42,1486.89,1.823720,547,1680433,31.06,1898.14
3209,1.979695,502,1606779,56.42,1487.88,1.786712,560,1680993,31.06,1898.14
3210,1.909673,521,1607300,56.42,1487.88,1.769585,564,1681557,31.06,1898.14
3211,1.927313,516,1607816,56.42,1487.88,1.782926,561,1682118,31.06,1898.14
3212,2.191430,449,1608265,56.43,1491.05,1.762732,567,1682685,31.05,1898.14
3213,1.964983,512,1608777,56.43,1491.23,1.776999,562,1683247,31.05,1898.14
3214,1.934116,516,1609293,56.43,1492.04,1.818424,549,1683796,31.05,1898.14
3215,1.927500,516,1609809,56.43,1492.83,1.794736,557,1684353,31.05,1898.14
3216,1.969347,505,1610314,56.43,1493.94,2.070598,482,1684835,31.04,1898.14
3217,2.029920,490,1610804,56.44,1495.55,2.293789,436,1685271,31.04,1898.14
3218,1.897831,523,1611327,56.44,1495.72,2.249716,444,1685715,31.04,1900.89
3219,1.915057,520,1611847,56.44,1495.96,2.086791,479,1686194,31.04,1900.89
3220,1.920859,518,1612365,56.44,1496.20,2.065128,484,1686678,31.05,1900.89
3221,1.915191,519,1612884,56.43,1496.61,2.146422,465,1687143,31.04,1900.89
3222,2.005846,497,1613381,56.43,1496.76,2.155372,463,1687606,31.04,1900.89
3223,2.103466,473,1613854,56.43,1496.76,2.202875,454,1688060,31.04,1900.89
3224,2.113579,471,1614325,56.43,1496.76,2.013038,497,1688557,31.04,1900.89
3225,2.118352,470,1614795,56.43,1497.36,2.105508,474,1689031,31.04,1900.89
3226,2.334693,427,1615222,56.43,1497.66,1.796913,556,1689587,31.04,1900.89
3227,2.462237,404,1615626,56.43,1497.66,1.847408,541,1690128,31.04,1900.89
3228,2.413385,412,1616038,56.43,1497.66,1.848311,541,1690669,31.03,1900.89
3229,2.333541,427,1616465,56.43,1497.81,1.957369,510,1691179,31.03,1900.89
3230,2.410203,414,1616879,56.43,1497.81,1.931829,518,1691697,31.03,1900.89
3231,2.400982,415,1617294,56.43,1497.81,1.852474,539,1692236,31.03,1900.90
3232,2.311285,431,1617725,56.43,1497.81,1.816883,550,1692786,31.02,1900.90
3233,2.230900,446,1618171,56.43,1498.35,1.768268,565,1693351,31.02,1900.90
3234,2.323254,429,1618600,56.43,1498.35,1.999170,500,1693851,31.03,1917.97
3235,2.347125,424,1619024,56.43,1498.35,1.803720,554,1694405,31.03,1917.97
3236,2.086275,477,1619501,56.42,1498.35,1.773276,563,1694968,31.02,1917.97
3237,1.957176,508,1620009,56.42,1498.65,1.859167,537,1695505,31.02,1917.97
3238,1.905607,523,1620532,56.42,1498.84,1.754623,570,1696075,31.02,1917.97
3239,1.896334,525,1621057,56.42,1498.84,1.757989,568,1696643,31.01,1917.97
3240,1.919334,518,1621575,56.42,1499.64,1.770897,564,1697207,31.01,1917.97
3241,1.957966,509,1622084,56.42,1502.59,1.785226,559,1697766,31.01,1917.97
3242,2.030127,490,1622574,56.43,1503.28,1.800142,555,1698321,31.01,1917.97
3243,2.022792,492,1623066,56.43,1503.53,1.766230,566,1698887,31.01,1917.97
3244,2.463804,405,1623471,56.43,1504.40,1.737597,575,1699462,31.00,1917.97
3245,2.009225,494,1623965,56.44,1504.98,1.790716,558,1700020,31.00,1917.97
3246,1.987615,502,1624467,56.45,1505.10,1.779382,561,1700581,31.00,1917.97
3247,1.990278,500,1624967,56.45,1505.10,1.753133,570,1701151,31.00,1917.97
3248,2.009732,495,1625462,56.44,1505.20,1.792995,557,1701708,30.99,1917.97
3249,1.964470,507,1625969,56.44,1505.29,1.791413,558,1702266,30.99,1917.97
3250,1.955144,509,1626478,56.44,1505.29,1.935760,516,1702782,30.99,1917.97
3251,1.929827,515,1626993,56.45,1505.29,1.871953,534,1703316,30.99,1918.65
3252,1.878373,531,1627524,56.45,1505.93,1.857530,538,1703854,30.99,1918.65
3253,1.913975,519,1628043,56.45,1505.93,1.771229,563,1704417,30.99,1918.65
3254,1.892980,526,1628569,56.45,1506.09,1.858177,538,1704955,30.98,1918.65
3255,1.876967,529,1629098,56.44,1507.25,2.043577,489,1705444,30.98,1918.65
3256,1.896244,526,1629624,56.44,1507.71,2.144478,466,1705910,30.98,1918.65
3257,1.933331,515,1630139,56.44,1508.87,2.071530,481,1706391,30.98,1918.65
3258,1.925177,517,1630656,56.45,1510.17,2.084697,480,1706871,30.98,1929.61
3259,1.906332,523,1631179,56.45,1510.17,2.067841,483,1707354,30.98,1932.37
3260,1.908757,522,1631701,56.45,1510.17,1.974701,506,1707860,30.97,1932.37
3261,1.895021,526,1632227,56.44,1510.17,2.001855,499,1708359,30.97,1932.37
3262,1.929024,517,1632744,56.44,1510.27,2.039576,490,1708849,30.97,1932.37
3263,1.943040,513,1633257,56.44,1510.37,2.020832,479,1709328,30.98,1936.47
3264,1.971516,506,1633763,56.44,1510.48,2.113950,488,1709816,30.97,1936.47
3265,2.004360,497,1634260,56.44,1510.94,1.822049,548,1710364,30.97,1936.47
3266,1.977416,504,1634764,56.44,1511.11,1.915079,522,1710886,30.97,1936.47
3267,1.939481,514,1635278,56.44,1511.30,1.852225,539,1711425,30.97,1936.47
3268,1.952878,510,1635788,56.44,1511.68,1.843612,542,1711967,30.97,1936.47
3269,1.873438,531,1636319,56.44,1512.01,1.855056,539,1712506,30.96,1936.47
3270,1.919289,518,1636837,56.43,1512.22,1.702911,587,1713093,30.96,1936.47
3271,1.873179,532,1637369,56.43,1512.57,1.741182,573,1713666,30.96,1936.47
3272,1.910015,520,1637889,56.43,1512.57,1.836909,544,1714210,30.95,1936.47
3273,1.913982,521,1638410,56.43,1513.15,1.803071,554,1714764,30.95,1936.47
3274,2.308954,432,1638842,56.43,1515.84,2.092445,478,1715242,30.95,1936.47
3275,1.949962,510,1639352,56.44,1516.90,1.969865,507,1715749,30.96,1936.47
3276,1.993644,499,1639851,56.44,1516.90,1.976113,505,1716254,30.96,1936.47
3277,1.910135,521,1640372,56.44,1516.90,2.183307,458,1716712,30.98,1936.47
3278,1.970925,505,1640877,56.44,1518.53,2.434542,410,1717122,30.99,1936.47
3279,1.884734,528,1641405,56.43,1518.60,2.108808,475,1717597,31.00,1944.68
3280,1.912359,520,1641925,56.43,1519.53,2.083836,479,1718076,31.01,1944.68
3281,1.906034,523,1642448,56.45,1521.70,2.081275,480,1718556,31.00,1944.68
3282,2.031766,490,1642938,56.45,1521.90,2.047313,488,1719044,31.00,1944.68
3283,1.979392,503,1643441,56.45,1522.08,2.038447,491,1719535,31.00,1944.68
3284,2.034713,489,1643930,56.45,1522.08,2.048582,487,1720022,31.00,1944.68
3285,2.006571,496,1644426,56.45,1522.08,2.076894,481,1720503,31.00,1944.68
3286,2.200900,452,1644878,56.44,1522.20,1.944662,514,1721017,31.00,1944.68
3287,2.387997,418,1645296,56.45,1522.53,1.849343,540,1721557,31.00,1944.69
3288,2.394874,416,1645712,56.44,1522.53,1.851566,540,1722097,31.00,1944.69
3289,2.375250,419,1646131,56.44,1522.72,1.918594,521,1722618,31.00,1944.69
3290,2.450625,406,1646537,56.44,1522.72,1.848124,540,1723158,30.99,1944.69
3291,2.399231,416,1646953,56.44,1522.72,1.776107,563,1723721,30.99,1944.69
3292,2.383921,417,1647370,56.44,1523.38,1.820716,548,1724269,30.99,1944.69
3293,2.289953,435,1647805,56.44,1523.38,2.091030,478,1724747,30.99,1944.69
3294,2.316754,429,1648234,56.44,1523.38,1.752357,26,1724773,30.99,1950.83
3295,2.307276,433,1648667,56.44,1523.73,7.849440,249,1725022,31.08,1950.83
3296,2.016126,493,1649160,56.44,1524.67,1.755385,569,1725591,31.10,1958.50
3297,1.892358,526,1649686,56.44,1525.11,1.774473,563,1726154,31.10,1958.50
3298,1.935379,514,1650200,56.44,1526.24,1.791081,558,1726712,31.11,1958.50
3299,1.957159,509,1650709,56.45,1528.08,1.923941,519,1727231,31.12,1958.50
3300,1.941412,512,1651221,56.44,1528.41,1.806612,553,1727784,31.13,1958.50
3301,1.930607,515,1651736,56.44,1528.71,1.784387,560,1728344,31.14,1958.50
3302,1.980279,503,1652239,56.45,1529.06,1.852511,539,1728883,31.13,1958.50
3303,1.993348,499,1652738,56.45,1529.06,1.714719,583,1729466,31.13,1961.23
3304,1.994211,499,1653237,56.45,1529.06,1.690139,591,1730057,31.12,1961.23
3305,1.987673,500,1653737,56.44,1529.48,1.808017,552,1730609,31.12,1961.23
3306,2.380796,419,1654156,56.45,1531.40,1.862598,537,1731146,31.12,1961.23
3307,1.984269,501,1654657,56.46,1531.84,1.806299,553,1731699,31.12,1961.23
3308,1.982904,502,1655159,56.46,1531.84,1.803411,554,1732253,31.12,1961.23
3309,2.000877,497,1655656,56.46,1531.84,2.149890,465,1732718,31.13,1976.27
3310,1.961556,507,1656163,56.46,1532.02,1.954943,483,1733201,31.13,1976.27
3311,1.975763,504,1656667,56.46,1532.12,1.947575,541,1733742,31.14,1976.29
3312,1.882369,529,1657196,56.46,1532.64,1.786161,559,1734301,31.15,1976.29
3313,1.886688,528,1657724,56.46,1532.76,1.782701,561,1734862,31.15,1981.77
3314,1.945396,511,1658235,56.46,1532.76,2.049918,487,1735349,31.16,1981.77
3315,1.935310,514,1658749,56.46,1532.93,2.107362,474,1735823,31.17,1981.78
3316,1.912674,520,1659269,56.46,1532.93,2.015036,496,1736319,31.17,1984.31
3317,1.914475,520,1659789,56.46,1533.29,2.070448,483,1736802,31.17,1984.31
3318,1.909977,521,1660310,56.45,1533.29,2.128231,469,1737271,31.17,1984.31
3319,1.962328,507,1660817,56.45,1533.50,2.084176,480,1737751,31.17,1984.31
3320,1.949905,511,1661328,56.45,1534.57,2.060004,485,1738236,31.17,1984.31
3321,1.894219,526,1661854,56.45,1535.02,2.077642,481,1738717,31.17,1984.31
3322,1.941484,513,1662367,56.45,1536.39,2.028133,492,1739209,31.16,1984.31
3323,2.010047,496,1662863,56.46,1538.84,1.996933,500,1739709,31.16,1984.31
3324,2.025467,491,1663354,56.46,1538.93,1.919146,522,1740231,31.16,1984.31
3325,2.113744,472,1663826,56.46,1539.21,2.057283,485,1740716,31.16,1984.31
3326,2.083259,478,1664304,56.45,1539.21,2.142720,467,1741183,31.16,1984.31
3327,2.021721,492,1664796,56.45,1539.21,2.059402,485,1741668,31.15,1984.31
3328,2.018550,494,1665290,56.45,1539.21,1.803132,554,1742222,31.15,1984.31
3329,1.946685,511,1665801,56.45,1539.34,1.906121,524,1742746,31.15,1984.31
3330,1.929754,515,1666316,56.45,1539.34,1.830539,546,1743292,31.15,1984.31
3331,1.890928,526,1666842,56.45,1539.34,1.765884,566,1743858,31.14,1984.31
3332,1.929335,516,1667358,56.45,1539.70,1.724112,579,1744437,31.14,1984.31
3333,1.919989,518,1667876,56.44,1539.70,1.673754,597,1745034,31.14,1984.31
3334,1.914541,519,1668395,56.44,1540.52,1.737615,575,1745609,31.14,1984.31
3335,1.924575,517,1668912,56.44,1540.96,1.865014,535,1746144,31.14,1984.31
3336,2.289001,435,1669347,56.44,1541.33,2.091553,478,1746622,31.13,1989.08
3337,1.941057,513,1669860,56.45,1543.24,2.236210,447,1747069,31.13,1989.08
3338,1.947811,511,1670371,56.45,1543.47,2.334431,428,1747497,31.13,1989.08
3339,1.959100,508,1670879,56.45,1545.57,2.262219,442,1747939,31.13,1989.08
3340,1.943776,512,1671391,56.46,1546.43,2.436293,410,1748349,31.13,1989.08
3341,1.945863,512,1671903,56.46,1546.55,2.417090,414,1748763,31.13,1989.08
3342,2.083734,477,1672380,56.46,1547.40,2.325920,428,1749191,31.13,1998.67
3343,2.135907,466,1672846,56.45,1547.40,2.179989,459,1749650,31.13,1998.67
3344,2.097215,475,1673321,56.45,1547.40,2.261084,442,1750092,31.12,1998.67
3345,2.061444,483,1673804,56.45,1547.40,2.193480,456,1750548,31.12,1998.67
3346,2.287330,436,1674240,56.45,1547.40,1.914260,522,1751070,31.12,1998.67
3347,2.421631,411,1674651,56.45,1547.40,1.742733,573,1751643,31.12,1998.67
3348,2.482659,401,1675052,56.45,1547.40,1.738100,575,1752218,31.12,1998.67
3349,2.441928,407,1675459,56.45,1547.53,1.772345,564,1752782,31.12,1998.67
3350,2.604385,384,1675843,56.45,1548.00,1.736161,575,1753357,31.11,1998.67
3351,2.567202,387,1676230,56.45,1548.17,1.770421,565,1753922,31.11,1998.67
3352,2.379900,418,1676648,56.45,1548.17,1.754720,569,1754491,31.11,1998.67
3353,2.332590,427,1677075,56.44,1548.49,1.826892,547,1755038,31.11,1998.67
3354,2.293921,434,1677509,56.45,1548.49,1.712695,583,1755621,31.11,1998.68
3355,2.344260,425,1677934,56.45,1548.83,1.762261,567,1756188,31.11,1998.68
3356,2.044792,486,1678420,56.44,1549.32,1.791475,558,1756746,31.11,1998.68
3357,1.970349,505,1678925,56.44,1550.24,1.805127,553,1757299,31.10,1998.68
3358,1.882743,528,1679453,56.44,1550.35,1.864874,536,1757835,31.10,1998.68
3359,1.915216,519,1679972,56.44,1550.35,1.759670,567,1758402,31.10,1998.68
3360,1.933759,514,1680486,56.44,1550.58,1.813511,551,1758953,31.10,1998.68
3361,1.958508,509,1680995,56.44,1550.58,1.836942,544,1759497,31.09,1998.68
3362,1.985874,501,1681496,56.44,1551.42,1.822592,548,1760045,31.09,1998.68
3363,1.941447,512,1682008,56.44,1551.67,1.830575,546,1760591,31.09,1998.68
3364,1.993855,500,1682508,56.43,1552.64,1.736474,575,1761166,31.09,1998.68
3365,1.955729,509,1683017,56.44,1553.89,1.806660,553,1761719,31.09,1998.68
3366,2.012672,494,1683511,56.45,1555.56,1.812901,551,1762270,31.08,1999.36
3367,1.991860,499,1684010,56.45,1555.95,1.775085,563,1762833,31.08,1999.36
3368,2.029101,491,1684501,56.45,1556.23,1.798104,556,1763389,31.08,1999.36
3369,2.428549,410,1684911,56.45,1558.85,1.784141,560,1763949,31.08,1999.36
3370,2.048311,486,1685397,56.46,1559.69,1.815186,550,1764499,31.07,1999.36
3371,2.037387,488,1685885,56.46,1559.69,1.742953,573,1765072,31.07,1999.36
3372,1.989491,501,1686386,56.46,1559.98,1.701309,588,1765660,31.07,1999.36
3373,2.066689,481,1686867,56.46,1560.09,1.724723,579,1766239,31.07,1999.36
3374,2.010288,494,1687361,56.46,1560.20,1.877599,532,1766771,31.07,1999.36
3375,2.004543,497,1687858,56.46,1560.28,1.996598,500,1767271,31.06,1999.36
3376,1.960268,508,1688366,56.46,1560.80,2.052800,487,1767758,31.06,1999.36
3377,1.941088,512,1688878,56.45,1561.09,2.181294,458,1768216,31.06,1999.36
3378,1.941810,512,1689390,56.45,1561.09,1.988421,503,1768719,31.06,1999.36
3379,2.211843,449,1689839,56.45,1561.58,2.138536,467,1769186,31.06,1999.36
3380,2.025170,493,1690332,56.45,1562.29,2.100715,475,1769661,31.06,1999.36
3381,1.984628,502,1690834,56.45,1563.01,2.233405,448,1770109,31.06,1999.36
3382,1.980785,503,1691337,56.45,1564.45,2.135561,468,1770577,31.06,1999.36
3383,2.021873,493,1691830,56.46,1565.89,2.037497,490,1771067,31.06,1999.36
3384,2.029818,491,1692321,56.46,1565.89,1.978133,505,1771572,31.06,1999.36
3385,1.919042,519,1692840,56.46,1565.89,1.862241,537,1772109,31.06,1999.36
3386,2.002036,498,1693338,56.45,1565.89,1.852781,538,1772647,31.05,1999.36
3387,1.982194,503,1693841,56.45,1565.89,1.847860,542,1773189,31.05,1999.36
3388,1.970132,506,1694347,56.45,1566.08,1.869518,534,1773723,31.05,1999.36
3389,1.902482,523,1694870,56.45,1566.70,1.777926,562,1774285,31.05,1999.36
3390,1.979624,502,1695372,56.45,1567.18,1.896804,527,1774812,31.05,1999.36
3391,1.876789,530,1695902,56.45,1567.45,1.835522,544,1775356,31.04,1999.36
3392,1.893658,525,1696427,56.44,1567.72,1.984962,503,1775859,31.04,1999.36
3393,1.951893,510,1696937,56.44,1567.93,1.849085,541,1776400,31.04,1999.36
3394,1.933041,515,1697452,56.44,1567.93,1.892499,524,1776924,31.04,1999.36
3395,1.996740,499,1697951,56.44,1568.10,1.860022,537,1777461,31.04,1999.36
3396,1.975572,503,1698454,56.44,1568.43,2.053006,487,1777948,31.04,2000.05
3397,1.963984,506,1698960,56.44,1568.43,2.127217,469,1778417,31.04,2000.05
3398,1.952780,511,1699471,56.44,1569.16,2.256335,443,1778860,31.04,2000.05
3399,1.968335,505,1699976,56.44,1569.45,2.235469,447,1779307,31.04,2000.05
3400,2.327416,423,1700399,56.44,1570.38,2.099978,476,1779783,31.04,2000.05
3401,2.119768,475,1700874,56.45,1571.47,2.074715,481,1780264,31.04,2000.05
3402,2.120037,470,1701344,56.45,1571.47,2.168300,461,1780725,31.04,2000.05
3403,2.155915,461,1701805,56.45,1571.47,2.169279,461,1781186,31.04,2000.05
3404,2.157022,462,1702267,56.45,1571.47,2.215387,451,1781637,31.04,2000.05
3405,2.220393,448,1702715,56.45,1572.26,2.160500,463,1782100,31.04,2000.05
3406,2.348551,424,1703139,56.44,1572.85,1.978446,505,1782605,31.03,2000.05
3407,2.520972,395,1703534,56.44,1573.55,1.834964,544,1783149,31.03,2000.05
3408,2.542492,391,1703925,56.44,1574.59,1.825672,548,1783697,31.03,2000.05
3409,2.654691,376,1704301,56.45,1576.15,1.845304,541,1784238,31.03,2000.05
3410,2.783878,358,1704659,56.46,1576.39,1.827609,546,1784784,31.02,2000.05
3411,2.589843,384,1705043,56.45,1576.55,1.793255,557,1785341,31.02,2000.05
3412,2.407033,414,1705457,56.45,1576.85,1.817865,550,1785891,31.02,2000.05
3413,2.646153,376,1705833,56.45,1577.05,2.180496,458,1786349,31.02,2000.05
3414,2.373131,419,1706252,56.45,1577.16,2.017290,495,1786844,31.03,2020.54
3415,2.393876,416,1706668,56.45,1577.16,1.843389,542,1787386,31.04,2020.54
3416,2.081106,478,1707146,56.45,1577.16,1.764789,566,1787952,31.05,2020.54
3417,1.943934,512,1707658,56.45,1577.16,1.937723,514,1788466,31.06,2020.54
3418,1.918709,519,1708177,56.44,1577.16,1.826388,549,1789015,31.07,2020.54
3419,1.890131,526,1708703,56.44,1577.16,1.840442,543,1789558,31.07,2020.54
3420,1.897526,524,1709227,56.44,1577.16,1.845457,541,1790099,31.06,2020.54
3421,1.953033,510,1709737,56.44,1577.16,1.885590,530,1790629,31.06,2020.54
3422,1.970881,505,1710242,56.44,1577.67,1.926548,519,1791148,31.06,2020.54
3423,2.001435,498,1710740,56.44,1578.41,1.761741,567,1791715,31.06,2020.54
3424,1.997645,497,1711237,56.44,1579.60,1.846431,541,1792256,31.06,2020.54
3425,1.984943,502,1711739,56.45,1579.81,1.812384,551,1792807,31.06,2020.54
3426,1.964355,507,1712246,56.44,1580.99,1.788478,559,1793366,31.06,2020.54
3427,2.132031,466,1712712,56.46,1582.68,2.142370,466,1793832,31.05,2020.54
3428,2.061812,483,1713195,56.46,1582.96,1.878219,532,1794364,31.06,2028.21
3429,1.987310,501,1713696,56.46,1583.31,1.686832,593,1794957,31.07,2028.21
3430,1.990657,500,1714196,56.46,1583.31,1.757052,568,1795525,31.08,2028.21
3431,2.014723,494,1714690,56.46,1583.31,1.771209,564,1796089,31.09,2028.21
3432,1.980656,502,1715192,56.46,1583.67,1.850241,540,1796629,31.10,2028.21
3433,1.942521,512,1715704,56.46,1584.24,1.745699,572,1797201,31.10,2028.21
3434,1.924067,517,1716221,56.45,1585.70,1.895879,527,1797728,31.10,2028.21
3435,2.326331,428,1716649,56.47,1587.87,2.182841,458,1798186,31.10,2028.21
3436,1.971451,505,1717154,56.46,1588.20,2.191616,456,1798642,31.11,2028.21
3437,1.961790,507,1717661,56.46,1588.20,2.046025,488,1799130,31.10,2028.21
3438,1.924846,517,1718178,56.46,1588.47,2.137762,468,1799598,31.10,2028.21
3439,2.005680,497,1718675,56.46,1588.93,2.137113,467,1800065,31.10,2028.21
3440,2.072193,481,1719156,56.46,1589.05,2.097694,477,1800542,31.09,2028.21
3441,2.004327,497,1719653,56.46,1589.05,2.009490,497,1801039,31.09,2028.21
