second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
1113,1.852600,537,566161,55.87,558.99,1.775308,563,590718,28.45,642.28
1114,1.858945,535,566696,55.86,558.99,1.803159,554,591272,28.44,642.28
1115,1.953264,510,567206,55.86,559.10,1.855896,538,591810,28.45,644.33
1116,1.877842,530,567736,55.86,559.41,1.950953,513,592323,28.44,644.33
1117,1.891750,526,568262,55.86,559.74,2.157792,463,592786,28.45,644.33
1118,1.902468,523,568785,55.85,559.86,2.195932,455,593241,28.45,644.33
1119,2.043950,487,569272,55.85,560.81,2.171198,460,593701,28.45,644.33
1120,1.928217,516,569788,55.85,561.65,2.185558,457,594158,28.45,644.33
1121,1.894601,525,570313,55.87,562.16,2.146752,466,594624,28.46,644.33
1122,2.050280,485,570798,55.86,562.35,2.141864,466,595090,28.46,645.01
1123,2.029140,490,571288,55.86,562.38,2.153812,464,595554,28.46,645.01
1124,2.045142,488,571776,55.86,562.38,2.122473,471,596025,28.46,645.01
1125,2.034036,489,572265,55.85,562.38,2.131640,469,596494,28.46,645.01
1126,2.240640,443,572708,55.85,562.38,1.945827,513,597007,28.47,646.38
1127,2.388852,418,573126,55.85,562.94,1.763716,567,597574,28.47,646.38
1128,2.404326,414,573540,55.86,564.25,1.811111,551,598125,28.46,646.38
1129,2.450621,406,573946,55.86,564.34,1.784598,560,598685,28.47,649.04
1130,2.568113,388,574334,55.85,564.34,1.798996,556,599241,28.47,649.04
1131,2.448117,394,574728,55.85,564.34,1.858372,537,599778,28.46,649.04
1132,2.518032,408,575136,55.86,564.34,1.792542,558,600336,28.46,650.40
1133,2.386525,417,575553,55.86,564.61,1.802511,554,600890,28.46,650.73
1134,2.431917,410,575963,55.86,564.83,1.758939,568,601458,28.46,650.73
1135,2.336129,427,576390,55.85,564.92,1.791654,558,602016,28.46,652.09
1136,2.024047,492,576882,55.84,564.92,1.756207,569,602585,28.46,652.78
1137,1.871906,531,577413,55.84,565.33,1.772438,563,603148,28.45,655.51
1138,1.878471,530,577943,55.85,566.69,1.714404,583,603731,28.45,656.87
1139,1.960811,508,578451,55.84,566.98,1.756842,569,604300,28.45,656.87
1140,1.928877,516,578967,55.84,566.98,1.760411,567,604867,28.45,657.56
1141,1.945443,511,579478,55.84,567.22,1.758131,568,605435,28.45,658.07
1142,2.069086,480,579958,55.84,567.22,1.763010,567,606002,28.44,658.75
1143,2.039672,488,580446,55.84,567.22,1.802892,554,606556,28.44,660.11
1144,2.166099,459,580905,55.85,568.97,1.804100,554,607110,28.44,660.79
1145,2.006903,497,581402,55.86,570.66,1.753207,570,607680,28.44,660.79
1146,1.988132,500,581902,55.87,570.96,1.792961,557,608237,28.43,661.82
1147,2.047437,486,582388,55.87,571.30,1.755178,570,608807,28.43,661.82
1148,2.039937,487,582875,55.86,571.48,1.797657,555,609362,28.43,662.58
1149,2.066332,482,583357,55.87,571.63,1.787655,559,609921,28.42,662.92
1150,2.045214,487,583844,55.87,571.73,1.779778,562,610483,28.42,663.69
1151,2.003260,497,584341,55.87,571.73,1.759982,567,611050,28.41,663.69
1152,1.940344,513,584854,55.87,571.73,1.815782,551,611601,28.42,663.35
1153,1.954846,509,585363,55.87,574.50,1.779803,561,612162,28.41,664.03
1154,1.962868,507,585870,55.87,575.43,1.897954,526,612688,28.41,664.03
1155,1.976535,503,586373,55.87,575.43,2.081133,480,613168,28.41,664.11
1156,2.008236,495,586868,55.88,575.97,2.051008,488,613656,28.41,664.11
1157,1.827128,545,587413,55.87,575.97,2.011975,496,614152,28.41,664.80
1158,1.899566,524,587937,55.87,576.26,2.061836,485,614637,28.41,664.80
1159,1.933127,516,588453,55.87,576.54,2.069415,483,615120,28.41,664.11
1160,1.907275,522,588975,55.87,577.22,2.186986,457,615577,28.41,667.10
1161,1.909486,522,589497,55.87,577.22,2.135305,468,616045,28.44,668.46
1162,1.921429,519,590016,55.86,577.47,2.118462,471,616516,28.47,670.94
1163,1.948521,511,590527,55.86,577.47,2.046215,489,617005,28.47,670.94
1164,1.935690,515,591042,55.86,578.40,1.954330,511,617516,28.46,670.94
1165,1.907869,523,591565,55.86,578.71,1.769109,565,618081,28.46,670.60
1166,1.928150,517,592082,55.85,578.71,1.780211,561,618642,28.46,670.60
1167,2.067731,481,592563,55.85,580.57,1.773166,563,619205,28.46,669.92
1168,1.892639,527,593090,55.85,582.27,1.795235,557,619762,28.46,669.93
1169,1.894963,525,593615,55.86,583.03,1.796536,556,620318,28.46,669.58
1170,1.947281,511,594126,55.86,583.43,1.743352,573,620891,28.45,669.58
1171,1.907654,522,594648,55.86,583.43,1.791287,558,621449,28.45,669.24
1172,1.902768,523,595171,55.85,583.43,1.719650,581,622030,28.45,669.24
1173,1.888064,527,595698,55.85,583.73,1.767725,565,622595,28.44,669.58
1174,1.932789,514,596212,55.85,584.28,1.738659,575,623170,28.44,672.31
1175,1.976888,503,596715,55.86,584.28,1.742221,573,623743,28.44,672.31
1176,1.973583,504,597219,55.85,584.28,1.954998,511,624254,28.44,672.31
1177,2.025477,492,597711,55.85,584.67,2.052864,487,624741,28.44,672.31
1178,2.000714,498,598209,55.85,585.12,2.197591,455,625196,28.44,672.31
1179,2.224954,447,598656,55.86,585.88,2.189556,456,625652,28.45,673.21
1180,2.088110,477,599133,55.85,585.88,2.112155,473,626125,28.45,673.21
1181,2.017641,494,599627,55.85,585.88,2.053496,487,626612,28.46,675.27
1182,2.174473,458,600085,55.85,586.09,2.099437,476,627088,28.46,675.27
1183,2.200818,452,600537,55.85,586.30,2.066718,483,627571,28.46,675.27
1184,2.082460,477,601014,55.85,586.30,2.077160,481,628052,28.46,675.27
1185,2.166792,459,601473,55.86,587.46,2.096943,477,628529,28.46,675.95
1186,2.476355,403,601876,55.86,587.65,1.863368,536,629065,28.46,676.63
1187,2.640318,377,602253,55.85,587.84,1.810460,552,629617,28.46,676.63
1188,2.582805,385,602638,55.85,587.99,1.786728,559,630176,28.46,678.68
1189,2.672759,373,603011,55.85,587.99,1.717940,581,630757,28.46,678.68
1190,2.702054,368,603379,55.84,588.15,1.744564,573,631330,28.45,679.70
1191,2.553202,391,603770,55.84,588.27,1.745878,572,631902,28.45,679.70
1192,2.453213,406,604176,55.85,589.24,2.092997,477,632379,28.45,679.70
1193,2.544926,391,604567,55.85,591.11,1.708653,585,632964,28.44,679.70
1194,2.476419,403,604970,55.86,591.79,1.753905,570,633534,28.45,681.82
1195,2.287741,435,605405,55.86,592.24,1.721005,580,634114,28.44,682.50
1196,2.071071,481,605886,55.85,592.24,1.722494,580,634694,28.44,682.87
1197,1.882810,528,606414,55.85,592.36,1.742289,574,635268,28.44,682.87
1198,1.912757,521,606935,55.85,592.36,1.741430,573,635841,28.43,682.87
1199,1.918230,518,607453,55.84,592.36,1.892853,528,636369,28.44,685.60
1200,1.968171,506,607959,55.84,592.36,1.782276,561,636930,28.47,689.70
1201,1.998743,498,608457,55.84,592.36,1.763873,566,637496,28.49,691.07
1202,2.012738,480,608937,55.84,592.79,1.758076,569,638065,28.49,691.07
1203,2.004631,512,609449,55.85,593.83,1.781339,559,638624,28.50,693.12
1204,2.038573,488,609937,55.86,593.83,1.830004,547,639171,28.53,697.28
1205,1.960601,505,610442,55.86,595.00,1.821188,549,639720,28.55,699.16
1206,2.070318,484,610926,55.87,596.48,1.812990,551,640271,28.54,699.16
1207,1.893067,525,611451,55.87,596.66,1.852866,539,640810,28.54,699.16
1208,1.908021,521,611972,55.87,597.07,1.837623,544,641354,28.54,699.84
1209,1.981538,503,612475,55.88,598.07,1.866374,535,641889,28.54,699.84
1210,1.943432,512,612987,55.89,599.04,1.799028,556,642445,28.53,698.99
1211,1.933239,515,613502,55.89,599.04,1.802981,554,642999,28.53,698.99
1212,1.958519,508,614010,55.88,599.31,1.807980,552,643551,28.52,698.99
1213,1.910959,521,614531,55.88,599.56,1.869858,535,644086,28.52,701.72
1214,1.887713,527,615058,55.88,599.73,1.950623,512,644598,28.52,701.55
1215,1.891295,526,615584,55.89,600.12,2.063864,484,645082,28.52,701.55
1216,1.859761,536,616120,55.88,600.12,2.379766,420,645502,28.65,702.97
1217,1.995583,499,616619,55.88,600.95,2.048211,487,645989,28.64,703.01
1218,1.935719,511,617130,55.89,601.42,3.861315,259,646248,28.73,704.38
1219,1.984390,506,617636,55.90,602.44,2.052909,487,646735,28.73,704.42
1220,1.913638,520,618156,55.89,602.64,2.072860,482,647217,28.72,704.42
1221,1.923080,519,618675,55.89,602.82,2.041929,489,647706,28.71,704.42
1222,1.982847,503,619178,55.89,602.82,2.011331,497,648203,28.71,704.42
1223,2.101740,474,619652,55.88,602.82,2.088428,478,648681,28.71,704.42
1224,2.067968,482,620134,55.88,603.05,1.939605,516,649197,28.70,705.13
1225,2.098085,475,620609,55.88,603.60,1.852759,539,649736,28.70,705.17
1226,2.026835,492,621101,55.89,604.49,1.822924,548,650284,28.69,705.17
1227,1.995134,498,621599,55.89,604.49,1.808618,552,650836,28.69,705.17
1228,2.013355,497,622096,55.88,605.19,1.813559,551,651387,28.69,705.17
1229,2.037800,488,622584,55.88,605.89,1.835254,544,651931,28.68,705.17
1230,2.132915,467,623051,55.89,607.51,1.812947,551,652482,28.68,705.17
1231,2.033547,490,623541,55.88,608.00,1.758205,569,653051,28.67,705.17
1232,1.987545,500,624041,55.88,608.00,1.835389,544,653595,28.67,705.17
1233,1.978239,502,624543,55.88,608.28,2.006226,498,654093,28.66,706.80
1234,1.948673,511,625054,55.88,608.42,2.043099,489,654582,28.66,706.80
1235,1.959478,508,625562,55.89,611.16,1.811860,552,655134,28.65,706.80
1236,1.977184,504,626066,55.89,611.25,2.055524,486,655620,28.65,706.80
1237,1.983708,502,626568,55.89,611.25,2.242330,445,656065,28.65,706.80
1238,1.933141,515,627083,55.89,611.60,2.283476,438,656503,28.65,707.48
1239,2.035038,489,627572,55.88,611.60,2.278732,438,656941,28.65,708.66
1240,1.979604,503,628075,55.88,611.89,2.173528,460,657401,28.66,708.66
1241,1.940074,513,628588,55.88,612.14,2.201637,453,657854,28.65,708.66
1242,2.249100,443,629031,55.88,613.88,2.155844,464,658318,28.65,708.66
1243,2.309757,431,629462,55.89,614.52,2.201659,454,658772,28.66,710.02
1244,2.207808,451,629913,55.89,614.64,2.124889,470,659242,28.66,710.02
1245,2.240430,444,630357,55.89,614.76,2.099059,476,659718,28.66,710.02
1246,2.479118,402,630759,55.89,615.17,1.858705,537,660255,28.66,710.02
1247,2.527394,394,631153,55.89,615.37,1.801843,555,660810,28.65,710.02
1248,2.459266,405,631558,55.89,615.45,1.894610,527,661337,28.65,712.42
1249,2.510057,397,631955,55.89,615.45,1.799779,555,661892,28.65,712.42
1250,2.511205,396,632351,55.89,615.67,1.787378,559,662451,28.64,712.42
1251,2.408592,414,632765,55.89,615.83,1.791886,557,663008,28.64,713.44
1252,2.358720,422,633187,55.88,616.16,1.880131,532,663540,28.64,713.53
1253,2.156796,462,633649,55.88,617.04,1.850651,539,664079,28.64,713.53
1254,2.181001,456,634105,55.89,618.02,1.857527,538,664617,28.63,713.53
1255,2.114687,471,634576,55.89,618.02,1.930877,518,665135,28.63,714.90
1256,1.938991,513,635089,55.89,619.31,1.828422,546,665681,28.63,714.90
1257,2.018483,493,635582,55.90,619.47,1.803222,554,666235,28.62,714.90
1258,1.891046,527,636109,55.89,620.34,1.827244,547,666782,28.62,715.59
1259,1.876804,530,636639,55.89,620.63,1.808279,552,667334,28.62,715.59
1260,1.883673,529,637168,55.89,621.24,1.810252,552,667886,28.62,715.07
1261,1.847258,539,637707,55.90,622.22,1.823754,548,668434,28.61,715.07
1262,1.919369,518,638225,55.90,622.30,1.827565,69,668503,28.80,717.77
1263,1.914122,520,638745,55.91,622.58,4.277538,438,668941,28.84,717.81
1264,1.929160,515,639260,55.91,622.58,1.794809,556,669497,28.83,717.81
1265,1.920198,518,639778,55.91,622.58,1.835047,545,670042,28.82,717.81
1266,1.908579,522,640300,55.92,622.58,1.952720,511,670553,28.81,719.21
1267,1.926440,517,640817,55.92,622.58,1.842334,543,671096,28.80,719.21
1268,1.921176,518,641335,55.92,623.21,1.838959,543,671639,28.79,718.01
1269,2.139685,465,641800,55.93,624.83,1.889052,529,672168,28.80,718.70
1270,1.985615,501,642301,55.95,625.75,1.848302,540,672708,28.80,719.47
1271,1.966087,507,642808,55.95,626.45,1.803797,554,673262,28.78,719.47
1272,1.902368,523,643331,55.95,626.45,1.839387,543,673805,28.77,719.47
1273,1.901949,523,643854,55.94,626.75,1.845893,541,674346,28.77,720.15
1274,1.893149,526,644380,55.94,626.75,1.975113,506,674852,28.77,720.15
1275,1.869937,532,644912,55.94,626.94,2.069363,483,675335,28.77,720.15
1276,1.891586,526,645438,55.94,629.01,2.039287,490,675825,28.77,720.32
1277,1.898122,525,645963,55.95,630.65,1.991559,501,676326,28.77,720.32
1278,1.966920,506,646469,55.95,630.65,2.050063,488,676814,28.77,722.46
1279,1.918586,518,646987,55.94,630.95,2.033242,491,677305,28.77,722.46
1280,1.982884,504,647491,55.94,630.95,1.995463,500,677805,28.76,723.14
1281,2.121093,470,647961,55.95,631.53,2.013546,497,678302,28.76,723.14
1282,1.914641,520,648481,55.94,631.66,1.973051,507,678809,28.76,723.14
1283,1.983720,502,648983,55.94,631.81,2.038948,489,679298,28.76,723.14
1284,1.964782,508,649491,55.94,631.81,1.894990,528,679826,28.76,722.80
1285,1.934928,515,650006,55.93,632.19,1.829064,546,680372,28.76,724.16
1286,1.966213,506,650512,55.94,632.19,1.781894,561,680933,28.76,724.16
1287,2.001757,499,651011,55.93,632.19,1.748878,571,681504,28.75,723.14
1288,1.986396,501,651512,55.94,633.28,1.813855,551,682055,28.75,723.14
1289,1.929288,515,652027,55.94,633.72,1.818161,549,682604,28.74,723.14
1290,1.920254,518,652545,55.94,633.72,1.825075,547,683151,28.74,723.14
1291,1.933787,515,653060,55.93,634.14,1.823884,548,683699,28.74,723.77
1292,1.877488,529,653589,55.93,634.14,1.785722,560,684259,28.74,723.77
1293,1.920015,519,654108,55.93,635.59,1.814809,550,684809,28.73,723.77
1294,2.086676,477,654585,55.95,636.12,1.793696,557,685366,28.74,723.43
1295,1.912821,520,655105,55.94,636.23,1.823996,548,685914,28.73,723.43
1296,1.940253,513,655618,55.94,636.23,2.119839,471,686385,28.73,723.43
1297,1.963033,506,656124,55.94,636.72,2.233853,447,686832,28.74,725.40
1298,1.923068,518,656642,55.94,636.89,2.249217,445,687277,28.74,725.40
1299,1.976949,502,657144,55.94,637.14,2.186377,457,687734,28.74,725.40
1300,1.947252,512,657656,55.93,637.14,2.108533,472,688206,28.74,725.40
1301,1.910780,520,658176,55.93,637.40,2.243724,447,688653,28.75,726.08
1302,2.082020,478,658654,55.93,637.40,2.238550,446,689099,28.74,726.08
1303,2.089633,476,659130,55.93,637.40,2.132830,468,689567,28.74,726.08
1304,2.106402,473,659603,55.93,637.67,2.156404,464,690031,28.75,727.53
1305,2.024581,491,660094,55.94,638.97,2.086413,479,690510,28.75,727.53
1306,2.254603,442,660536,55.95,639.32,1.896985,526,691036,28.75,728.61
1307,2.551364,390,660926,55.96,641.63,1.865969,536,691572,28.75,729.29
1308,2.353982,422,661348,55.96,641.63,1.752617,570,692142,28.75,729.29
1309,2.328646,428,661776,55.95,641.63,1.778512,562,692704,28.74,729.29
1310,2.338998,426,662202,55.96,641.98,1.786029,559,693263,28.74,729.97
1311,2.315668,430,662632,55.96,641.98,1.791684,558,693821,28.74,729.97
1312,2.193658,452,663084,55.97,643.45,1.828653,546,694367,28.74,731.33
1313,2.192332,456,663540,55.97,643.57,1.851627,540,694907,28.74,731.34
1314,2.199260,453,663993,55.97,644.15,1.767686,565,695472,28.74,732.02
1315,2.236583,445,664438,55.96,644.15,1.908735,523,695995,28.73,732.02
1316,1.965029,507,664945,55.96,644.42,1.836763,544,696539,28.73,732.70
1317,1.888486,527,665472,55.96,644.70,1.824636,548,697087,28.73,732.70
1318,1.865204,533,666005,55.96,644.70,1.841277,542,697629,28.73,732.70
1319,1.938734,513,666518,55.96,644.79,1.830065,546,698175,28.73,736.10
1320,1.931602,515,667033,55.96,644.79,1.867917,535,698710,28.73,736.78
1321,2.056438,484,667517,55.95,644.79,1.813796,551,699261,28.73,736.78
1322,1.952116,510,668027,55.97,645.94,1.831225,546,699807,28.72,736.78
1323,1.954634,509,668536,55.98,647.63,1.827312,547,700354,28.72,737.54
1324,1.964636,506,669042,55.98,647.79,1.832453,545,700899,28.72,739.25
1325,1.978483,503,669545,55.98,647.99,1.897345,526,701425,28.72,739.25
1326,1.967255,506,670051,55.98,648.10,2.089694,478,701903,28.71,740.61
1327,1.973971,504,670555,55.98,648.31,1.913975,522,702425,28.73,741.98
1328,1.972859,505,671060,55.98,648.54,1.890628,529,702954,28.76,744.79
1329,2.046862,486,671546,55.98,649.97,1.821505,547,703501,28.77,747.53
1330,1.970959,506,672052,55.99,650.50,1.844072,543,704044,28.77,749.91
1331,1.939228,513,672565,56.00,650.50,1.848398,540,704584,28.77,749.92
1332,1.927374,516,673081,56.00,650.86,1.861040,537,705121,28.77,749.92
1333,1.924299,517,673598,56.00,650.99,1.799114,555,705676,28.76,749.23
1334,2.006639,496,674094,56.00,650.99,1.924080,519,706195,28.76,749.23
1335,1.880407,528,674622,56.00,652.81,2.017627,496,706691,28.76,749.57
1336,1.896560,525,675147,56.00,652.98,2.287362,436,707127,28.76,751.69
1337,1.877544,530,675677,56.00,652.98,2.134746,469,707596,28.79,752.37
1338,1.908355,521,676198,56.00,653.39,2.123135,471,708067,28.81,755.19
1339,1.986893,501,676699,55.99,653.78,2.024287,493,708560,28.82,756.55
1340,2.024178,492,677191,56.00,655.68,2.005101,499,709059,28.82,756.55
1341,2.017446,494,677685,55.99,655.83,2.063981,484,709543,28.81,756.55
1342,1.992863,499,678184,55.99,656.13,2.070096,482,710025,28.82,758.60
1343,1.939577,514,678698,55.99,656.13,2.067899,484,710509,28.82,758.61
1344,1.939567,514,679212,55.98,656.37,1.918740,520,711029,28.81,758.61
1345,1.919659,518,679730,55.98,656.61,1.768248,565,711594,28.81,758.61
1346,1.925805,518,680248,55.98,656.81,1.781608,561,712155,28.81,758.61
1347,1.948669,512,680760,55.99,658.27,1.795607,556,712711,28.80,758.61
1348,2.101859,474,681234,55.99,659.23,1.782584,560,713271,28.80,761.83
1349,1.959904,507,681741,55.99,659.33,1.815209,551,713822,28.80,761.83
1350,1.949877,510,682251,55.99,659.33,1.803079,554,714376,28.79,761.83
1351,1.849681,538,682789,55.99,659.33,1.805078,554,714930,28.79,761.83
1352,1.874180,531,683320,55.99,659.33,1.781657,560,715490,28.79,761.83
1353,1.841845,540,683860,55.99,659.33,1.851971,540,716030,28.78,761.83
1354,1.888756,527,684387,55.98,659.33,1.832040,545,716575,28.79,764.05
1355,1.886307,527,684914,55.98,659.67,1.793404,557,717132,28.78,764.05
1356,1.887807,527,685441,55.98,660.62,1.944693,514,717646,28.78,764.05
1357,1.898610,524,685965,55.98,662.88,2.090853,478,718124,28.78,767.12
1358,1.874742,530,686495,55.98,663.84,3.130687,318,718442,28.78,767.12
1359,1.897732,524,687019,55.98,664.16,2.085269,481,718923,28.77,767.12
1360,1.967514,506,687525,55.98,664.40,2.029337,492,719415,28.77,766.09
1361,2.100728,474,687999,55.99,665.06,2.021629,494,719909,28.78,768.22
1362,2.149400,463,688462,55.99,665.55,2.095386,477,720386,28.80,769.24
1363,2.262030,439,688901,55.98,666.05,2.082865,439,720825,28.83,773.34
1364,2.216427,448,689349,55.99,667.60,4.142760,262,721087,28.89,774.71
1365,2.095475,476,689825,56.00,667.99,2.014541,496,721583,28.96,774.75
1366,2.190782,455,690280,56.00,668.15,1.878351,532,722115,28.95,774.75
1367,2.428167,410,690690,56.00,668.15,1.790775,558,722673,28.94,774.75
1368,2.502191,398,691088,55.99,668.39,1.893703,527,723200,28.94,775.43
1369,2.387223,417,691505,56.00,668.39,1.998139,501,723701,28.94,775.43
1370,2.540923,392,691897,55.99,668.39,1.818386,549,724250,28.93,775.43
1371,2.416370,412,692309,55.99,668.39,1.800922,555,724805,28.93,775.47
1372,2.234800,445,692754,55.99,668.54,1.836131,544,725349,28.92,775.47
1373,2.210692,451,693205,56.00,668.78,1.834174,545,725894,28.92,775.47
1374,2.193667,454,693659,55.99,668.78,3.995650,250,726144,28.92,777.00
1375,2.239873,444,694103,55.99,668.97,1.875879,533,726677,29.02,777.03
1376,2.190390,455,694558,55.99,669.64,1.804964,553,727230,29.01,777.03
1377,1.914459,520,695078,56.01,671.13,1.829232,547,727777,29.00,777.03
1378,1.840858,540,695618,56.00,671.27,1.865376,535,728312,28.99,777.03
1379,1.917074,519,696137,56.00,671.39,1.821186,549,728861,28.99,777.03
1380,1.943307,512,696649,56.00,671.60,1.806390,553,729414,28.98,777.03
1381,1.890580,526,697175,56.00,671.64,1.811565,551,729965,28.98,777.07
1382,1.995774,499,697674,56.00,671.64,1.894321,528,730493,28.97,777.07
1383,1.986231,501,698175,56.00,672.37,1.850021,540,731033,28.97,779.12
1384,2.014113,494,698669,56.01,673.58,1.839513,543,731576,28.97,779.12
1385,1.942122,512,699181,56.02,673.76,1.795581,557,732133,28.96,779.12
1386,1.979207,502,699683,56.02,674.33,1.885095,530,732663,28.96,779.12
1387,1.953280,509,700192,56.02,674.70,1.927325,518,733181,28.95,779.11
1388,1.951080,509,700701,56.02,675.14,1.886939,529,733710,28.95,779.11
1389,1.995612,482,701183,56.02,675.14,1.831776,545,734255,28.94,779.11
1390,2.106296,489,701672,56.03,677.20,1.837360,545,734800,28.94,779.11
1391,1.941707,512,702184,56.03,677.79,1.823791,548,735348,28.94,779.11
1392,1.915675,519,702703,56.03,678.23,1.885923,530,735878,28.99,781.15
1393,1.902897,523,703226,56.03,678.23,1.844661,541,736419,29.07,781.27
1394,1.858235,535,703761,56.03,678.45,1.904381,525,736944,29.05,781.27
1395,1.891351,525,704286,56.03,679.91,2.508268,398,737342,29.05,781.27
1396,1.847649,539,704825,56.03,680.09,2.132311,469,737811,29.04,781.27
1397,1.853181,536,705361,56.03,680.29,2.073152,482,738293,29.04,781.27
1398,1.940692,513,705874,56.03,680.29,2.113955,473,738766,29.03,781.27
1399,2.047302,487,706361,56.02,680.29,2.130327,469,739235,29.03,781.27
1400,2.029214,491,706852,56.02,680.36,2.076924,481,739716,29.03,781.33
1401,2.011577,496,707348,56.01,681.69,2.091957,477,740193,29.02,781.33
1402,1.996114,498,707846,56.02,682.22,2.135968,468,740661,29.02,781.37
1403,2.189233,456,708302,56.02,682.41,2.152047,465,741126,29.02,781.37
1404,1.968592,507,708809,56.02,683.75,1.942017,514,741640,29.02,781.37
1405,1.935949,514,709323,56.02,683.94,1.878362,532,742172,29.02,781.37
1406,2.004207,498,709821,56.02,684.06,1.832122,545,742717,29.01,781.37
1407,2.014968,494,710315,56.01,684.06,1.875085,533,743250,29.01,781.37
1408,1.924552,518,710833,56.01,684.32,1.836442,544,743794,29.01,781.37
1409,1.871683,532,711365,56.01,684.85,1.805704,553,744347,29.00,781.37
1410,1.929764,516,711881,56.01,684.85,1.786303,560,744907,28.99,781.37
1411,1.879888,529,712410,56.01,685.08,1.807498,553,745460,28.99,781.37
1412,1.878311,529,712939,56.01,685.08,1.829223,546,746006,28.99,782.05
1413,1.850580,539,713478,56.00,686.04,1.881464,531,746537,28.98,782.05
1414,1.848747,537,714015,56.01,686.93,1.846225,541,747078,28.98,782.05
1415,1.879660,530,714545,56.01,686.93,1.821776,548,747626,28.98,782.05
1416,1.934353,514,715059,56.01,687.34,1.962851,506,748132,28.97,783.36
1417,1.983420,501,715560,56.02,687.73,2.060390,488,748620,28.97,783.36
1418,1.901643,524,716084,56.02,687.85,2.095969,477,749097,28.98,783.36
1419,1.913842,520,716604,56.02,687.85,2.067791,483,749580,28.97,783.36
1420,1.948752,511,717115,56.02,689.30,2.051690,487,750067,28.97,783.36
1421,1.897691,524,717639,56.03,689.96,2.071953,481,750548,28.98,784.72
1422,2.079639,479,718118,56.03,689.96,2.031351,493,751041,28.98,784.72
1423,1.947206,511,718629,56.02,689.96,2.076977,481,751522,28.98,785.41
1424,1.966198,506,719135,56.03,690.16,2.051167,487,752009,28.98,785.41
1425,2.066822,482,719617,56.03,690.34,2.077685,481,752490,28.98,785.41
1426,2.190774,454,720071,56.03,690.65,1.848724,541,753031,28.98,785.41
1427,2.301578,434,720505,56.03,690.77,1.919855,520,753551,28.98,786.77
1428,2.220422,447,720952,56.03,690.77,1.847396,541,754092,28.97,786.78
1429,2.179923,457,721409,56.03,690.77,1.827585,547,754639,28.97,786.78
1430,2.286212,436,721845,56.03,691.23,1.805257,553,755192,28.97,788.14
1431,2.515232,396,722241,56.03,691.74,1.843019,542,755734,28.96,788.14
1432,2.239593,445,722686,56.04,695.59,1.815697,551,756285,28.96,788.14
1433,2.148379,463,723149,56.05,696.71,1.858005,537,756822,28.96,790.19
1434,2.126610,468,723617,56.05,696.82,1.828777,547,757369,28.95,790.19
1435,2.107790,472,724089,56.05,696.82,1.867758,535,757904,28.95,790.19
1436,1.931021,516,724605,56.05,696.95,1.869242,534,758438,28.95,790.19
1437,1.983501,501,725106,56.05,697.71,1.825041,548,758986,28.94,792.33
1438,1.877156,530,725636,56.04,697.71,1.865856,535,759521,28.94,792.33
1439,1.918516,519,726155,56.04,699.27,2.055599,486,760007,28.94,791.65
1440,1.912106,520,726675,56.05,701.19,1.852769,539,760546,28.96,796.44
1441,1.966763,507,727182,56.05,701.25,1.853389,540,761086,28.99,799.17
1442,1.963908,507,727689,56.05,701.49,1.814967,550,761636,29.00,800.60
1443,1.924616,517,728206,56.05,701.71,1.777833,562,762198,28.99,802.73
1444,1.939586,512,728718,56.05,701.71,1.835641,544,762742,28.99,802.73
1445,1.950782,511,729229,56.05,701.71,1.857525,538,763280,28.99,804.09
1446,2.119130,470,729699,56.07,703.62,1.874699,533,763813,28.98,804.09
1447,1.976340,503,730202,56.07,703.89,1.874202,533,764346,28.98,804.10
1448,1.952545,510,730712,56.07,703.89,1.827711,547,764893,28.98,804.10
1449,2.003841,497,731209,56.07,704.09,1.822948,548,765441,28.98,804.10
1450,2.047330,486,731695,56.07,704.30,1.816510,550,765991,28.97,805.46
1451,1.916427,519,732214,56.07,705.73,1.817106,550,766541,28.97,807.51
1452,1.883418,528,732742,56.09,706.33,1.805858,552,767093,28.97,807.51
1453,1.906741,522,733264,56.08,706.58,1.842722,543,767636,28.96,807.51
1454,1.845758,539,733803,56.08,706.71,2.263406,442,768078,28.97,809.02
1455,1.861545,534,734337,56.08,706.71,2.159974,458,768536,29.00,812.43
1456,1.821541,546,734883,56.08,706.71,2.210462,456,768992,29.02,817.27
1457,1.837512,542,735425,56.07,708.01,2.058465,486,769478,29.03,817.96
1458,1.890258,527,735952,56.07,708.74,2.009255,497,769975,29.03,817.96
1459,1.935330,515,736467,56.08,709.98,2.081551,480,770455,29.03,817.96
1460,2.139890,466,736933,56.09,710.67,2.030667,492,770947,29.03,817.96
1461,1.958425,509,737442,56.08,710.94,2.066037,484,771431,29.02,817.96
1462,1.939972,513,737955,56.08,711.04,2.100493,475,771906,29.02,817.96
1463,1.927856,517,738472,56.08,711.26,2.028340,493,772399,29.02,819.32
1464,1.938233,514,738986,56.07,711.26,1.908439,524,772923,29.02,820.69
1465,1.981721,503,739489,56.07,711.50,1.742809,573,773496,29.02,820.69
1466,1.990627,501,739990,56.07,711.73,1.721042,581,774077,29.01,820.69
