second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8_snapshot2,throughput_zookeeper_v3.4.8_snapshot2,cumulative_throughput_zookeeper_v3.4.8_snapshot2,avg_cpu_zookeeper_v3.4.8_snapshot2,avg_memory_mb_zookeeper_v3.4.8_snapshot2,avg_latency_ms_zookeeper_v3.4.8_snapshot3,throughput_zookeeper_v3.4.8_snapshot3,cumulative_throughput_zookeeper_v3.4.8_snapshot3,avg_cpu_zookeeper_v3.4.8_snapshot3,avg_memory_mb_zookeeper_v3.4.8_snapshot3
711,2.725820,366,327430,55.65,397.13,2.122877,471,345363,27.57,469.90,1.861698,536,354863,25.58,473.93
712,3.007725,332,327762,55.64,397.13,2.143566,466,345829,27.57,469.90,1.896402,527,355390,25.58,475.64
713,2.807836,355,328117,55.63,397.37,2.096151,477,346306,27.58,469.89,1.864940,536,355926,25.57,475.64
714,3.145623,317,328434,55.64,397.61,2.086083,479,346785,27.57,469.89,1.885678,530,356456,25.57,475.64
715,2.874828,347,328781,55.63,398.52,2.120724,471,347256,27.57,469.89,1.892413,528,356984,25.57,476.66
716,2.844650,351,329132,55.63,398.86,2.119582,471,347727,27.58,471.26,1.890683,528,357512,25.57,477.34
717,2.968678,336,329468,55.63,399.19,2.102242,476,348203,27.58,473.31,1.913500,523,358035,25.56,477.34
718,2.858193,349,329817,55.62,399.19,1.934436,517,348720,27.57,473.31,1.900707,525,358560,25.57,479.04
719,2.930422,340,330157,55.62,400.37,1.913007,522,349242,27.57,473.17,1.884004,531,359091,25.56,479.04
720,2.397263,416,330573,55.64,400.99,1.929583,517,349759,27.57,473.17,1.857476,538,359629,25.56,480.42
721,2.116267,471,331044,55.64,401.34,1.946490,514,350273,27.56,473.85,1.919082,520,360149,25.56,480.42
722,2.126534,469,331513,55.64,402.93,1.957262,511,350784,27.56,473.51,1.946891,514,360663,25.56,481.79
723,2.045554,487,332000,55.66,403.67,1.944142,514,351298,27.55,475.55,2.424921,412,361075,25.57,481.45
724,2.074660,480,332480,55.66,403.67,2.098567,476,351774,27.55,475.55,2.365083,423,361498,25.57,481.27
725,2.002247,498,332978,55.66,404.10,2.102307,475,352249,27.55,475.55,2.397980,416,361914,25.57,482.79
726,1.995713,499,333477,55.66,404.33,2.192955,456,352705,27.55,476.24,2.420319,413,362327,25.57,483.13
727,1.956248,510,333987,55.66,404.33,2.166831,461,353166,27.54,476.24,2.385112,419,362746,25.57,483.13
728,1.990753,500,334487,55.68,404.33,2.129630,469,353635,27.54,476.92,2.319190,431,363177,25.57,483.13
729,1.978258,504,334991,55.69,405.17,2.110831,473,354108,27.55,477.68,2.463687,405,363582,25.57,483.82
730,1.945536,512,335503,55.69,405.17,2.062458,485,354593,27.55,478.36,2.256145,444,364026,25.58,484.50
731,1.853071,537,336040,55.69,405.82,2.125381,470,355063,27.54,479.12,1.982002,504,364530,25.58,484.50
732,1.965267,507,336547,55.68,406.28,2.112653,473,355536,27.54,479.12,2.023809,494,365024,25.58,484.50
733,1.898143,525,337072,55.69,406.39,2.096834,477,356013,27.54,479.80,1.940715,514,365538,25.57,485.60
734,1.924926,517,337589,55.68,406.39,1.885903,529,356542,27.55,481.16,1.930077,518,366056,25.57,485.60
735,1.995287,500,338089,55.69,407.15,1.918070,521,357063,27.54,481.16,1.920633,521,366577,25.57,486.35
736,1.978677,503,338592,55.71,407.92,1.938760,516,357579,27.53,481.16,1.898436,525,367102,25.57,487.03
737,1.929219,517,339109,55.71,407.92,1.932740,517,358096,27.53,481.16,1.979718,506,367608,25.56,487.03
738,1.984248,502,339611,55.70,407.92,1.894561,527,358623,27.52,481.85,2.086977,478,368086,25.56,487.14
739,2.055112,483,340094,55.70,408.22,1.894360,527,359150,27.52,483.90,2.039129,491,368577,25.57,487.14
740,2.155807,464,340558,55.69,408.51,1.971459,507,359657,27.51,483.90,2.070647,482,369059,25.57,487.82
741,2.148762,464,341022,55.70,410.17,2.008179,498,360155,27.52,484.57,2.030775,492,369551,25.57,487.82
742,2.101271,474,341496,55.70,410.43,2.040470,490,360645,27.51,484.57,2.067925,484,370035,25.57,487.82
743,2.077247,479,341975,55.70,411.17,2.071612,482,361127,27.54,484.57,2.043335,489,370524,25.57,488.33
744,2.110476,473,342448,55.70,412.14,2.021849,494,361621,27.57,486.01,2.023200,494,371018,25.57,489.02
745,2.154519,463,342911,55.72,415.47,2.113987,473,362094,27.57,486.69,2.001415,498,371516,25.57,489.70
746,2.171644,459,343370,55.72,415.67,2.028815,492,362586,27.57,487.03,2.060730,486,372002,25.57,490.73
747,2.153509,463,343833,55.71,415.86,2.002805,499,363085,27.57,487.03,1.979004,505,372507,25.57,491.41
748,2.218412,449,344282,55.72,415.96,2.017307,495,363580,27.57,487.71,1.869210,534,373041,25.57,491.41
749,2.170731,460,344742,55.72,416.21,2.044331,489,364069,27.57,488.47,1.904724,525,373566,25.57,492.10
750,2.127663,468,345210,55.72,416.44,1.982491,504,364573,27.57,488.47,1.884694,530,374096,25.57,493.12
751,2.236085,445,345655,55.71,416.57,1.951733,512,365085,27.57,488.13,1.938953,515,374611,25.57,493.63
752,2.199909,452,346107,55.70,417.45,1.979572,505,365590,27.56,488.13,1.920818,521,375132,25.56,494.31
753,2.138963,466,346573,55.69,417.61,1.926644,518,366108,27.56,488.81,1.865264,535,375667,25.56,493.97
754,2.133797,468,347041,55.71,418.69,1.904656,525,366633,27.55,489.15,1.888824,528,376195,25.56,495.33
755,2.305387,433,347474,55.72,419.55,2.897534,345,366978,27.55,489.15,1.863967,537,376732,25.55,495.33
756,2.082049,478,347952,55.72,419.72,1.887002,529,367507,27.70,492.95,1.857734,537,377269,25.55,496.36
757,2.107895,473,348425,55.72,419.72,1.864820,536,368043,27.69,493.63,1.839501,541,377810,25.55,496.36
758,2.082537,477,348902,55.72,420.02,2.695957,371,368414,27.69,493.63,2.521707,399,378209,25.64,497.90
759,2.097552,476,349378,55.71,420.32,1.818788,549,368963,27.79,494.42,1.940687,515,378724,25.63,498.58
760,2.177317,458,349836,55.71,420.86,1.844707,541,369504,27.78,494.42,1.890154,528,379252,25.62,498.58
761,2.189347,456,350292,55.71,420.86,1.902252,525,370029,27.77,494.11,1.885377,529,379781,25.62,498.58
762,2.397573,415,350707,55.72,421.88,1.872024,534,370563,27.76,494.18,1.895323,528,380309,25.62,498.92
763,2.367410,422,351129,55.72,422.74,1.854491,539,371102,27.76,494.18,1.869281,535,380844,25.61,498.92
764,2.438969,409,351538,55.74,424.29,1.861590,537,371639,27.75,494.18,1.924532,519,381363,25.61,499.61
765,2.468200,404,351942,55.74,424.42,1.835582,544,372183,27.75,494.18,1.928085,518,381881,25.61,499.61
766,2.264426,440,352382,55.73,424.52,1.831145,546,372729,27.75,493.83,1.925484,518,382399,25.61,499.26
767,2.359663,422,352804,55.73,424.72,1.852575,527,373256,27.74,493.87,1.952195,513,382912,25.60,499.67
768,2.312938,431,353235,55.73,425.30,2.199605,465,373721,27.74,493.87,1.904126,525,383437,25.60,499.69
769,2.317498,430,353665,55.74,425.93,2.134508,468,374189,27.74,493.87,1.892685,528,383965,25.60,499.71
770,2.718368,366,354031,55.74,425.93,2.151841,464,374653,27.74,493.87,1.908575,522,384487,25.60,499.71
771,2.935055,341,354372,55.73,425.93,2.146938,466,375119,27.74,494.61,1.896315,528,385015,25.59,499.36
772,2.996218,333,354705,55.72,425.93,2.094029,477,375596,27.74,494.61,1.945058,514,385529,25.60,499.36
773,2.812935,354,355059,55.71,425.93,2.121878,471,376067,27.74,497.23,1.899274,526,386055,25.59,499.36
774,3.089107,323,355382,55.70,426.19,2.054709,486,376553,27.74,497.23,1.925217,519,386574,25.59,499.36
775,3.111715,321,355703,55.72,426.76,2.485708,402,376955,27.74,497.23,3.209164,311,386885,25.73,500.31
776,3.116315,319,356022,55.71,427.70,2.351646,425,377380,27.73,497.23,1.895186,528,387413,25.71,499.97
777,3.235785,309,356331,55.71,427.70,2.100361,475,377855,27.73,497.91,1.904395,524,387937,25.70,499.97
778,3.058107,326,356657,55.70,428.11,1.886882,530,378385,27.73,497.91,1.946085,513,388450,25.70,500.16
779,3.232459,309,356966,55.71,428.78,1.858973,537,378922,27.73,498.37,1.874015,534,388984,25.70,500.16
780,2.465274,404,357370,55.71,429.31,1.923969,520,379442,27.72,499.05,1.902918,525,389509,25.70,500.93
781,2.164927,460,357830,55.71,429.31,1.900088,525,379967,27.72,499.05,1.991051,502,390011,25.70,501.01
782,2.099149,474,358304,55.71,429.43,1.915137,522,380489,27.71,499.05,1.909140,523,390534,25.70,501.01
783,2.120855,469,358773,55.71,429.76,1.909745,522,381011,27.71,501.63,2.446836,409,390943,25.70,501.01
784,2.174111,457,359230,55.71,430.03,2.003759,500,381511,27.71,501.63,2.469454,404,391347,25.70,501.01
785,2.225446,448,359678,55.71,430.03,2.030856,492,382003,27.71,501.97,2.397600,417,391764,25.70,501.75
786,2.111978,472,360150,55.73,431.28,2.062105,484,382487,27.71,503.34,2.457727,407,392171,25.70,501.75
787,2.104826,472,360622,55.73,431.46,2.036967,491,382978,27.71,503.35,2.464783,405,392576,25.71,501.75
788,2.089921,476,361098,55.74,431.62,2.336781,427,383405,27.71,504.03,2.448382,408,392984,25.71,502.44
789,2.049460,486,361584,55.74,431.92,2.221931,450,383855,27.70,504.03,2.586742,387,393371,25.72,504.48
790,2.023114,492,362076,55.73,432.08,1.984775,503,384358,27.70,505.05,2.567705,388,393759,25.72,507.74
791,2.033664,489,362565,55.73,432.08,1.951473,512,384870,27.70,505.05,2.227148,450,394209,25.92,515.43
792,2.047130,487,363052,55.73,432.08,2.008309,498,385368,27.71,508.56,1.994040,501,394710,25.92,519.91
793,2.090152,476,363528,55.74,433.01,1.942949,514,385882,27.71,508.56,1.918489,520,395230,25.92,524.83
794,2.057424,484,364012,55.73,433.49,1.849789,540,386422,27.70,508.56,1.961861,510,395740,25.92,525.00
795,1.988424,501,364513,55.74,433.75,1.857333,538,386960,27.70,509.47,1.926578,519,396259,25.92,529.78
796,1.999254,499,365012,55.75,435.24,1.893512,528,387488,27.70,510.15,1.916999,521,396780,25.91,529.78
797,2.059316,483,365495,55.75,435.24,1.843624,542,388030,27.69,510.83,1.980496,505,397285,25.91,530.51
798,2.003377,496,365991,55.75,435.24,1.883932,530,388560,27.69,510.83,2.049960,487,397772,25.91,530.51
799,2.103233,473,366464,55.75,435.75,1.864488,536,389096,27.68,510.83,2.138338,467,398239,25.91,532.35
800,2.210062,451,366915,55.77,435.75,1.953411,511,389607,27.69,512.87,2.114532,473,398712,25.91,532.40
801,2.396658,415,367330,55.76,435.75,2.046147,489,390096,27.69,513.56,2.070369,482,399194,25.91,533.08
802,2.051591,486,367816,55.76,435.75,2.008599,497,390593,27.69,513.56,2.090780,479,399673,25.91,533.76
803,2.034974,489,368305,55.76,435.75,2.013728,497,391090,27.69,513.56,2.129385,469,400142,25.91,533.83
804,2.118679,470,368775,55.77,436.74,2.063518,484,391574,27.69,514.99,2.083520,480,400622,25.91,533.83
805,2.114130,471,369246,55.78,437.02,2.026923,493,392067,27.69,514.66,2.124609,470,401092,25.91,534.52
806,2.072400,481,369727,55.78,437.02,1.986650,502,392569,27.69,514.66,2.136504,468,401560,25.91,536.05
807,2.274138,439,370166,55.79,439.73,1.933543,518,393087,27.69,514.67,2.063685,484,402044,25.91,536.05
808,2.088832,478,370644,55.78,440.33,2.181795,457,393544,27.81,525.05,2.045807,488,402532,25.91,536.73
809,2.148547,464,371108,55.78,440.64,2.036282,491,394035,27.82,528.67,1.956802,511,403043,25.91,537.41
810,2.172952,458,371566,55.78,440.97,2.113821,473,394508,27.85,530.73,1.901314,525,403568,25.91,538.10
811,2.199451,454,372020,55.78,441.17,1.993385,501,395009,27.88,531.71,1.891736,529,404097,25.91,538.78
812,2.077008,480,372500,55.77,441.17,1.867708,535,395544,27.89,536.56,1.848496,540,404637,25.90,539.46
813,2.173140,459,372959,55.77,442.46,1.922335,520,396064,27.89,536.56,1.839968,543,405180,25.90,540.14
814,2.406112,414,373373,55.78,444.24,1.803057,554,396618,27.90,539.08,1.862988,536,405716,25.90,540.14
815,2.161586,461,373834,55.80,444.93,1.844699,542,397160,27.90,539.76,1.940128,516,406232,25.89,540.61
816,2.152647,462,374296,55.79,444.93,1.793406,557,397717,27.90,539.76,1.945646,513,406745,25.89,540.61
817,2.194187,450,374746,55.79,445.32,1.902884,525,398242,27.90,543.86,1.917455,521,407266,25.89,540.95
818,2.182699,460,375206,55.79,445.32,1.884736,530,398772,27.89,544.54,1.870045,535,407801,25.88,541.63
819,2.256760,442,375648,55.79,445.84,1.838881,543,399315,27.89,545.30,1.882115,531,408332,25.88,541.63
820,2.280290,437,376085,55.79,446.38,1.832422,546,399861,27.89,546.14,1.924544,518,408850,25.88,541.98
821,2.393163,416,376501,55.79,446.57,1.855394,538,400399,27.89,546.82,1.847661,542,409392,25.88,541.97
822,2.496346,399,376900,55.78,446.70,1.851250,540,400939,27.88,547.50,1.860366,537,409929,25.87,541.97
823,2.377026,419,377319,55.79,447.11,1.815356,550,401489,27.88,554.50,1.858324,537,410466,25.87,541.97
824,2.620754,381,377700,55.80,448.62,1.874760,533,402022,27.88,554.50,1.845088,542,411008,25.87,541.63
825,2.465021,404,378104,55.81,449.65,1.872876,533,402555,27.87,554.50,1.857233,538,411546,25.87,541.63
826,2.396437,416,378520,55.81,449.96,1.878843,532,403087,27.87,555.18,1.867402,535,412081,25.86,541.97
827,2.435187,409,378929,55.81,450.48,1.873793,533,403620,27.87,555.86,1.887946,529,412610,25.86,541.62
828,2.538515,392,379321,55.80,451.01,2.060495,485,404105,27.86,557.23,1.887762,529,413139,25.86,541.62
829,2.663822,374,379695,55.80,451.26,2.126297,470,404575,27.86,557.23,1.903515,525,413664,25.86,541.96
830,3.074457,324,380019,55.80,451.26,2.115371,473,405048,27.86,557.91,1.939367,515,414179,25.86,541.96
831,3.467665,289,380308,55.78,451.26,2.128088,469,405517,27.86,558.59,1.893734,528,414707,25.86,541.62
832,3.853794,259,380567,55.79,452.41,2.152675,464,405981,27.87,559.27,1.864923,536,415243,25.85,541.62
833,3.340412,298,380865,55.78,452.56,2.161621,462,406443,27.91,560.64,1.912767,522,415765,25.85,540.94
834,3.231873,309,381174,55.77,452.75,2.022603,495,406938,27.92,560.47,1.887521,530,416295,25.85,540.94
835,3.172537,314,381488,55.76,453.21,3.516571,284,407222,28.03,561.93,1.846237,541,416836,25.84,541.62
836,3.216523,311,381799,55.75,453.63,2.114883,473,407695,28.02,561.93,1.934645,516,417352,25.84,541.28
837,3.415521,292,382091,55.75,453.63,2.080898,480,408175,28.01,562.61,1.885524,530,417882,25.84,541.28
838,3.213391,310,382401,55.75,456.01,1.906109,524,408699,28.01,562.64,1.830829,546,418428,25.84,541.62
839,3.351686,297,382698,55.75,456.72,1.881172,531,409230,28.01,562.29,1.861661,537,418965,25.84,542.99
840,2.718643,367,383065,55.75,456.80,1.864782,536,409766,28.00,561.78,1.919432,520,419485,25.84,542.65
841,2.243642,438,383503,55.75,457.25,1.850491,540,410306,28.00,562.12,1.897496,527,420012,25.84,542.65
842,2.409113,419,383922,55.77,457.75,1.820093,549,410855,27.99,562.12,2.880756,347,420359,25.95,543.78
843,2.296510,433,384355,55.77,457.75,1.883767,530,411385,27.99,562.46,2.301931,434,420793,25.94,543.78
844,2.241191,445,384800,55.77,457.75,2.074154,482,411867,27.98,561.44,2.461424,406,421199,25.93,544.14
845,2.133569,466,385266,55.77,457.75,2.045648,489,412356,27.98,561.44,2.455681,407,421606,25.94,545.50
846,2.146775,464,385730,55.77,457.75,2.064458,484,412840,27.98,561.09,2.475091,403,422009,25.93,545.50
847,2.192452,454,386184,55.76,458.58,2.035462,491,413331,27.98,561.43,2.477730,404,422413,25.93,545.50
848,2.073375,480,386664,55.76,458.81,2.053216,486,413817,27.98,561.43,2.463994,405,422818,25.94,546.87
849,2.262883,440,387104,55.77,459.49,2.067945,484,414301,27.98,561.09,2.480794,403,423221,25.93,546.87
850,2.144513,464,387568,55.79,460.04,2.056004,486,414787,27.98,561.09,2.282738,438,423659,25.94,546.87
851,2.094008,475,388043,55.79,460.04,2.090127,478,415265,27.97,561.09,2.038911,490,424149,25.94,548.23
852,2.095229,475,388518,55.78,460.55,2.050056,487,415752,27.97,561.09,2.097392,476,424625,25.94,548.23
853,2.071573,481,388999,55.78,460.56,2.023469,494,416246,27.97,561.77,1.951242,513,425138,25.94,548.24
854,2.091889,476,389475,55.77,460.85,1.865575,536,416782,27.97,561.77,1.900455,525,425663,25.94,550.29
855,2.136609,466,389941,55.77,460.85,1.890859,528,417310,27.97,561.77,1.850346,540,426203,25.93,550.29
856,2.187294,455,390396,55.77,461.19,1.949168,512,417822,27.96,561.77,1.830415,546,426749,25.93,551.65
857,2.259894,441,390837,55.77,461.58,1.939304,516,418338,27.96,561.84,1.920537,520,427269,25.94,551.78
858,2.101840,473,391310,55.78,463.59,1.958998,510,418848,27.95,562.52,2.063965,485,427754,25.93,551.78
859,2.174224,457,391767,55.79,465.47,4.199100,238,419086,27.97,563.89,5.048497,198,427952,26.10,553.86
860,2.203123,451,392218,55.79,465.90,1.973943,506,419592,28.09,563.99,2.105068,474,428426,26.10,553.86
861,2.212271,452,392670,55.79,466.12,1.971123,507,420099,28.08,563.99,2.136262,468,428894,26.08,553.86
862,2.487387,400,393070,55.79,466.24,2.012847,496,420595,28.07,563.99,2.143533,466,429360,26.08,554.54
863,2.536342,393,393463,55.78,466.24,2.034478,491,421086,28.07,564.00,2.087026,479,429839,26.08,554.54
864,2.385226,417,393880,55.78,466.64,2.005204,498,421584,28.07,565.22,2.141525,467,430306,26.07,554.54
865,2.523506,395,394275,55.77,466.64,2.060387,485,422069,28.07,565.22,2.093810,476,430782,26.08,555.22
866,2.219233,449,394724,55.79,466.96,2.025682,494,422563,28.07,565.30,2.044705,490,431272,26.08,555.22
867,2.282995,438,395162,55.78,466.96,2.046872,488,423051,28.06,565.30,1.970067,507,431779,26.08,555.22
868,2.167582,459,395621,55.78,467.17,2.030157,492,423543,28.06,565.30,1.909088,523,432302,26.08,554.92
869,2.190486,456,396077,55.78,468.77,1.978265,505,424048,28.06,565.29,1.897680,527,432829,26.07,554.92
870,2.181367,457,396534,55.78,468.99,1.935532,516,424564,28.06,565.29,1.919160,520,433349,26.07,554.75
871,2.120108,470,397004,55.79,469.55,1.903884,525,425089,28.05,565.29,1.873520,534,433883,26.07,554.74
872,2.134644,467,397471,55.79,469.94,1.917693,521,425610,28.05,565.29,1.853143,539,434422,26.06,554.74
873,2.278513,438,397909,55.78,470.14,1.936004,516,426126,28.05,565.29,1.847148,541,434963,26.06,555.08
874,2.121313,469,398378,55.79,470.38,1.919508,519,426645,28.04,565.29,1.899528,526,435489,26.06,555.08
875,2.183108,457,398835,55.79,470.38,1.885323,532,427177,28.04,565.44,1.862446,536,436025,26.06,554.74
876,2.362976,421,399256,55.78,470.62,1.883610,530,427707,28.04,565.44,1.858856,538,436563,26.06,554.41
877,2.286681,436,399692,55.78,470.62,1.867563,535,428242,28.03,565.44,1.863675,535,437098,26.05,554.41
878,2.147682,463,400155,55.78,471.42,1.915771,522,428764,28.03,565.44,1.867202,536,437634,26.05,554.82
879,2.214293,449,400604,55.78,471.59,1.870342,534,429298,28.03,566.69,1.925641,519,438153,26.05,554.82
880,2.193915,453,401057,55.79,473.90,1.896170,527,429825,28.02,566.01,2.040326,489,438642,26.05,555.16
881,2.374390,420,401477,55.80,476.22,1.903309,524,430349,28.02,566.01,1.937862,516,439158,26.04,555.16
882,2.490326,399,401876,55.81,477.12,1.964255,509,430858,28.01,567.07,1.896517,527,439685,26.04,555.17
883,2.354528,424,402300,55.81,477.24,1.946113,514,431372,28.01,567.07,1.887282,529,440214,26.04,555.51
884,2.432800,409,402709,55.81,477.69,1.857520,537,431909,28.04,567.42,1.884383,530,440744,26.04,555.51
885,2.612103,381,403090,55.81,477.69,1.860094,537,432446,28.07,569.12,1.812998,552,441296,26.03,555.51
886,2.395358,416,403506,55.80,477.85,1.793489,557,433003,28.07,570.57,1.846146,541,441837,26.03,556.26
887,2.313072,431,403937,55.80,478.02,1.825195,547,433550,28.06,570.57,1.834092,544,442381,26.03,557.92
888,2.293678,434,404371,55.80,478.02,2.042271,490,434040,28.06,570.57,1.852446,540,442921,26.02,558.94
889,2.417193,412,404783,55.80,478.02,2.083929,479,434519,28.06,570.57,1.922703,520,443441,26.03,558.94
890,2.857143,349,405132,55.80,478.02,2.091021,478,434997,28.06,570.57,1.863700,536,443977,26.02,559.62
891,3.287628,303,405435,55.80,478.17,2.050956,487,435484,28.06,571.32,1.876947,531,444508,26.02,559.96
892,3.107337,319,405754,55.80,479.00,2.179780,459,435943,28.06,571.32,1.838496,544,445052,26.02,559.96
893,3.076210,326,406080,55.80,479.40,2.176410,459,436402,28.09,573.37,1.857389,539,445591,26.01,560.31
894,3.650553,274,406354,55.80,479.50,2.139778,467,436869,28.13,574.73,1.866471,534,446125,26.01,560.99
895,3.521080,283,406637,55.78,479.76,2.067964,482,437351,28.13,575.42,1.825949,548,446673,26.01,562.36
896,3.122438,320,406957,55.78,479.76,2.094688,478,437829,28.13,575.42,1.837354,544,447217,26.01,562.36
897,3.447809,289,407246,55.77,479.76,2.026585,493,438322,28.12,575.42,1.849633,540,447757,26.01,562.36
898,3.034071,329,407575,55.77,479.76,1.844284,542,438864,28.12,575.42,1.899539,526,448283,26.01,562.35
899,3.123452,318,407893,55.76,479.94,1.800961,554,439418,28.12,576.10,1.870155,534,448817,26.01,562.35
900,2.518033,390,408283,55.76,479.94,1.844887,542,439960,28.11,576.10,1.903533,525,449342,26.01,562.35
901,2.298594,441,408724,55.77,481.11,1.831898,545,440505,28.11,576.11,1.907560,524,449866,26.01,562.35
902,2.308313,432,409156,55.77,481.57,1.790705,558,441063,28.11,576.79,1.951302,512,450378,26.01,563.04
903,2.233405,445,409601,55.78,481.57,1.834099,545,441608,28.11,576.79,2.335992,428,450806,26.01,562.69
904,2.210966,451,410052,55.78,481.77,2.014040,496,442104,28.10,577.47,2.449591,408,451214,26.02,563.37
905,2.303020,433,410485,55.79,482.92,2.057601,485,442589,28.10,578.15,2.456318,406,451620,26.01,563.37
906,2.280763,436,410921,55.80,484.84,2.066672,484,443073,28.10,578.15,2.438646,411,452031,26.01,564.06
907,2.153560,464,411385,55.80,484.84,2.010113,497,443570,28.10,578.83,2.436290,410,452441,26.02,564.74
908,2.235131,446,411831,55.79,485.07,2.027382,493,444063,28.10,578.83,2.347072,426,452867,26.01,564.74
909,2.183881,456,412287,55.81,485.07,2.022864,494,444557,28.10,579.52,2.449965,408,453275,26.02,564.91
910,2.224076,448,412735,55.80,485.07,2.020388,494,445051,28.10,579.52,2.270916,439,453714,26.02,565.08
911,2.147581,463,413198,55.80,485.44,1.986601,503,445554,28.09,579.52,1.957311,511,454225,26.02,565.08
912,2.317892,430,413628,55.80,485.82,2.036810,491,446045,28.09,580.89,1.984668,504,454729,26.01,566.97
913,2.161286,461,414089,55.79,485.82,2.000402,499,446544,28.09,580.89,1.917994,521,455250,26.02,566.97
914,2.095129,475,414564,55.79,485.82,2.058329,486,447030,28.08,580.89,1.878642,531,455781,26.01,567.31
915,2.162390,461,415025,55.79,486.26,1.913612,522,447552,28.08,583.33,1.880028,532,456313,26.01,567.99
916,2.252321,442,415467,55.79,486.88,1.834355,544,448096,28.08,583.32,1.859793,537,456850,26.01,568.34
917,2.124527,470,415937,55.81,489.55,1.878610,532,448628,28.07,583.32,1.962952,509,457359,26.01,569.02
918,2.091545,476,416413,55.81,489.55,1.879099,532,449160,28.06,583.32,2.030289,492,457851,26.01,568.33
919,2.129225,468,416881,55.81,489.85,1.852557,539,449699,28.07,584.01,2.049031,488,458339,26.01,569.02
920,2.313066,430,417311,55.81,490.22,1.904936,525,450224,28.06,584.01,1.968411,507,458846,26.01,568.68
921,2.189818,455,417766,55.80,490.86,1.940861,514,450738,28.07,584.01,2.040359,489,459335,26.01,568.68
922,2.275644,438,418204,55.80,491.21,1.960071,510,451248,28.06,584.01,2.091165,479,459814,26.02,569.10
923,2.275868,438,418642,55.80,491.48,1.968823,507,451755,28.07,584.01,2.130778,468,460282,26.02,569.78
924,2.359470,422,419064,55.80,491.48,1.998701,500,452255,28.07,585.46,2.074753,482,460764,26.01,569.78
925,2.403884,415,419479,55.80,492.75,1.972621,507,452762,28.07,585.46,2.108800,473,461237,26.02,570.52
926,2.238094,446,419925,55.80,493.13,2.375531,420,453182,28.07,585.46,2.064378,485,461722,26.02,571.20
927,2.226440,447,420372,55.81,493.13,2.171526,460,453642,28.06,585.46,2.041312,489,462211,26.02,571.20
928,2.174321,459,420831,55.82,494.75,1.932603,517,454159,28.21,588.28,1.841773,543,462754,26.02,571.88
929,2.131849,468,421299,55.81,494.93,1.890976,529,454688,28.23,588.32,1.889264,529,463283,26.02,571.88
930,2.214622,450,421749,55.81,495.15,1.829374,546,455234,28.22,588.32,1.920142,521,463804,26.01,572.55
931,2.157493,462,422211,55.81,495.38,1.826152,547,455781,28.22,588.32,1.920456,520,464324,26.01,573.24
932,2.192531,455,422666,55.80,495.81,1.847295,541,456322,28.21,588.32,1.909732,523,464847,26.03,574.68
933,2.305729,433,423099,55.81,495.81,1.870604,534,456856,28.21,590.26,1.918174,521,465368,26.13,574.78
934,2.166897,460,423559,55.81,496.44,1.804092,554,457410,28.21,590.26,1.901395,525,465893,26.13,575.82
935,2.101965,474,424033,55.81,496.44,1.823325,548,457958,28.20,590.26,1.900019,526,466419,26.13,576.60
936,2.119790,470,424503,55.81,496.66,1.830168,546,458504,28.20,591.63,1.921245,520,466939,26.12,576.60
937,2.104287,474,424977,55.82,496.88,1.832763,545,459049,28.20,591.63,1.908695,524,467463,26.12,576.67
938,2.051337,486,425463,55.83,496.99,1.875804,532,459581,28.19,591.63,1.959388,510,467973,26.11,576.67
939,2.109375,472,425935,55.83,497.58,1.918087,521,460102,28.19,593.03,1.943996,514,468487,26.12,577.35
940,2.266628,440,426375,55.83,497.58,1.893068,528,460630,28.19,593.73,1.909045,523,469010,26.11,578.35
941,2.434280,409,426784,55.84,498.17,1.819454,548,461178,28.19,593.73,1.914851,522,469532,26.11,578.69
942,2.259399,441,427225,55.84,498.44,1.794518,557,461735,28.19,594.42,1.919616,520,470052,26.11,579.72
943,2.261870,441,427666,55.84,498.44,1.788315,560,462295,28.18,594.42,1.916803,522,470574,26.11,579.72
944,2.419774,412,428078,55.84,499.22,1.876019,532,462827,28.18,596.83,1.890648,528,471102,26.10,581.08
945,2.401588,415,428493,55.84,499.22,1.836757,544,463371,28.18,596.83,1.867896,534,471636,26.10,580.74
946,2.270184,439,428932,55.84,499.50,1.829472,546,463917,28.17,597.59,1.861412,538,472174,26.10,581.42
947,2.279232,438,429370,55.84,499.76,1.852459,540,464457,28.17,597.59,1.882312,531,472705,26.10,582.11
948,2.254012,442,429812,55.84,500.44,2.057694,485,464942,28.17,597.59,1.868101,535,473240,26.09,581.76
949,2.353047,424,430236,55.84,501.56,2.114160,473,465415,28.17,598.27,1.874325,533,473773,26.09,582.45
950,3.021571,328,430564,55.87,505.15,2.109843,473,465888,28.18,599.64,1.878186,532,474305,26.09,582.10
951,2.929366,342,430906,55.86,505.43,2.056490,486,466374,28.18,600.11,1.855218,538,474843,26.09,582.27
952,3.188151,312,431218,55.86,505.86,2.058950,486,466860,28.18,601.48,1.890971,529,475372,26.08,582.27
953,2.932255,342,431560,55.85,505.99,2.068552,483,467343,28.17,602.84,1.889287,529,475901,26.08,581.59
